cat_slug,rank,name,country,change,initials
kpop-goods,1,Weverse Shop,KR,0,위버스
kpop-goods,2,Ktown4u,KR,0,케이
kpop-goods,3,YG SELECT,KR,0,YG
kpop-goods,4,SMTOWN &STORE,KR,0,SM
kpop-goods,5,SOUNDWAVE,KR,0,사운
kpop-goods,6,MAKESTAR,KR,0,메이
kpop-goods,7,EVERLINE,KR,0,에버
kpop-goods,8,MUSIC PLANT,KR,0,뮤직
kpop-goods,9,DEAR MY MUSE,KR,0,디어
kpop-goods,10,COKODIVE,KR,0,코코
kpop-goods,11,WITHMUU,KR,0,위드
kpop-goods,12,APPLE MUSIC KOREA,KR,0,애플
kpop-goods,13,MUSIC KOREA,KR,0,뮤코
kpop-goods,14,BEATROAD,KR,0,비트
kpop-goods,15,JOEUN MUSIC,KR,0,조은
kpop-goods,16,JUMPUP,KR,0,점프
kpop-goods,17,MOKKET SHOP,KR,0,모켓
kpop-goods,18,DMM,KR,0,디엠
kpop-goods,19,WONDERWALL,KR,0,원더
kpop-goods,20,NEMOZ SHOP,KR,0,네모
k-beauty-skincare,1,설화수,KR,0,설화
k-beauty-skincare,2,이니스프리,KR,2,이니스
k-beauty-skincare,3,라네즈,KR,0,라네
k-beauty-skincare,4,닥터자르트,KR/US,1,닥자
k-beauty-skincare,5,코스알엑스,KR,3,코알
k-beauty-skincare,6,라운드랩,KR,4,라랩
k-beauty-skincare,7,아누아,KR,4,아누
k-beauty-skincare,8,메디힐,KR,6,메디
k-beauty-skincare,9,토리든,KR,3,토리
k-beauty-skincare,10,에스트라,KR,0,에스
k-beauty-skincare,11,한율,KR,0,한율
k-beauty-skincare,12,아이오페,KR,-6,아이
k-beauty-skincare,13,넘버즈인,KR,0,넘버
k-beauty-skincare,14,마녀공장,KR,-5,마녀
k-beauty-skincare,15,조선미녀,KR,1,조선
k-beauty-skincare,16,스킨1004,KR,0,스킨
k-beauty-skincare,17,아비브,KR,-2,아비
k-beauty-skincare,18,비플레인,KR,0,비플
k-beauty-skincare,19,구달,KR,0,구달
k-beauty-skincare,20,파파레서피,KR,0,파파
trading-cards,1,대원미디어,KR,0,대원
trading-cards,2,포켓몬코리아,KR,0,포켓
trading-cards,3,코리아보드게임즈,KR,-1,코보
trading-cards,4,카드킹덤,KR,1,카킹
trading-cards,5,TCG샵,KR,2,티씨
trading-cards,6,카드캐슬,KR,-2,카캐
trading-cards,7,팝콘에듀,KR,1,팝콘
trading-cards,8,미카코리아,KR,0,미카
trading-cards,9,학산문화사,KR,1,학산
trading-cards,10,젬블로,KR,7,젬블
trading-cards,11,엔스카이 코리아,KR/JP,0,엔스
trading-cards,12,카드냥,KR,0,카냥
trading-cards,13,롤링다이스,KR,0,롤다
trading-cards,14,AK 커뮤니케이션즈,KR,0,AK
trading-cards,15,티머니,KR,0,티머
trading-cards,16,BOGEUN,KR,0,보근
trading-cards,17,데브시스터즈,KR,0,데브
trading-cards,18,아카데미과학,KR,0,아카
trading-cards,19,킨들샵,KR,0,킨들
trading-cards,20,듀얼몰,KR,0,듀얼
auto-parts,1,현대모비스,KR,0,현모
auto-parts,2,현대위아,KR,1,현위
auto-parts,3,현대트랜시스,KR,2,현트
auto-parts,4,한온시스템,KR,-2,한온
auto-parts,5,HL만도,KR,0,만도
auto-parts,6,에스엘,KR,0,에스
auto-parts,7,현대케피코,KR,0,현케
auto-parts,8,화신,KR,0,화신
auto-parts,9,서연이화,KR,0,서연
auto-parts,10,파츠로,KR,0,파츠
auto-parts,11,지파츠,KR,4,지파
auto-parts,12,유라코퍼레이션,KR,-1,유라
auto-parts,13,경창산업,KR,0,경창
auto-parts,14,오토엔,KR,2,오토
auto-parts,15,카닥,KR,0,카닥
auto-parts,16,보쉬코리아,KR/DE,0,보쉬
auto-parts,17,평화산업,KR,0,평화
auto-parts,18,세종공업,KR,0,세종
auto-parts,19,파트존,KR,0,파트
auto-parts,20,상신브레이크,KR,-1,상신
k-beauty-makeup,1,클리오,KR,0,클리
k-beauty-makeup,2,롬앤,KR,0,롬앤
k-beauty-makeup,3,에뛰드,KR,1,에뛰
k-beauty-makeup,4,페리페라,KR,1,페리
k-beauty-makeup,5,3CE,KR,1,3C
k-beauty-makeup,6,헤라,KR,-3,헤라
k-beauty-makeup,7,데이지크,KR,10,데이
k-beauty-makeup,8,어뮤즈,KR,1,어뮤
k-beauty-makeup,9,에스쁘아,KR,2,에스
k-beauty-makeup,10,힌스,KR,2,힌스
k-beauty-makeup,11,웨이크메이크,KR,-4,웨메
k-beauty-makeup,12,라카,KR,0,라카
k-beauty-makeup,13,정샘물,KR,-3,정샘
k-beauty-makeup,14,투쿨포스쿨,KR,-1,투쿨
k-beauty-makeup,15,릴리바이레드,KR,3,릴바
k-beauty-makeup,16,네이밍,KR,4,네이
k-beauty-makeup,17,뮤드,KR,0,뮤드
k-beauty-makeup,18,플린,KR,0,플린
k-beauty-makeup,19,코스노리,KR,0,코스
k-beauty-makeup,20,삐아,KR,0,삐아
computer-parts,1,삼성전자,KR,0,삼성
computer-parts,2,SK하이닉스,KR,0,SK
computer-parts,3,이엠텍,KR,0,이엠
computer-parts,4,한미마이크로닉스,KR,0,마닉
computer-parts,5,앱코,KR,-1,앱코
