cat_slug,rank,name,url,rely,fit,slug,initials
kpop-goods,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
kpop-goods,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
kpop-goods,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
kpop-goods,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
kpop-goods,5,도매매,domema.com,4,4,domema-com,DM
kpop-goods,6,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
kpop-goods,7,도매창고,domewh.com,3,3,domewh-com,DC
kpop-goods,8,삼영무역,symall.co.kr,3,4,symall-co-kr,SM
kpop-goods,9,팬시코리아,fancykorea.com,3,5,fancykorea-com,FK
kpop-goods,10,한류굿즈,hallyugoods.com,3,5,hallyugoods-com,HG
k-beauty-skincare,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
k-beauty-skincare,2,오너클랜,ownerclan.com,5,5,ownerclan-com,OC
k-beauty-skincare,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
k-beauty-skincare,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
k-beauty-skincare,5,도매매,domema.com,4,4,domema-com,DM
k-beauty-skincare,6,온채널,onchannel.co.kr,4,4,onchannel-co-kr,OC
k-beauty-skincare,7,코리아코스메틱,koreacosmetic.co.kr,4,5,koreacosmetic-co-kr,KC
k-beauty-skincare,8,뷰티앤코,beautyandco.co.kr,3,5,beautyandco-co-kr,BC
k-beauty-skincare,9,코스메틱도매,cosmeticdome.com,3,5,cosmeticdome-com,CD
k-beauty-skincare,10,케이뷰티도매,kbeautydomae.com,3,5,kbeautydomae-com,KB
trading-cards,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
trading-cards,2,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
trading-cards,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
trading-cards,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
trading-cards,5,도매매,domema.com,4,3,domema-com,DM
trading-cards,6,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
trading-cards,7,천유닷컴,1000za.kr,4,4,1000za-kr,CY
trading-cards,8,토이저러스 도매,toysrus.lottemart.com/wholesale,4,5,toysrus-lottemart-com-wholesale,TJ
trading-cards,9,카드마켓,cardmarket.co.kr,3,5,cardmarket-co-kr,CM
trading-cards,10,피규어프렌즈,figurefriends.co.kr,3,4,figurefriends-co-kr,PF
auto-parts,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
auto-parts,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
auto-parts,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
auto-parts,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
auto-parts,5,도매매,domema.com,4,3,domema-com,DM
auto-parts,6,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
auto-parts,7,카포스,carpos.co.kr,4,5,carpos-co-kr,KP
auto-parts,8,현대모비스,mobis.co.kr/customer/parts-search.do,5,5,mobis-co-kr-customer-parts-search-do,HM
auto-parts,9,오토앤,auton.kr,4,5,auton-kr,AN
auto-parts,10,부품코리아,parts-korea.com,3,5,parts-korea-com,PK
k-beauty-makeup,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
k-beauty-makeup,2,오너클랜,ownerclan.com,5,5,ownerclan-com,OC
k-beauty-makeup,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
k-beauty-makeup,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
k-beauty-makeup,5,도매매,domema.com,4,4,domema-com,DM
k-beauty-makeup,6,온채널,onchannel.co.kr,4,4,onchannel-co-kr,OC
k-beauty-makeup,7,코리아코스메틱,koreacosmetic.co.kr,4,5,koreacosmetic-co-kr,KC
k-beauty-makeup,8,뷰티앤코,beautyandco.co.kr,3,5,beautyandco-co-kr,BC
k-beauty-makeup,9,코스메틱도매,cosmeticdome.com,3,5,cosmeticdome-com,CD
k-beauty-makeup,10,케이뷰티도매,kbeautydomae.com,3,5,kbeautydomae-com,KB
computer-parts,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
computer-parts,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
computer-parts,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
computer-parts,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
computer-parts,5,도매매,domema.com,4,3,domema-com,DM
computer-parts,6,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
computer-parts,7,컴퓨존,compuzone.co.kr,5,5,compuzone-co-kr,CZ
computer-parts,8,아이코다,icoda.co.kr,4,5,icoda-co-kr,IC
computer-parts,9,조이젠,joyzen.co.kr,4,5,joyzen-co-kr,JZ
computer-parts,10,피씨디렉트,pcdirect.co.kr,4,5,pcdirect-co-kr,PD
k-fashion,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
k-fashion,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
k-fashion,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
k-fashion,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
k-fashion,5,도매매,domema.com,4,3,domema-com,DM
k-fashion,6,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
k-fashion,7,신상마켓,sinsangmarket.kr,5,5,sinsangmarket-kr,SM
k-fashion,8,링크샵스,linkshops.com,4,5,linkshops-com,LS
k-fashion,9,동대문도매,ddm-domae.com,3,5,ddm-domae-com,DD
k-fashion,10,고투몰,gotomall.kr,4,5,gotomall-kr,GM
inner-beauty,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
inner-beauty,2,오너클랜,ownerclan.com,5,5,ownerclan-com,OC
inner-beauty,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
inner-beauty,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
inner-beauty,5,도매매,domema.com,4,4,domema-com,DM
inner-beauty,6,온채널,onchannel.co.kr,4,4,onchannel-co-kr,OC
inner-beauty,7,건강기능식품 도매,hfood.co.kr,4,5,hfood-co-kr,HF
inner-beauty,8,비타민샵,vitaminshop.co.kr,4,5,vitaminshop-co-kr,VS
