cat_slug,rank,name,country,change,initials
k-beauty,1,COSRX,KR,3,CO
k-beauty,2,SOME BY MI,KR,1,SO
k-beauty,3,Innisfree,KR,0,In
k-beauty,4,Laneige,KR,2,La
k-beauty,5,Etude House,KR,-1,Et
k-beauty,6,Dr. Jart+,KR,4,Dr
k-beauty,7,Beauty of Joseon,KR,5,Be
k-beauty,8,Sulwhasoo,KR,-2,Su
k-beauty,9,MISSHA,KR,1,MI
k-beauty,10,Peripera,KR,0,Pe
k-beauty,11,Rom&nd,KR,3,Ro
k-beauty,12,Mediheal,KR,-1,Me
k-beauty,13,VT Cosmetics,KR,2,VT
k-beauty,14,Torriden,KR,4,To
k-beauty,15,Abib,KR,1,Ab
k-beauty,16,Anua,KR,5,An
k-beauty,17,Round Lab,KR,3,Ro
k-beauty,18,Klairs,KR,-1,Kl
k-beauty,19,Goodal,KR,0,Go
k-beauty,20,SKINFOOD,KR,-2,SK
k-pop-goods,1,"HYBE (BTS, TXT)",KR,5,HY
k-pop-goods,2,"SM Entertainment (NCT, EXO)",KR,3,SM
k-pop-goods,3,"JYP Entertainment (Stray Kids, ITZY)",KR,4,JY
k-pop-goods,4,"YG Entertainment (BLACKPINK, TREASURE)",KR,2,YG
k-pop-goods,5,"Starship Entertainment (IVE, MONSTA X)",KR,1,St
k-pop-goods,6,Cube Entertainment ((G)I-DLE),KR,0,Cu
k-pop-goods,7,Pledis Entertainment (SEVENTEEN),KR,2,Pl
k-pop-goods,8,"Kakao Entertainment (THE BOYZ, IVE)",KR,3,Ka
k-pop-goods,9,ADOR (NewJeans),KR,6,AD
k-pop-goods,10,KQ Entertainment (ATEEZ),KR,1,KQ
k-pop-goods,11,FNC Entertainment (SF9),KR,0,FN
k-pop-goods,12,CUBE Entertainment (BTOB),KR,-1,CU
k-pop-goods,13,WAKEONE (ZEROBASEONE),KR,5,WA
k-pop-goods,14,IST Entertainment (THE BOYZ),KR,2,IS
k-pop-goods,15,RBW (MAMAMOO),KR,0,RB
k-pop-goods,16,Woollim Entertainment (Golden Child),KR,-1,Wo
k-pop-goods,17,Fantagio (ASTRO),KR,1,Fa
k-pop-goods,18,Dreamcatcher Company (Dreamcatcher),KR,2,Dr
k-pop-goods,19,High Up Entertainment (STAYC),KR,3,Hi
k-pop-goods,20,C9 Entertainment (CIX),KR,0,C9
k-fashion,1,ADER error,KR,4,AD
k-fashion,2,STYLENANDA,KR,2,ST
k-fashion,3,KIRSH,KR,1,KI
k-fashion,4,thisisneverthat,KR,3,th
k-fashion,5,Mardi Mercredi,KR,5,Ma
k-fashion,6,COVERNAT,KR,0,CO
k-fashion,7,LMC (Lost Management Cities),KR,2,LM
k-fashion,8,NONFICTION,KR,3,NO
k-fashion,9,emis,KR,4,em
k-fashion,10,Rest & Recreation,KR,1,Re
k-fashion,11,AMOMENTO,KR,0,AM
k-fashion,12,ARCHIVEPKE,KR,2,AR
k-fashion,13,WE11DONE,KR,3,WE
k-fashion,14,Andersson Bell,KR,1,An
k-fashion,15,87MM,KR,0,87
k-fashion,16,Charm's,KR,-1,Ch
k-fashion,17,O!Oi,KR,2,O!
k-fashion,18,Romantic Crown,KR,1,Ro
k-fashion,19,Mahagrid,KR,3,Ma
k-fashion,20,SPAO,KR,-2,SP
korean-snacks,1,"Orion (꼬북칩, 초코파이)",KR,4,Or
korean-snacks,2,"Nongshim (새우깡, 포테토칩)",KR,3,No
korean-snacks,3,"Lotte (빼빼로, 가나 초콜릿)",KR,2,Lo
korean-snacks,4,"Haitai (홈런볼, 맛동산)",KR,1,Ha
korean-snacks,5,"Crown (콘칲, 죠리퐁)",KR,0,Cr
korean-snacks,6,Binggrae (꽃게랑),KR,2,Bi
korean-snacks,7,"Samlip (호빵, 꿀호떡)",KR,3,Sa
korean-snacks,8,Ottogi (뿌셔뿌셔),KR,1,Ot
korean-snacks,9,CJ CheilJedang (햇반),KR,0,CJ
korean-snacks,10,Daesang (청정원),KR,2,Da
korean-snacks,11,Dongwon (양반김),KR,1,Do
korean-snacks,12,Paldo (비빔면),KR,0,Pa
korean-snacks,13,Samyang (불닭볶음면),KR,5,Sa
korean-snacks,14,Binggrae (바나나맛우유),KR,3,Bi
korean-snacks,15,Maeil Dairies (상하목장),KR,1,Ma
korean-snacks,16,Namkwang (김),KR,-1,Na
korean-snacks,17,Gildong (김),KR,0,Gi
korean-snacks,18,Chungjungone (김),KR,2,Ch
korean-snacks,19,Pulmuone (두부),KR,1,Pu
korean-snacks,20,Dongsuh (맥심 커피믹스),KR,-2,Do
k-health-supplements,1,Cheong Kwan Jang (정관장),KR,5,정관
k-health-supplements,2,KGC Life & Ginseng (KGC 인삼공사),KR,3,KG
k-health-supplements,3,NutrioneLife (뉴트리원라이프),KR,4,뉴트
k-health-supplements,4,GNC Korea,KR/US,2,GN
k-health-supplements,5,Chong Kun Dang Health (종근당건강),KR,1,종근
k-health-supplements,6,Atomy (애터미),KR,0,애터
k-health-supplements,7,PharmC (팜씨),KR,2,팜씨
k-health-supplements,8,Korea Yakult (한국야쿠르트),KR,1,한국
k-health-supplements,9,Nonghyup (농협),KR,0,농협
k-health-supplements,10,Daewoong Pharmaceutical (대웅제약),KR,3,대웅
k-health-supplements,11,Dong-A ST (동아ST),KR,1,동아
k-health-supplements,12,Green Pasture (푸른초원),KR,0,푸른
