cat_slug,rank,name,url,rely,fit,slug,initials
k-beauty,1,도매꾹 K-뷰티,domeggook.com/kbeauty,5,5,domeggook-com-kbeauty,DK
k-beauty,2,코스메카코리아 B2B,b2b.cosmekakorea.com,4,5,b2b-cosmekakorea-com,CK
k-beauty,3,뷰티앤비즈,beautyandbiz.co.kr,4,4,beautyandbiz-co-kr,BB
k-beauty,4,셀럽뷰티 도매몰,celebbeauty.co.kr/wholesale,3,4,celebbeauty-co-kr-wholesale,CB
k-beauty,5,미미박스 B2B,b2b.memebox.com,4,3,b2b-memebox-com,MB
k-beauty,6,아모레퍼시픽 도매,wholesale.amorepacific.com,5,4,wholesale-amorepacific-com,AP
k-beauty,7,LG생활건강 B2B,b2b.lgcare.com,5,4,b2b-lgcare-com,LG
k-beauty,8,메디힐 도매,wholesale.mediheal.com,4,4,wholesale-mediheal-com,MH
k-beauty,9,이니스프리 도매,wholesale.innisfree.com,4,3,wholesale-innisfree-com,IS
k-beauty,10,에뛰드하우스 도매,wholesale.etudehouse.com,4,3,wholesale-etudehouse-com,EH
k-pop-goods,1,위버스샵 B2B,b2b.weverseshop.io,5,5,b2b-weverseshop-io,WS
k-pop-goods,2,SM타운앤스토어 도매,wholesale.smtownandstore.com,5,5,wholesale-smtownandstore-com,SS
k-pop-goods,3,YG셀렉트 도매,wholesale.ygselect.com,5,5,wholesale-ygselect-com,YS
k-pop-goods,4,JYP샵 도매,wholesale.jypeshop.com,5,5,wholesale-jypeshop-com,JS
k-pop-goods,5,Ktown4u 도매,wholesale.ktown4u.com,4,4,wholesale-ktown4u-com,K4
k-pop-goods,6,알라딘 K-POP,aladin.co.kr/kpop,4,4,aladin-co-kr-kpop,AK
k-pop-goods,7,예스24 K-POP,yes24.com/kpop,4,4,yes24-com-kpop,YK
k-pop-goods,8,핫트랙스 도매,wholesale.hottracks.co.kr,4,4,wholesale-hottracks-co-kr,HT
k-pop-goods,9,뮤직플랜트 도매,wholesale.musicplant.co.kr,3,3,wholesale-musicplant-co-kr,MP
k-pop-goods,10,신나라레코드 도매,wholesale.synnara.co.kr,3,3,wholesale-synnara-co-kr,SR
k-fashion,1,동대문 도매시장 온라인,ddm-wholesale.com,5,5,ddm-wholesale-com,DD
k-fashion,2,링크샵스,linkshops.com,4,5,linkshops-com,LS
k-fashion,3,신상마켓,sinsangmarket.com,4,5,sinsangmarket-com,SM
k-fashion,4,도매토피아 패션,dometopia.com/fashion,3,4,dometopia-com-fashion,DT
k-fashion,5,스타일난다 도매,wholesale.stylenanda.com,4,4,wholesale-stylenanda-com,SN
k-fashion,6,임블리 도매,wholesale.imvely.com,3,3,wholesale-imvely-com,IV
k-fashion,7,육육걸즈 도매,wholesale.66girls.co.kr,3,3,wholesale-66girls-co-kr,YG
k-fashion,8,고고싱 도매,wholesale.gogosing.co.kr,3,3,wholesale-gogosing-co-kr,GG
k-fashion,9,핫핑 도매,wholesale.hotping.co.kr,3,3,wholesale-hotping-co-kr,HP
k-fashion,10,난닝구 도매,wholesale.nanning9.com,3,3,wholesale-nanning9-com,NN
korean-snacks,1,도매꾹 한국과자,domeggook.com/snacks,5,5,domeggook-com-snacks,DK
korean-snacks,2,롯데마트 도매,wholesale.lottemart.com,4,4,wholesale-lottemart-com,LM
korean-snacks,3,이마트 도매,wholesale.emart.com,4,4,wholesale-emart-com,EM
korean-snacks,4,홈플러스 도매,wholesale.homeplus.com,4,4,wholesale-homeplus-com,HP
korean-snacks,5,쿠팡 B2B,b2b.coupang.com,4,3,b2b-coupang-com,CP
korean-snacks,6,오리온 도매,wholesale.orionworld.com,4,4,wholesale-orionworld-com,OR
korean-snacks,7,농심 도매,wholesale.nongshim.com,4,4,wholesale-nongshim-com,NS
korean-snacks,8,해태제과 도매,wholesale.ht.co.kr,4,4,wholesale-ht-co-kr,HT
korean-snacks,9,크라운제과 도매,wholesale.crown.co.kr,4,4,wholesale-crown-co-kr,CJ
korean-snacks,10,삼양식품 도매,wholesale.samyangfoods.com,4,4,wholesale-samyangfoods-com,SF
k-health-supplements,1,도매꾹 건강기능식품,domeggook.com/health,5,5,domeggook-com-health,DK
k-health-supplements,2,정관장 도매,wholesale.kgc.co.kr,5,5,wholesale-kgc-co-kr,JG
k-health-supplements,3,종근당건강 B2B,b2b.ckdhc.com,4,4,b2b-ckdhc-com,CK
k-health-supplements,4,고려은단 도매,wholesale.koreaeundan.com,4,4,wholesale-koreaeundan-com,KE
