cat_slug,rank,name,name_en,brand,ebay_usd,krw,margin,weight_g,ebay_cat_id,seo_tags,change,source_slugs
kpop-goods,1,BTS Proof Standard Edition,BTS Proof Standard Edition Album,Weverse Shop,45,25000,44,600,17698,kpop album;bts;proof,0,domeggook-com;ownerclan-com;funpick-co-kr
kpop-goods,2,NewJeans OMG Message Card Album,NewJeans OMG Message Card Album,Weverse Shop,28,13000,53,350,17698,newjeans;kpop album;omg,0,domeggook-com;ownerclan-com;funpick-co-kr
kpop-goods,3,SEVENTEEN FML Weverse Albums ver.,SEVENTEEN FML Weverse Albums ver.,Weverse Shop,22,9500,57,280,17698,seventeen;kpop album;fml,0,domeggook-com;ownerclan-com;funpick-co-kr
kpop-goods,4,Stray Kids 5-STAR Limited Edition,Stray Kids 5-STAR Limited Edition,JYP Shop,40,22000,45,550,17698,stray kids;kpop album;5-star,0,domeggook-com;ownerclan-com;funpick-co-kr
kpop-goods,5,IVE I'VE MINE Starship Square,IVE I'VE MINE Starship Square,Starship Square,30,15000,50,400,17698,ive;kpop album;ive mine,0,domeggook-com;ownerclan-com;funpick-co-kr
kpop-goods,6,TXT The Name Chapter: FREEFALL,TXT The Name Chapter: FREEFALL,Weverse Shop,35,18000,48,480,17698,txt;kpop album;freefall,0,domeggook-com;ownerclan-com;funpick-co-kr
kpop-goods,7,ENHYPEN ORANGE BLOOD Weverse Albums ver.,ENHYPEN ORANGE BLOOD Weverse Albums ver.,Weverse Shop,20,9000,55,250,17698,enhypen;kpop album;orange blood,0,domeggook-com;ownerclan-com;funpick-co-kr
kpop-goods,8,ZEROBASEONE MELTING POINT,ZEROBASEONE MELTING POINT,Weverse Shop,28,13000,53,380,17698,zb1;kpop album;melting point,0,domeggook-com;ownerclan-com;funpick-co-kr
kpop-goods,9,aespa Drama SMini Ver.,aespa Drama SMini Ver.,SMTOWN &STORE,18,7500,58,180,17698,aespa;kpop album;smini,0,domeggook-com;ownerclan-com;funpick-co-kr
kpop-goods,10,RIIZE Get A Guitar SMini Ver.,RIIZE Get A Guitar SMini Ver.,SMTOWN &STORE,18,7500,58,180,17698,riize;kpop album;smini,0,domeggook-com;ownerclan-com;funpick-co-kr
kpop-goods,11,BTS 포토카드 세트,BTS Photocards Set,Weverse Shop,15,6000,60,50,17698,bts;photocard;kpop,0,domeggook-com;ownerclan-com;funpick-co-kr
kpop-goods,12,BLACKPINK 응원봉,BLACKPINK Light Stick,YG SELECT,60,28000,53,250,17698,blackpink;lightstick;kpop,0,domeggook-com;ownerclan-com;funpick-co-kr
kpop-goods,13,EXO 앨범 포스터,EXO Album Poster,SMTOWN &STORE,12,4500,62,80,17698,exo;poster;kpop,0,domeggook-com;ownerclan-com;funpick-co-kr
kpop-goods,14,TWICE 키링,TWICE Keychain,JYP Shop,18,7000,61,70,17698,twice;keychain;kpop,0,domeggook-com;ownerclan-com;funpick-co-kr
kpop-goods,15,NCT 엽서 세트,NCT Postcard Set,SMTOWN &STORE,10,3800,62,60,17698,nct;postcard;kpop,0,domeggook-com;ownerclan-com;funpick-co-kr
