cat_slug,rank,name,name_en,brand,ebay_usd,krw,margin,weight_g,ebay_cat_id,seo_tags,change,source_slugs
kpop-goods,1,BTS 포토카드 세트,BTS Photo Card Set,위버스샵,25.99,12000,54,80,18460,kpop photocard;bts official;kpop merchandise,0,domeggook-com;ownerclan-com;supercat-co-kr
kpop-goods,2,BLACKPINK 응원봉,BLACKPINK Light Stick,YG SELECT,65,30000,48,250,18460,blackpink lightstick;kpop official;concert light,0,domeggook-com;dometopia-com;onchannel-co-kr
kpop-goods,3,Stray Kids 앨범 (미개봉),Stray Kids Album (Sealed),JYP SHOP,35,18000,45,350,18460,stray kids album;kpop cd;new kpop,0,ownerclan-com;sellmoa-com;domemall-co-kr
kpop-goods,4,NCT DREAM 포토북,NCT DREAM Photobook,SMTOWN &STORE,40,20000,47,400,18460,nct photobook;kpop official;nct dream,0,domeggook-com;supercat-co-kr;dometopia-com
kpop-goods,5,IVE 시즌그리팅,IVE Season's Greetings,Ktown4u,55,28000,46,500,18460,ive seasons greetings;kpop calendar;official merch,0,ownerclan-com;onchannel-co-kr;wiconseller-com
kpop-goods,6,SEVENTEEN 캐럿봉,SEVENTEEN Carat Bong,위버스샵,60,28000,50,280,18460,seventeen lightstick;caratbong;kpop concert,0,domeggook-com;sellmoa-com;domewh-com
kpop-goods,7,TWICE 캔디봉,TWICE Candy Bong,JYP SHOP,58,27000,50,270,18460,twice lightstick;candybong;kpop official,0,ownerclan-com;dometopia-com;dome119-com
kpop-goods,8,EXO 응원봉,EXO Light Stick,SMTOWN &STORE,62,29000,49,260,18460,exo lightstick;kpop merch;smtown,0,domeggook-com;supercat-co-kr;onchannel-co-kr
kpop-goods,9,NewJeans 앨범 (미개봉),NewJeans Album (Sealed),위버스샵,32,16000,48,300,18460,newjeans album;kpop cd;official newjeans,0,ownerclan-com;domemall-co-kr;wiconseller-com
kpop-goods,10,LE SSERAFIM 포토카드,LE SSERAFIM Photo Card,위버스샵,15,7000,53,50,18460,le sserafim pc;kpop photocard;official merch,0,domeggook-com;sellmoa-com;domewh-com
kpop-goods,11,BTS 맵 오브 더 소울 7 앨범,BTS Map of the Soul 7 Album,위버스샵,30,15000,48,320,18460,bts album;map of soul;kpop cd,0,domeggook-com;ownerclan-com;supercat-co-kr
kpop-goods,12,BLACKPINK 더 앨범,BLACKPINK The Album,YG SELECT,28,14000,47,300,18460,blackpink album;the album;kpop cd,0,domeggook-com;dometopia-com;onchannel-co-kr
kpop-goods,13,Stray Kids ODDINARY 앨범,Stray Kids ODDINARY Album,JYP SHOP,33,17000,45,340,18460,stray kids oddinary;kpop album;jyp official,0,ownerclan-com;sellmoa-com;domemall-co-kr
kpop-goods,14,NCT DREAM Glitch Mode 앨범,NCT DREAM Glitch Mode Album,SMTOWN &STORE,31,16000,46,330,18460,nct dream album;glitch mode;smtown official,0,domeggook-com;supercat-co-kr;dometopia-com
kpop-goods,15,IVE LOVE DIVE 앨범,IVE LOVE DIVE Album,Ktown4u,27,13000,49,280,18460,ive love dive;kpop album;starship official,0,ownerclan-com;onchannel-co-kr;wiconseller-com
kpop-goods,16,K-POP 아이돌 포스터 세트,K-POP Idol Poster Set,KPOPMERCH,19.99,9000,55,150,18460,kpop poster;idol poster;kpop wall art,0,domeggook-com;ownerclan-com;sellmoa-com
kpop-goods,17,아이돌 키링/스트랩,Idol Keychain/Strap,위드뮤,12.5,5000,60,30,18460,kpop keychain;idol strap;kpop accessory,0,domeggook-com;dometopia-com;supercat-co-kr
kpop-goods,18,K-POP 아티스트 티셔츠,K-POP Artist T-Shirt,핫트랙스,39,18000,53,200,18460,kpop t-shirt;idol fashion;kpop apparel,0,ownerclan-com;domemall-co-kr;onchannel-co-kr
kpop-goods,19,아이돌 폰케이스,Idol Phone Case,디어마이뮤즈,22,10000,54,70,18460,kpop phone case;idol phone accessory;kpop merch,0,domeggook-com;wiconseller-com;dome119-com
kpop-goods,20,K-POP 아이돌 스티커 팩,K-POP Idol Sticker Pack,뮤직코리아,9.99,4000,60,40,18460,kpop stickers;idol stickers;kpop stationery,0,domeggook-com;sellmoa-com;domewh-com
kpop-goods,21,아이돌 포토카드 바인더,Idol Photo Card Binder,포카마켓,20,9000,55,180,18460,photocard binder;kpop binder;pc holder,0,domeggook-com;ownerclan-com;supercat-co-kr
kpop-goods,22,K-POP 아이돌 엽서 세트,K-POP Idol Postcard Set,애플뮤직,14,6000,57,60,18460,kpop postcard;idol postcard;kpop stationery,8,domeggook-com;dometopia-com;onchannel-co-kr
kpop-goods,23,아이돌 담요/블랭킷,Idol Blanket,메이크스타,45,20000,55,450,18460,kpop blanket;idol blanket;kpop merch,0,ownerclan-com;sellmoa-com;domemall-co-kr
kpop-goods,24,K-POP 아이돌 배지 세트,K-POP Idol Badge Set,에버라인,11,4500,59,30,18460,kpop badge;idol pin;kpop accessory,0,domeggook-com;wiconseller-com;dome119-com
kpop-goods,25,아이돌 마스크 스트랩,Idol Mask Strap,사운드웨이브,8,3000,62,20,18460,kpop mask strap;idol mask holder;kpop accessory,0,domeggook-com;sellmoa-com;domewh-com
kpop-goods,26,K-POP 아이돌 머그컵,K-POP Idol Mug Cup,KPOPMERCH,25,11000,56,300,18460,kpop mug;idol mug;kpop kitchenware,0,domeggook-com;ownerclan-com;supercat-co-kr
kpop-goods,27,아이돌 미니 피규어,Idol Mini Figure,위드뮤,18,8000,55,100,18460,kpop figure;idol figure;kpop collectible,0,domeggook-com;dometopia-com;onchannel-co-kr
kpop-goods,28,K-POP 아이돌 에코백,K-POP Idol Eco Bag,핫트랙스,29,13000,55,150,18460,kpop eco bag;idol tote bag;kpop fashion,0,ownerclan-com;domemall-co-kr;wiconseller-com
kpop-goods,29,아이돌 폰 그립톡,Idol Phone Griptok,디어마이뮤즈,15,6500,57,40,18460,kpop griptok;idol phone grip;kpop accessory,0,domeggook-com;dome119-com;sellmoa-com
kpop-goods,30,K-POP 아이돌 미니 달력,K-POP Idol Mini Calendar,뮤직코리아,10,4000,60,50,18460,kpop calendar;idol mini calendar;kpop stationery,0,domeggook-com;domewh-com;supercat-co-kr
auto-parts,1,현대모비스 제네시스 G80 에어 필터,Hyundai Mobis Genesis G80 Air Filter,현대모비스,35.99,15000,58,200,33612,hyundai air filter;genesis g80;mobis parts,0,domeggook-com;ownerclan-com;dometopia-com
auto-parts,2,HL만도 싼타페 브레이크 패드 세트,HL Mando Santa Fe Brake Pad Set,HL만도,75,35000,53,1500,33567,mando brake pads;santa fe parts;korean auto parts,0,ownerclan-com;sellmoa-com;supercat-co-kr
auto-parts,3,한국타이어 넥센타이어 윈터 타이어,Hankook Nexen Winter Tire,한국타이어앤테크놀로지,120,55000,54,10000,33744,hankook winter;nexen tire;korean tires,0,domeggook-com;domemall-co-kr;onchannel-co-kr
auto-parts,4,현대위아 쏘렌토 오일 필터,Hyundai Wia Sorento Oil Filter,현대위아,25,10000,60,150,33612,hyundai wia filter;sorento parts;oil filter,0,domeggook-com;wiconseller-com;domewh-com
auto-parts,5,한온시스템 그랜저 에어컨 필터,Hanonsystem Grandeur AC Filter,한온시스템,28,12000,57,180,33612,hanon ac filter;grandeur parts;cabin filter,0,ownerclan-com;dome119-com;dometopia-com
auto-parts,6,현대트랜시스 팰리세이드 미션 오일,Hyundai Transys Palisade Transmission Fluid,현대트랜시스,45,20000,55,1000,33612,transys fluid;palisade parts;transmission oil,0,domeggook-com;supercat-co-kr;sellmoa-com
auto-parts,7,금호타이어 K5 사계절 타이어,Kumho Tire K5 All-Season Tire,금호타이어,110,50000,54,9000,33744,kumho all season;k5 tires;korean tires,0,ownerclan-com;domemall-co-kr;onchannel-co-kr
auto-parts,8,넥센타이어 스포티지 SUV 타이어,Nexen Tire Sportage SUV Tire,넥센타이어,105,48000,54,8500,33744,nexen suv tire;sportage tires;korean tires,0,domeggook-com;wiconseller-com;domewh-com
auto-parts,9,에스엘 아반떼 헤드라이트 어셈블리,SL Avante Headlight Assembly,에스엘,150,70000,53,2000,33710,sl headlight;avante parts;korean headlight,0,ownerclan-com;dome119-com;dometopia-com
auto-parts,10,서연이화 쏘나타 도어 핸들,Seoyon E-Hwa Sonata Door Handle,서연이화,55,25000,54,300,33640,seoyon door handle;sonata parts;korean auto parts,0,domeggook-com;supercat-co-kr;sellmoa-com
auto-parts,11,성우하이텍 코나 범퍼 브라켓,Sungwoo Hitech Kona Bumper Bracket,성우하이텍,40,18000,55,250,33640,sungwoo bumper;kona parts;korean body parts,0,ownerclan-com;domemall-co-kr;onchannel-co-kr
auto-parts,12,평화정공 투싼 엔진 마운트,Pyonghwa Jeonggong Tucson Engine Mount,평화정공,60,28000,53,800,33612,pyonghwa mount;tucson parts;engine mount,0,domeggook-com;wiconseller-com;domewh-com
auto-parts,13,세방전지 쏘울 자동차 배터리,Sebang Global Soul Car Battery,세방전지,90,40000,55,10000,33575,sebong battery;soul battery;korean car battery,0,ownerclan-com;dome119-com;dometopia-com
