cat_slug,rank,name,url,rely,fit,slug,initials
kpop-goods,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
kpop-goods,2,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
kpop-goods,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
kpop-goods,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
kpop-goods,5,슈퍼캣,supercat.co.kr,4,3,supercat-co-kr,SC
kpop-goods,6,도매매,domemall.co.kr,4,3,domemall-co-kr,DM
kpop-goods,7,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
kpop-goods,8,위탁셀러,wiconseller.com,3,3,wiconseller-com,WS
kpop-goods,9,도매창고,domewh.com,3,3,domewh-com,DC
kpop-goods,10,도매119,dome119.com,3,3,dome119-com,D1
auto-parts,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
auto-parts,2,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
auto-parts,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
auto-parts,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
auto-parts,5,슈퍼캣,supercat.co.kr,4,3,supercat-co-kr,SC
auto-parts,6,도매매,domemall.co.kr,4,3,domemall-co-kr,DM
auto-parts,7,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
auto-parts,8,위탁셀러,wiconseller.com,3,3,wiconseller-com,WS
auto-parts,9,도매창고,domewh.com,3,3,domewh-com,DC
auto-parts,10,도매119,dome119.com,3,3,dome119-com,D1
k-beauty-skincare,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
k-beauty-skincare,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
k-beauty-skincare,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
k-beauty-skincare,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
k-beauty-skincare,5,슈퍼캣,supercat.co.kr,4,4,supercat-co-kr,SC
k-beauty-skincare,6,도매매,domemall.co.kr,4,4,domemall-co-kr,DM
k-beauty-skincare,7,온채널,onchannel.co.kr,4,4,onchannel-co-kr,OC
k-beauty-skincare,8,위탁셀러,wiconseller.com,3,3,wiconseller-com,WS
k-beauty-skincare,9,도매창고,domewh.com,3,3,domewh-com,DC
k-beauty-skincare,10,도매119,dome119.com,3,3,dome119-com,D1
trading-cards,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
trading-cards,2,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
trading-cards,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
trading-cards,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
trading-cards,5,슈퍼캣,supercat.co.kr,4,3,supercat-co-kr,SC
trading-cards,6,도매매,domemall.co.kr,4,3,domemall-co-kr,DM
trading-cards,7,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
trading-cards,8,위탁셀러,wiconseller.com,3,3,wiconseller-com,WS
trading-cards,9,도매창고,domewh.com,3,3,domewh-com,DC
trading-cards,10,도매119,dome119.com,3,3,dome119-com,D1
k-fashion,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
k-fashion,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
k-fashion,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
k-fashion,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
k-fashion,5,슈퍼캣,supercat.co.kr,4,4,supercat-co-kr,SC
k-fashion,6,도매매,domemall.co.kr,4,4,domemall-co-kr,DM
k-fashion,7,온채널,onchannel.co.kr,4,4,onchannel-co-kr,OC
k-fashion,8,위탁셀러,wiconseller.com,3,3,wiconseller-com,WS
k-fashion,9,도매창고,domewh.com,3,3,domewh-com,DC
k-fashion,10,도매119,dome119.com,3,3,dome119-com,D1
k-beauty-makeup,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
k-beauty-makeup,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
k-beauty-makeup,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
k-beauty-makeup,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
k-beauty-makeup,5,슈퍼캣,supercat.co.kr,4,4,supercat-co-kr,SC
k-beauty-makeup,6,도매매,domemall.co.kr,4,4,domemall-co-kr,DM
k-beauty-makeup,7,온채널,onchannel.co.kr,4,4,onchannel-co-kr,OC
k-beauty-makeup,8,위탁셀러,wiconseller.com,3,3,wiconseller-com,WS
k-beauty-makeup,9,도매창고,domewh.com,3,3,domewh-com,DC
k-beauty-makeup,10,도매119,dome119.com,3,3,dome119-com,D1
computer-parts,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
computer-parts,2,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
computer-parts,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
computer-parts,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
computer-parts,5,슈퍼캣,supercat.co.kr,4,3,supercat-co-kr,SC
computer-parts,6,도매매,domemall.co.kr,4,3,domemall-co-kr,DM
computer-parts,7,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
computer-parts,8,위탁셀러,wiconseller.com,3,3,wiconseller-com,WS
computer-parts,9,도매창고,domewh.com,3,3,domewh-com,DC
computer-parts,10,도매119,dome119.com,3,3,dome119-com,D1
smartphone-acc,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
smartphone-acc,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
smartphone-acc,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
smartphone-acc,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
smartphone-acc,5,슈퍼캣,supercat.co.kr,4,4,supercat-co-kr,SC
smartphone-acc,6,도매매,domemall.co.kr,4,4,domemall-co-kr,DM
smartphone-acc,7,온채널,onchannel.co.kr,4,4,onchannel-co-kr,OC
smartphone-acc,8,위탁셀러,wiconseller.com,3,3,wiconseller-com,WS
smartphone-acc,9,도매창고,domewh.com,3,3,domewh-com,DC
smartphone-acc,10,도매119,dome119.com,3,3,dome119-com,D1
inner-beauty,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
inner-beauty,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
inner-beauty,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
inner-beauty,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
inner-beauty,5,슈퍼캣,supercat.co.kr,4,4,supercat-co-kr,SC
inner-beauty,6,도매매,domemall.co.kr,4,4,domemall-co-kr,DM
inner-beauty,7,온채널,onchannel.co.kr,4,4,onchannel-co-kr,OC
inner-beauty,8,위탁셀러,wiconseller.com,3,3,wiconseller-com,WS
inner-beauty,9,도매창고,domewh.com,3,3,domewh-com,DC
inner-beauty,10,도매119,dome119.com,3,3,dome119-com,D1
k-beauty-devices,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
k-beauty-devices,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
k-beauty-devices,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
k-beauty-devices,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
k-beauty-devices,5,슈퍼캣,supercat.co.kr,4,4,supercat-co-kr,SC
k-beauty-devices,6,도매매,domemall.co.kr,4,4,domemall-co-kr,DM
k-beauty-devices,7,온채널,onchannel.co.kr,4,4,onchannel-co-kr,OC
k-beauty-devices,8,위탁셀러,wiconseller.com,3,3,wiconseller-com,WS
k-beauty-devices,9,도매창고,domewh.com,3,3,domewh-com,DC
k-beauty-devices,10,도매119,dome119.com,3,3,dome119-com,D1
figures-collectibles,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
figures-collectibles,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
figures-collectibles,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
figures-collectibles,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
figures-collectibles,5,슈퍼캣,supercat.co.kr,4,3,supercat-co-kr,SC
figures-collectibles,6,도매매,domema.com,5,4,domema-com,DM
figures-collectibles,7,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
figures-collectibles,8,다이소몰 B2B,daisomall.co.kr/b2b,5,3,daisomall-co-kr-b2b,DB
figures-collectibles,9,펀픽,funpick.co.kr,3,4,funpick-co-kr,FP
figures-collectibles,10,토이앤맘,toynmom.com,4,5,toynmom-com,TM
character-goods,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
character-goods,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
character-goods,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
character-goods,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
character-goods,5,슈퍼캣,supercat.co.kr,4,4,supercat-co-kr,SC
character-goods,6,도매매,domema.com,5,4,domema-com,DM
character-goods,7,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
character-goods,8,천유닷컴,1000za.kr,4,5,1000za-kr,CY
character-goods,9,아트박스 B2B,artbox.co.kr/b2b,5,5,artbox-co-kr-b2b,AB
character-goods,10,텐바이텐 B2B,10x10.co.kr/b2b,5,5,10x10-co-kr-b2b,TB
auto-accessories,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
auto-accessories,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
auto-accessories,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
auto-accessories,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
auto-accessories,5,슈퍼캣,supercat.co.kr,4,4,supercat-co-kr,SC
auto-accessories,6,도매매,domema.com,5,4,domema-com,DM
auto-accessories,7,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
auto-accessories,8,카렉스,carex.co.kr,4,5,carex-co-kr,CX
auto-accessories,9,불스원몰 B2B,bullsonemall.com/b2b,5,5,bullsonemall-com-b2b,BM
auto-accessories,10,오토앤,auton.kr,4,5,auton-kr,AN
drones,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
drones,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
drones,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
drones,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
drones,5,슈퍼캣,supercat.co.kr,4,3,supercat-co-kr,SC
drones,6,도매매,domema.com,5,4,domema-com,DM
drones,7,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
drones,8,펀픽,funpick.co.kr,3,4,funpick-co-kr,FP
drones,9,DJI 코리아,dji.com/kr,5,5,dji-com-kr,DJ
drones,10,드론스토어,dronestore.co.kr,3,5,dronestore-co-kr,DS
k-food,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
k-food,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
k-food,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
k-food,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
k-food,5,슈퍼캣,supercat.co.kr,4,4,supercat-co-kr,SC
k-food,6,도매매,domema.com,5,4,domema-com,DM
k-food,7,온채널,onchannel.co.kr,4,4,onchannel-co-kr,OC
k-food,8,식자재왕 도매마트,sjmall.co.kr,5,5,sjmall-co-kr,SM
k-food,9,농협몰 B2B,nhamall.com/b2b,5,5,nhamall-com-b2b,NM
k-food,10,CJ프레시웨이,cjfreshway.com,5,5,cjfreshway-com,CJ
mens-fashion,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
mens-fashion,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
mens-fashion,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
mens-fashion,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
mens-fashion,5,슈퍼캣,supercat.co.kr,4,3,supercat-co-kr,SC
mens-fashion,6,도매매,domema.com,5,4,domema-com,DM
mens-fashion,7,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
mens-fashion,8,신상마켓,sinsangmarket.kr,5,5,sinsangmarket-kr,SM
mens-fashion,9,동대문 도매,gotomall.kr,4,5,gotomall-kr,GD
mens-fashion,10,남대문 도매,ndm.kr,4,5,ndm-kr,ND
k-beauty-haircare,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
k-beauty-haircare,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
k-beauty-haircare,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
k-beauty-haircare,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
k-beauty-haircare,5,슈퍼캣,supercat.co.kr,4,4,supercat-co-kr,SC
k-beauty-haircare,6,도매매,domema.com,5,4,domema-com,DM
k-beauty-haircare,7,온채널,onchannel.co.kr,4,4,onchannel-co-kr,OC
k-beauty-haircare,8,미미박스 B2B,memebox.com/b2b,5,5,memebox-com-b2b,MB
k-beauty-haircare,9,아모레퍼시픽 B2B,amorepacific.com/kr/ko/b2b,5,5,amorepacific-com-kr-ko-b2b,AP
k-beauty-haircare,10,LG생활건강 B2B,lgcare.com/b2b,5,5,lgcare-com-b2b,LG
k-stationery,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
k-stationery,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
k-stationery,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
k-stationery,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
k-stationery,5,슈퍼캣,supercat.co.kr,4,4,supercat-co-kr,SC
k-stationery,6,도매매,domema.com,5,4,domema-com,DM
k-stationery,7,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
k-stationery,8,천유닷컴,1000za.kr,4,5,1000za-kr,CY
k-stationery,9,모닝글로리 B2B,morningglory.co.kr/b2b,5,5,morningglory-co-kr-b2b,MG
k-stationery,10,아트박스 B2B,artbox.co.kr/b2b,5,5,artbox-co-kr-b2b,AB
webtoon-goods,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
webtoon-goods,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
webtoon-goods,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
webtoon-goods,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
webtoon-goods,5,슈퍼캣,supercat.co.kr,4,3,supercat-co-kr,SC
webtoon-goods,6,도매매,domema.com,5,4,domema-com,DM
webtoon-goods,7,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
webtoon-goods,8,카카오프렌즈 B2B,store.kakaofriends.com/b2b,5,5,store-kakaofriends-com-b2b,KF
webtoon-goods,9,라인프렌즈 B2B,store.linefriends.com/b2b,5,5,store-linefriends-com-b2b,LF
webtoon-goods,10,스튜디오 썸썸,studiossumssum.com,3,4,studiossumssum-com,SS
camping-gear,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
camping-gear,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
camping-gear,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
camping-gear,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
camping-gear,5,슈퍼캣,supercat.co.kr,4,4,supercat-co-kr,SC
camping-gear,6,도매매,domema.com,5,4,domema-com,DM
camping-gear,7,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
camping-gear,8,캠핑트렁크,campingtrunk.com,4,5,campingtrunk-com,CT
camping-gear,9,코베아 B2B,kovea.co.kr/b2b,5,5,kovea-co-kr-b2b,KV
camping-gear,10,콜맨 코리아,coleman.co.kr,5,5,coleman-co-kr,CK
golf-gear,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
golf-gear,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
golf-gear,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
golf-gear,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
golf-gear,5,골프존마켓,golfzonmarket.com,5,5,golfzonmarket-com,GM
golf-gear,6,골핑,golfing.kr,4,5,golfing-kr,GP
golf-gear,7,골프랜드,golfland.co.kr,4,5,golfland-co-kr,GL
golf-gear,8,골프큐브,golfcube.co.kr,3,4,golfcube-co-kr,GC
golf-gear,9,골프스카이,golfsky.co.kr,3,4,golfsky-co-kr,GS
golf-gear,10,도매매,domema.com,4,3,domema-com,DM
lego-blocks,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
lego-blocks,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
lego-blocks,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
lego-blocks,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
lego-blocks,5,토이저러스,lottemart.com/toysrus,5,5,lottemart-com-toysrus,TJ
lego-blocks,6,레고코리아,lego.com/ko-kr,5,5,lego-com-ko-kr,LK
lego-blocks,7,아이토이,itoy.co.kr,3,4,itoy-co-kr,IT
lego-blocks,8,토이앤맘,toynmom.co.kr,3,4,toynmom-co-kr,TM
lego-blocks,9,도매매,domema.com,4,3,domema-com,DM
lego-blocks,10,천유닷컴,1000za.kr,3,3,1000za-kr,CY
kdrama-goods,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
kdrama-goods,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
kdrama-goods,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
kdrama-goods,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
kdrama-goods,5,SMTOWN &STORE,smtownandstore.com,5,5,smtownandstore-com,SS
kdrama-goods,6,위드뮤,withmuu.com,4,5,withmuu-com,WM
kdrama-goods,7,YG SELECT,ygselect.com,5,5,ygselect-com,YS
kdrama-goods,8,JYP SHOP,thejypshop.com,5,5,thejypshop-com,JS
kdrama-goods,9,도매매,domema.com,4,3,domema-com,DM
kdrama-goods,10,고투몰,gotomall.kr,4,3,gotomall-kr,GM
kitchen-ware,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
kitchen-ware,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
kitchen-ware,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
kitchen-ware,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
kitchen-ware,5,도매몰,domemall.co.kr,3,4,domemall-co-kr,DM
kitchen-ware,6,한샘몰,mall.hanssem.com,5,5,mall-hanssem-com,HM
kitchen-ware,7,리빙한국,livinghankook.com,4,5,livinghankook-com,LH
kitchen-ware,8,모던하우스,modernhouse.co.kr,4,4,modernhouse-co-kr,MH
kitchen-ware,9,도매매,domema.com,4,4,domema-com,DM
kitchen-ware,10,고투몰,gotomall.kr,4,3,gotomall-kr,GM
pet-supplies,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
pet-supplies,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
pet-supplies,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
pet-supplies,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
pet-supplies,5,펫프렌즈,petfriends.co.kr,5,5,petfriends-co-kr,PF
pet-supplies,6,인터파크 펫,pet.interpark.com,5,5,pet-interpark-com,IP
pet-supplies,7,도그마루,dogmaru.co.kr,4,4,dogmaru-co-kr,DM
pet-supplies,8,펫박스,petbox.kr,4,4,petbox-kr,PB
pet-supplies,9,도매매,domema.com,4,4,domema-com,DM
pet-supplies,10,슈퍼캣,supercat.co.kr,3,3,supercat-co-kr,SC
esports-merch,1,도매꾹,domeggook.com,5,3,domeggook-com,DM
esports-merch,2,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
esports-merch,3,도매토피아,dometopia.com,4,2,dometopia-com,DT
esports-merch,4,셀모아,sellmoa.com,4,2,sellmoa-com,SM
esports-merch,5,리그오브레전드 공식 스토어,leagueoflegends.com/ko-kr/merch,5,5,leagueoflegends-com-ko-kr-merch,LS
esports-merch,6,블리자드 기어 스토어,gear.blizzard.com,5,5,gear-blizzard-com,BS
esports-merch,7,젠지 이스포츠 스토어,gen.g/shop,4,5,gen-g-shop,GS
esports-merch,8,T1샵,t1shop.co.kr,4,5,t1shop-co-kr,TS
esports-merch,9,도매매,domema.com,4,2,domema-com,DM
esports-merch,10,고투몰,gotomall.kr,4,2,gotomall-kr,GM
home-decor,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
home-decor,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
home-decor,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
home-decor,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
home-decor,5,오늘의집,ohou.se,5,5,ohou-se,OH
home-decor,6,한샘몰,mall.hanssem.com,5,5,mall-hanssem-com,HM
home-decor,7,이케아 코리아,ikea.com/kr/ko,5,5,ikea-com-kr-ko,IK
home-decor,8,모던하우스,modernhouse.co.kr,4,5,modernhouse-co-kr,MH
home-decor,9,도매매,domema.com,4,4,domema-com,DM
home-decor,10,고투몰,gotomall.kr,4,4,gotomall-kr,GM
fishing-gear,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
fishing-gear,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
fishing-gear,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
fishing-gear,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
fishing-gear,5,피싱앤피플,fishingnpeople.com,4,5,fishingnpeople-com,FP
fishing-gear,6,낚시용품 도매,fishingwholesale.co.kr,3,5,fishingwholesale-co-kr,ND
fishing-gear,7,제이에스컴퍼니,jscompany.net,4,5,jscompany-net,JC
fishing-gear,8,엔에스,nsrod.co.kr,4,5,nsrod-co-kr,NS
fishing-gear,9,도매매,domema.com,4,3,domema-com,DM
fishing-gear,10,슈퍼캣,supercat.co.kr,3,2,supercat-co-kr,SC
modern-hanbok,1,도매꾹,domeggook.com,5,3,domeggook-com,DM
modern-hanbok,2,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
modern-hanbok,3,도매토피아,dometopia.com,4,2,dometopia-com,DT
modern-hanbok,4,셀모아,sellmoa.com,4,2,sellmoa-com,SM
modern-hanbok,5,리슬,leesle.com,4,5,leesle-com,LS
modern-hanbok,6,하플리,happly.co.kr,4,5,happly-co-kr,HP
modern-hanbok,7,차이킴,tchaikim.co.kr,4,5,tchaikim-co-kr,CK
modern-hanbok,8,생활한복 소성,sosung.co.kr,3,4,sosung-co-kr,SS
modern-hanbok,9,도매매,domema.com,4,2,domema-com,DM
modern-hanbok,10,고투몰,gotomall.kr,4,3,gotomall-kr,GM
traditional-craft,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
traditional-craft,2,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
traditional-craft,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
traditional-craft,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
traditional-craft,5,KCDF 공예품마켓,kcdf.kr/craftshop,5,5,kcdf-kr-craftshop,KC
traditional-craft,6,한국문화재재단,chf.or.kr/c1/sub2.do,5,5,chf-or-kr-c1-sub2-do,HC
traditional-craft,7,남대문 도매상가,ndm.kr,4,4,ndm-kr,ND
traditional-craft,8,인사동 쌈지길,ssamzigil.com,4,4,ssamzigil-com,IS
traditional-craft,9,도매매,domema.com,4,3,domema-com,DM
traditional-craft,10,고투몰,gotomall.kr,4,3,gotomall-kr,GM
