cat_slug,rank,name,country,change,initials
kpop-goods,1,위버스샵,KR,0,위버스
kpop-goods,2,SMTOWN &STORE,KR,0,SM
kpop-goods,3,JYP SHOP,KR,1,JY
kpop-goods,4,YG SELECT,KR,-1,YG
kpop-goods,5,Ktown4u,KR,0,케타
kpop-goods,6,메이크스타,KR,0,메스
kpop-goods,7,에버라인,KR,0,에버
kpop-goods,8,사운드웨이브,KR,0,사웨
kpop-goods,9,뮤직코리아,KR,0,뮤코
kpop-goods,10,애플뮤직,KR,0,애플
kpop-goods,11,위드뮤,KR,0,위드
kpop-goods,12,포카마켓,KR,0,포마
kpop-goods,13,디어마이뮤즈,KR,0,디마
kpop-goods,14,KPOPMERCH,KR,0,케이
kpop-goods,15,핫트랙스,KR,0,핫트
kpop-goods,16,Yes24,KR,0,예스
kpop-goods,17,스냅스,KR,0,스냅
kpop-goods,18,큐브이(CUBEE),KR,0,큐브
kpop-goods,19,뮤직플랜트,KR,0,뮤플
kpop-goods,20,비트로드,KR,0,비트
auto-parts,1,현대모비스,KR,0,현모
auto-parts,2,현대위아,KR,1,현위
auto-parts,3,한온시스템,KR,1,한온
auto-parts,4,HL만도,KR,0,HL
auto-parts,5,현대트랜시스,KR,-3,현트
auto-parts,6,한국타이어앤테크놀로지,KR,2,한타
auto-parts,7,금호타이어,KR,2,금호
auto-parts,8,넥센타이어,KR,2,넥센
auto-parts,9,에스엘,KR,0,에스
auto-parts,10,서연이화,KR,-3,서연
auto-parts,11,성우하이텍,KR,5,성우
auto-parts,12,평화정공,KR,-1,평화
auto-parts,13,세방전지,KR,2,세방
auto-parts,14,명신산업,KR,0,명신
auto-parts,15,화신,KR,2,화신
auto-parts,16,경신,KR,-4,경신
auto-parts,17,유라코퍼레이션,KR,-4,유라
auto-parts,18,한국단자공업,KR,0,한단
auto-parts,19,DN오토모티브,KR,0,DN
auto-parts,20,SNT모티브,KR,0,SN
k-beauty-skincare,1,코스알엑스,KR/US,0,코알
k-beauty-skincare,2,설화수,KR,2,설화
k-beauty-skincare,3,라네즈,KR/US,0,라네
k-beauty-skincare,4,이니스프리,KR,-3,이니스
k-beauty-skincare,5,닥터자르트,KR/US,-3,닥자
k-beauty-skincare,6,메디힐,KR/JP,1,메디
k-beauty-skincare,7,에스트라,KR,2,에스
k-beauty-skincare,8,라운드랩,KR,-2,라랩
k-beauty-skincare,9,아누아,KR/US,0,아누
k-beauty-skincare,10,조선미녀,KR/US,9,조선
k-beauty-skincare,11,토리든,KR,1,토리
k-beauty-skincare,12,마녀공장,KR/JP,-2,마녀
k-beauty-skincare,13,넘버즈인,KR,0,넘버
k-beauty-skincare,14,구달,KR,3,구달
k-beauty-skincare,15,아이오페,KR,-4,아이
k-beauty-skincare,16,CNP,KR,0,씨앤
k-beauty-skincare,17,헤라,KR,0,헤라
k-beauty-skincare,18,아이소이,KR,0,아이
k-beauty-skincare,19,아비브,KR,0,아비
k-beauty-skincare,20,스킨1004,KR,0,스킨
trading-cards,1,포켓몬코리아,KR,0,포켓
trading-cards,2,대원미디어,KR,0,대원
trading-cards,3,유희왕 OCG,KR/JP,12,유희
trading-cards,4,디지몬 카드 게임,KR/JP,0,디지
trading-cards,5,원피스 카드 게임,KR/JP,0,원피
trading-cards,6,카드킹덤,KR,0,카킹
trading-cards,7,티씨지샵,KR,0,티씨
trading-cards,8,코리아보드게임즈,KR,-5,코보
trading-cards,9,쿠키런: 브레이버스,KR,9,쿠키
trading-cards,10,니벨아레나,KR,0,니벨
trading-cards,11,카드캐슬,KR,-6,카캐
trading-cards,12,판타지 마스터즈,KR,0,판마
trading-cards,13,메이플스토리 TCG,KR,0,메플
trading-cards,14,듀얼존,KR,6,듀얼
trading-cards,15,TCG마트,KR,0,티씨
trading-cards,16,카드스퀘어,KR,0,카스
trading-cards,17,SS듀얼샵,KR,0,SS
trading-cards,18,카드모아,KR,0,카모
trading-cards,19,트레이너스,KR,0,트레
trading-cards,20,태양샵,KR,0,태양
k-fashion,1,젠틀몬스터,KR/US,6,젠몬
k-fashion,2,아더에러,KR,6,아더
k-fashion,3,우영미,KR,7,우영
k-fashion,4,디스이즈네버댓,KR/JP,9,디네
k-fashion,5,커버낫,KR,7,커버
k-fashion,6,마르디 메크르디,KR,9,마르
k-fashion,7,마뗑킴,KR,0,마뗑
k-fashion,8,앤더슨벨,KR,1,앤더
k-fashion,9,포스트 아카이브 팩션,KR,0,파프
k-fashion,10,떠그클럽,KR,0,떠그
k-fashion,11,LMC,KR,3,엘엠
k-fashion,12,인사일런스,KR,0,인사
k-fashion,13,쿠어,KR,0,쿠어
k-fashion,14,기준,KR,0,기준
k-fashion,15,미스치프,KR,1,미스
k-fashion,16,오아이오아이,KR,0,오아
k-fashion,17,널디,KR,0,널디
k-fashion,18,아크메드라비,KR,0,아크
k-fashion,19,비바스튜디오,KR,0,비바
k-fashion,20,코드그라피,KR,0,코드
k-beauty-makeup,1,클리오,KR,0,클리
k-beauty-makeup,2,롬앤,KR/JP,1,롬앤
k-beauty-makeup,3,페리페라,KR,2,페리
k-beauty-makeup,4,3CE,KR,0,3C
k-beauty-makeup,5,에뛰드,KR,-3,에뛰
k-beauty-makeup,6,헤라,KR,0,헤라
k-beauty-makeup,7,정샘물,KR,4,정샘
k-beauty-makeup,8,어뮤즈,KR,0,어뮤
k-beauty-makeup,9,데이지크,KR,-2,데이
k-beauty-makeup,10,힌스,KR,-1,힌스
k-beauty-makeup,11,투쿨포스쿨,KR,3,투쿨
k-beauty-makeup,12,릴리바이레드,KR,0,릴바
k-beauty-makeup,13,에스쁘아,KR,2,에스
k-beauty-makeup,14,라카,KR/JP,0,라카
k-beauty-makeup,15,웨이크메이크,KR,-5,웨메
k-beauty-makeup,16,삐아,KR,-3,삐아
k-beauty-makeup,17,무지개맨션,KR,0,무지
k-beauty-makeup,18,글린트,KR,0,글린
k-beauty-makeup,19,피브,KR,0,피브
k-beauty-makeup,20,네이밍,KR,0,네이
computer-parts,1,삼성전자,KR,0,삼성
computer-parts,2,SK하이닉스,KR,0,SK
computer-parts,3,마이크로닉스,KR,-2,마닉
computer-parts,4,잘만,KR,1,잘만
computer-parts,5,이엠텍,KR,-2,이엠
computer-parts,6,앱코,KR,-4,앱코
computer-parts,7,3RSYS,KR,0,쓰리
computer-parts,8,한성컴퓨터,KR,0,한성
computer-parts,9,레오폴드,KR,0,레오
computer-parts,10,제닉스,KR,0,제닉
computer-parts,11,아이구주,KR,-2,아이
computer-parts,12,갤럭시 코리아,KR,0,갤럭
computer-parts,13,스카이디지탈,KR,-6,스카
computer-parts,14,맥스엘리트,KR,0,맥스
computer-parts,15,Pulsar Gaming Gears,KR,-7,펄사
computer-parts,16,COX,KR,-6,콕스
computer-parts,17,darkFlash,KR,0,다크
computer-parts,18,SuperFlower,KR,0,슈플
computer-parts,19,로지텍 코리아,KR/US,0,로지
computer-parts,20,지티기어,KR,0,지티
smartphone-acc,1,슈피겐,KR/US,0,슈피
smartphone-acc,2,삼성전자,KR,0,삼성
smartphone-acc,3,링케,KR,-1,링케
smartphone-acc,4,신지모루,KR,6,신지
smartphone-acc,5,화이트스톤,KR,1,화스
smartphone-acc,6,빅쏘,KR,7,빅쏘
smartphone-acc,7,아라리,KR,-2,아라
smartphone-acc,8,베루스,KR,-4,베루
smartphone-acc,9,디자인스킨,KR,-1,디스
smartphone-acc,10,주파집,KR,0,주파
smartphone-acc,11,팝소켓코리아,KR/US,-2,팝소
smartphone-acc,12,만렙,KR,0,만렙
smartphone-acc,13,슈퍼디비전,KR,0,슈디
smartphone-acc,14,엘라고,KR/US,-7,엘라
smartphone-acc,15,케이스티파이,KR,5,케티
smartphone-acc,16,UAG,KR/US,0,유에
smartphone-acc,17,고부기,KR,0,고부
smartphone-acc,18,MXX,KR,0,믹스
smartphone-acc,19,메이텍,KR,0,메이
smartphone-acc,20,LG전자,KR,0,LG
inner-beauty,1,정관장,KR,0,정관
inner-beauty,2,종근당건강,KR,0,종근
inner-beauty,3,뉴트리원,KR,5,뉴트
