cat_slug,rank,name,url,rely,fit,slug,initials
k-beauty-skincare,1,UMMA,umma.io,4,5,umma-io,UM
k-beauty-skincare,2,화장품스토리,cosmeticstory.co.kr,3,5,cosmeticstory-co-kr,CS
k-beauty-skincare,3,Q-depot,q-depot.com,4,5,q-depot-com,QD
k-beauty-skincare,4,KtradeHub,ktradehub.com,3,4,ktradehub-com,KT
k-beauty-skincare,5,도매꾹,domeggook.com,5,4,domeggook-com,DM
k-beauty-skincare,6,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
k-beauty-skincare,7,도매토피아,dometopia.com,4,3,dometopia-com,DT
k-beauty-skincare,8,온채널,onch3.co.kr,4,3,onch3-co-kr,OC
k-beauty-skincare,9,도매매,domaemae.co.kr,4,4,domaemae-co-kr,DM
k-beauty-skincare,10,KoCoSupply,kocosupply.com,3,5,kocosupply-com,KS
k-pop-albums-photocards,1,Ktown4u,ktown4u.com,5,5,ktown4u-com,KT
k-pop-albums-photocards,2,애플뮤직,applemusic.co.kr,4,4,applemusic-co-kr,AM
k-pop-albums-photocards,3,신나라레코드,synnara.co.kr,4,4,synnara-co-kr,SN
k-pop-albums-photocards,4,도매꾹,domeggook.com,5,3,domeggook-com,DM
k-pop-albums-photocards,5,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
k-pop-albums-photocards,6,도매토피아,dometopia.com,4,2,dometopia-com,DT
k-pop-albums-photocards,7,도매매,domaemae.co.kr,4,3,domaemae-co-kr,DM
k-pop-albums-photocards,8,온채널,onch3.co.kr,4,2,onch3-co-kr,OC
k-pop-albums-photocards,9,YES24,yes24.com,5,3,yes24-com,YE
k-pop-albums-photocards,10,알라딘,aladin.co.kr,5,3,aladin-co-kr,AL
korean-snacks-ramen,1,온채널,onch3.co.kr,4,5,onch3-co-kr,OC
korean-snacks-ramen,2,비셀러,bseller.co.kr,3,5,bseller-co-kr,BS
korean-snacks-ramen,3,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
korean-snacks-ramen,4,도매꾹,domeggook.com,5,4,domeggook-com,DM
korean-snacks-ramen,5,도매토피아,dometopia.com,4,4,dometopia-com,DT
korean-snacks-ramen,6,도매매,domaemae.co.kr,4,4,domaemae-co-kr,DM
korean-snacks-ramen,7,이마트 B2B,b2b.emart.com,5,3,b2b-emart-com,EM
korean-snacks-ramen,8,롯데마트 B2B,b2b.lottemart.com,5,3,b2b-lottemart-com,LM
korean-snacks-ramen,9,CJ THE MARKET 비즈몰,biz.cjthemarket.com,5,3,biz-cjthemarket-com,CJ
korean-snacks-ramen,10,푸드엔,foodn.co.kr,3,4,foodn-co-kr,FN
k-fashion-apparel,1,링크샵스,linkshops.com,4,5,linkshops-com,LS
k-fashion-apparel,2,신상마켓,sinsangmarket.kr,5,5,sinsangmarket-kr,SM
k-fashion-apparel,3,에이피엠(apM),apm-style.com,4,5,apm-style-com,AM
k-fashion-apparel,4,KKILI,kkili.co.kr,3,4,kkili-co-kr,KK
k-fashion-apparel,5,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
k-fashion-apparel,6,도매꾹,domeggook.com,5,3,domeggook-com,DM
k-fashion-apparel,7,도매토피아,dometopia.com,4,3,dometopia-com,DT
k-fashion-apparel,8,스타일돔,styledom.co.kr,3,4,styledom-co-kr,SD
k-fashion-apparel,9,도매매,domaemae.co.kr,4,3,domaemae-co-kr,DM
k-fashion-apparel,10,온채널,onch3.co.kr,4,3,onch3-co-kr,OC
k-pop-official-merch,1,위버스샵,weverseshop.io,5,5,weverseshop-io,WS
k-pop-official-merch,2,SMTOWN &STORE,smtownandstore.com,5,5,smtownandstore-com,SS
k-pop-official-merch,3,Ktown4u,ktown4u.com,5,4,ktown4u-com,KT
k-pop-official-merch,4,YG SELECT,ygselect.com,5,5,ygselect-com,YS
k-pop-official-merch,5,도매꾹,domeggook.com,5,3,domeggook-com,DM
k-pop-official-merch,6,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
k-pop-official-merch,7,도매토피아,dometopia.com,4,2,dometopia-com,DT
k-pop-official-merch,8,도매매,domaemae.co.kr,4,3,domaemae-co-kr,DM
k-pop-official-merch,9,아이토빅,itobic.com,3,3,itobic-com,IT
k-pop-official-merch,10,온채널,onch3.co.kr,4,2,onch3-co-kr,OC
korean-stationery-planners,1,천유닷컴,1000za.kr,4,5,1000za-kr,CY
korean-stationery-planners,2,팬시피아,fansypia.com,3,5,fansypia-com,FP
korean-stationery-planners,3,퍼줌,perzoom.co.kr,3,5,perzoom-co-kr,PZ
korean-stationery-planners,4,도매토피아,dometopia.com,4,4,dometopia-com,DT
korean-stationery-planners,5,도매꾹,domeggook.com,5,4,domeggook-com,DM
korean-stationery-planners,6,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
korean-stationery-planners,7,도매매,domaemae.co.kr,4,4,domaemae-co-kr,DM
korean-stationery-planners,8,키즈타임,kiztime.com,3,4,kiztime-com,KT
korean-stationery-planners,9,영광문구몰,ykmungumall.com,2,4,ykmungumall-com,YK
korean-stationery-planners,10,보물79,bomul79.com,2,4,bomul79-com,BM
korean-health-supplements,1,건온연B2B,gunon.co.kr,4,5,gunon-co-kr,GO
korean-health-supplements,2,엠에스굿포유B2B,msgoodforyoub2b.com,3,5,msgoodforyoub2b-com,MS
korean-health-supplements,3,라이프메이커,lifemaker.co.kr,3,5,lifemaker-co-kr,LM
korean-health-supplements,4,유픽B2B,upickb2b.com,3,5,upickb2b-com,UP
korean-health-supplements,5,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
korean-health-supplements,6,도매꾹,domeggook.com,5,4,domeggook-com,DM
korean-health-supplements,7,도매매,domaemae.co.kr,4,4,domaemae-co-kr,DM
korean-health-supplements,8,온채널,onch3.co.kr,4,4,onch3-co-kr,OC
korean-health-supplements,9,비셀러,bseller.co.kr,3,4,bseller-co-kr,BS
korean-health-supplements,10,도매토피아,dometopia.com,4,3,dometopia-com,DT
k-drama-movie-goods,1,스튜디오드래곤,studiodragon.net/front/kr/main,4,4,studiodragon-net-front-kr-main,SD
k-drama-movie-goods,2,메이크스타,makestar.co,4,4,makestar-co,MS
k-drama-movie-goods,3,YES24,yes24.com,5,3,yes24-com,YE
k-drama-movie-goods,4,알라딘,aladin.co.kr,5,3,aladin-co-kr,AL
k-drama-movie-goods,5,도매꾹,domeggook.com,5,3,domeggook-com,DM
k-drama-movie-goods,6,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
k-drama-movie-goods,7,도매토피아,dometopia.com,4,2,dometopia-com,DT
k-drama-movie-goods,8,도매매,domaemae.co.kr,4,3,domaemae-co-kr,DM
k-drama-movie-goods,9,온채널,onch3.co.kr,4,2,onch3-co-kr,OC
k-drama-movie-goods,10,아이토빅,itobic.com,3,2,itobic-com,IT
korean-traditional-crafts,1,한국공예·디자인문화진흥원,kcdf.kr,4,5,kcdf-kr,KC
korean-traditional-crafts,2,샵오브코리아,shopofkorea.com,3,5,shopofkorea-com,SK
korean-traditional-crafts,3,고궁뜨락,gogungddrak.com,3,4,gogungddrak-com,GG
korean-traditional-crafts,4,도매꾹,domeggook.com,5,3,domeggook-com,DM
korean-traditional-crafts,5,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
korean-traditional-crafts,6,도매토피아,dometopia.com,4,3,dometopia-com,DT
korean-traditional-crafts,7,도매매,domaemae.co.kr,4,3,domaemae-co-kr,DM
korean-traditional-crafts,8,온채널,onch3.co.kr,4,2,onch3-co-kr,OC
korean-traditional-crafts,9,쌈지길,ssamzigil.co.kr,4,2,ssamzigil-co-kr,SS
korean-traditional-crafts,10,국립박물관문화재단,museumshop.or.kr,4,2,museumshop-or-kr,NM
korean-kitchenware,1,남도마켓,ndmarket.co.kr,4,5,ndmarket-co-kr,ND
korean-kitchenware,2,더다주,thedajoo.com,3,5,thedajoo-com,TD
korean-kitchenware,3,현대기물 박그릇,parkgeurut.com,3,5,parkgeurut-com,PG
korean-kitchenware,4,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
korean-kitchenware,5,도매꾹,domeggook.com,5,4,domeggook-com,DM
korean-kitchenware,6,도매토피아,dometopia.com,4,4,dometopia-com,DT
korean-kitchenware,7,도매매,domaemae.co.kr,4,4,domaemae-co-kr,DM
korean-kitchenware,8,온채널,onch3.co.kr,4,4,onch3-co-kr,OC
korean-kitchenware,9,유포코리아,yufokorea.com,3,4,yufokorea-com,YK
korean-kitchenware,10,도기야,tokiya.co.kr,3,4,tokiya-co-kr,TK
k-webtoon-goods,1,웹툰프렌즈,webtoonfriends.com,4,5,webtoonfriends-com,WF
k-webtoon-goods,2,코코미카,cocomica.com,3,4,cocomica-com,CC
k-webtoon-goods,3,아이토빅,itobic.com,3,3,itobic-com,IT
k-webtoon-goods,4,도매꾹,domeggook.com,5,3,domeggook-com,DM
k-webtoon-goods,5,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
k-webtoon-goods,6,도매토피아,dometopia.com,4,2,dometopia-com,DT
k-webtoon-goods,7,도매매,domaemae.co.kr,4,3,domaemae-co-kr,DM
k-webtoon-goods,8,온채널,onch3.co.kr,4,2,onch3-co-kr,OC
k-webtoon-goods,9,YES24,yes24.com,5,2,yes24-com,YE
k-webtoon-goods,10,알라딘,aladin.co.kr,5,2,aladin-co-kr,AL
korean-baby-products,1,아가방앤컴퍼니,agabangncompany.com,4,5,agabangncompany-com,AC
korean-baby-products,2,베베쥬,bebezoo.co.kr,3,4,bebezoo-co-kr,BZ
korean-baby-products,3,맘키즈,momkids.co.kr,3,4,momkids-co-kr,MK
korean-baby-products,4,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
korean-baby-products,5,도매꾹,domeggook.com,5,4,domeggook-com,DM
korean-baby-products,6,도매토피아,dometopia.com,4,4,dometopia-com,DT
korean-baby-products,7,도매매,domaemae.co.kr,4,4,domaemae-co-kr,DM
korean-baby-products,8,온채널,onch3.co.kr,4,4,onch3-co-kr,OC
korean-baby-products,9,보리보리,boribori.co.kr,4,3,boribori-co-kr,BR
korean-baby-products,10,제로투세븐,0to7.com,4,3,0to7-com,ZT
korean-instant-coffee-mix,1,동서식품,dongsuh.com,5,5,dongsuh-com,DS
korean-instant-coffee-mix,2,남양유업,company.namyangi.com,5,4,company-namyangi-com,NY
korean-instant-coffee-mix,3,이마트 B2B,b2b.emart.com,5,3,b2b-emart-com,EM
korean-instant-coffee-mix,4,롯데마트 B2B,b2b.lottemart.com,5,3,b2b-lottemart-com,LM
korean-instant-coffee-mix,5,도매꾹,domeggook.com,5,4,domeggook-com,DM
korean-instant-coffee-mix,6,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
korean-instant-coffee-mix,7,도매토피아,dometopia.com,4,3,dometopia-com,DT
korean-instant-coffee-mix,8,도매매,domaemae.co.kr,4,4,domaemae-co-kr,DM
korean-instant-coffee-mix,9,온채널,onch3.co.kr,4,3,onch3-co-kr,OC
korean-instant-coffee-mix,10,푸드엔,foodn.co.kr,3,3,foodn-co-kr,FN
k-beauty-devices,1,나도미인 도매몰,nadomi.in,3,5,nadomi-in,ND
k-beauty-devices,2,스킨도매,skindome.com,3,5,skindome-com,SD
k-beauty-devices,3,와라뷰티,warabeauty.com,2,4,warabeauty-com,WB
k-beauty-devices,4,헤어앤미,hairanme.com,2,4,hairanme-com,HM
k-beauty-devices,5,도매꾹,domeggook.com,5,4,domeggook-com,DM
k-beauty-devices,6,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
k-beauty-devices,7,도매토피아,dometopia.com,4,3,dometopia-com,DT
k-beauty-devices,8,도매매,domaemae.co.kr,4,4,domaemae-co-kr,DM
k-beauty-devices,9,온채널,onch3.co.kr,4,3,onch3-co-kr,OC
k-beauty-devices,10,FITTOP,fittop.com,2,4,fittop-com,FT
korean-pet-supplies,1,오너클랜,ownerclan.com,5,5,ownerclan-com,OC
korean-pet-supplies,2,도매꾹,domeggook.com,5,5,domeggook-com,DM
korean-pet-supplies,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
korean-pet-supplies,4,도매매,domaemae.co.kr,4,5,domaemae-co-kr,DM
korean-pet-supplies,5,온채널,onch3.co.kr,4,4,onch3-co-kr,OC
korean-pet-supplies,6,펫클럽,pet-club.co.kr,3,4,pet-club-co-kr,PC
korean-pet-supplies,7,인터파크 펫,pet.interpark.com,4,3,pet-interpark-com,IP
korean-pet-supplies,8,펫프렌즈,pet-friends.co.kr,4,3,pet-friends-co-kr,PF
korean-pet-supplies,9,강아지대통령,dogpre.com,4,3,dogpre-com,DP
korean-pet-supplies,10,고양이대통령,catpre.com,4,3,catpre-com,CP
