cat_slug,rank,name,country,change,initials
kpop-goods,1,위버스샵,KR,0,위샵
kpop-goods,2,케이타운포유,KR,0,케타
kpop-goods,3,SMTOWN &STORE,KR,1,슴스
kpop-goods,4,YG SELECT,KR,-1,와셀
kpop-goods,5,JYP SHOP,KR,0,제샵
kpop-goods,6,메이크스타,KR,1,메스
kpop-goods,7,사운드웨이브,KR,-1,사웨
kpop-goods,8,알라딘,KR,0,알딘
kpop-goods,9,스냅스,KR,0,스냅
kpop-goods,10,에버라인,KR,-2,에라
kpop-goods,11,위드뮤,KR,-2,위뮤
kpop-goods,12,디어마이뮤즈,KR,0,디뮤
kpop-goods,13,뮤직플랜트,KR,-3,뮤플
kpop-goods,14,코코다이브,KR,0,코코
kpop-goods,15,점프업이엔티,KR,0,점프
kpop-goods,16,비트로드,KR,0,비트
kpop-goods,17,조은뮤직,KR,0,조은
kpop-goods,18,애플뮤직,KR,0,애플
kpop-goods,19,뮤직코리아,KR,0,뮤코
kpop-goods,20,MK미디어,KR,0,MK
webtoon-goods,1,네이버웹툰,KR,0,네웹
webtoon-goods,2,카카오웹툰,KR,0,카웹
webtoon-goods,3,웹툰프렌즈,KR,-2,웹프
webtoon-goods,4,웹툰샵,KR,2,웹샵
webtoon-goods,5,마플샵,KR,7,마플
webtoon-goods,6,코믹플렉스,KR,0,코플
webtoon-goods,7,애니플러스,KR,0,애플
webtoon-goods,8,굿즈이즈,KR,0,굿이
webtoon-goods,9,위드드라마,KR,4,위드
webtoon-goods,10,모펀,KR,0,모펀
webtoon-goods,11,페일블루,KR,0,페블
webtoon-goods,12,스튜디오 쉘터,KR,0,스쉘
webtoon-goods,13,텀블벅,KR,0,텀블
webtoon-goods,14,원펀치,KR,0,원펀
webtoon-goods,15,메이크스타,KR,0,메스
webtoon-goods,16,아이디어스,KR,0,아이
webtoon-goods,17,디앤씨웹툰스토어,KR,0,디앤
webtoon-goods,18,툰크,KR,0,툰크
webtoon-goods,19,샵팬픽,KR,0,샵팬
webtoon-goods,20,코로코로,KR,0,코로
computer-parts,1,삼성전자,KR,0,삼성
computer-parts,2,SK하이닉스,KR,0,SK
computer-parts,3,LG전자,KR,0,LG
computer-parts,4,ZALMAN,KR,0,잘만
computer-parts,5,emtek,KR,0,이엠
computer-parts,6,3RSYS,KR,0,쓰리
computer-parts,7,ABKO,KR,-2,앱코
computer-parts,8,마이크로닉스,KR,-4,마닉
computer-parts,9,아이구주,KR,1,아이
computer-parts,10,COX,KR,3,콕스
computer-parts,11,한미마이크로닉스,KR,0,한미
computer-parts,12,ESSENCORE,KR,0,에센
computer-parts,13,제닉스,KR,4,제닉
computer-parts,14,NCORE,KR,0,엔코
computer-parts,15,G.SKILL,KR,0,지스
computer-parts,16,레오폴드,KR,3,레오
computer-parts,17,AONE,KR,0,에이
computer-parts,18,POWEREX,KR,0,파워
computer-parts,19,DARKFLASH,KR,0,다크
computer-parts,20,쿨러마스터,KR,0,쿨러
k-beauty-haircare,1,아모스프로페셔널,KR,0,아모
k-beauty-haircare,2,미쟝센,KR,0,미쟝
k-beauty-haircare,3,려,KR,0,려
k-beauty-haircare,4,케라시스,KR,1,케라
k-beauty-haircare,5,닥터그루트,KR,0,닥터
k-beauty-haircare,6,TS샴푸,KR,10,TS
k-beauty-haircare,7,쿤달,KR,13,쿤달
k-beauty-haircare,8,아윤채,KR,0,아윤
k-beauty-haircare,9,엘라스틴,KR,0,엘라
k-beauty-haircare,10,헤드스파7,KR,0,헤드
k-beauty-haircare,11,제니하우스,KR,-5,제니
k-beauty-haircare,12,어노브,KR,2,어노
k-beauty-haircare,13,모레모,KR,-2,모레
k-beauty-haircare,14,힐링버드,KR,3,힐링
k-beauty-haircare,15,라우쉬,KR,0,라우
k-beauty-haircare,16,다슈,KR,-3,다슈
k-beauty-haircare,17,이브로쉐,KR,0,이브
k-beauty-haircare,18,아로마티카,KR,-11,아로
k-beauty-haircare,19,로마,KR,0,로마
k-beauty-haircare,20,달리프,KR,-5,달리
k-beauty-devices,1,메디큐브,KR,0,메디
k-beauty-devices,2,LG 프라엘,KR,0,LG
k-beauty-devices,3,셀리턴,KR,1,셀리
k-beauty-devices,4,바나브,KR,1,바나
k-beauty-devices,5,DPC,KR,3,DP
k-beauty-devices,6,뉴스킨,KR/US,0,뉴스
k-beauty-devices,7,포레오,KR,0,포레
k-beauty-devices,8,아띠베뷰티,KR,-1,아띠
k-beauty-devices,9,실큰,KR,0,실큰
k-beauty-devices,10,메이크온,KR,-4,메이
k-beauty-devices,11,엘리닉,KR,2,엘리
k-beauty-devices,12,누페이스,KR/US,0,누페
k-beauty-devices,13,오아,KR,-1,오아
k-beauty-devices,14,리파,KR/JP,0,리파
k-beauty-devices,15,센텔리안24,KR,0,센텔
k-beauty-devices,16,듀얼소닉,KR,-13,듀얼
k-beauty-devices,17,에끌레어,KR,0,에끌
k-beauty-devices,18,클리앳,KR,0,클리
k-beauty-devices,19,지온메디텍,KR,-3,지온
k-beauty-devices,20,마미케어,KR,0,마미
smartphone-acc,1,슈피겐,KR/US,0,슈피
smartphone-acc,2,링케,KR,0,링케
smartphone-acc,3,삼성전자,KR,0,삼성
smartphone-acc,4,카카오프렌즈,KR,1,카카
smartphone-acc,5,디자인스킨,KR,3,디자
smartphone-acc,6,아라리,KR,0,아라
smartphone-acc,7,베이스어스,KR,0,베이
smartphone-acc,8,UAG,KR/US,0,UA
smartphone-acc,9,빅쏘,KR,0,빅쏘
smartphone-acc,10,신지모루,KR,-6,신지
smartphone-acc,11,케이스티파이,KR,0,케이
smartphone-acc,12,만렙,KR,0,만렙
smartphone-acc,13,구스페리,KR,0,구스
smartphone-acc,14,주파집,KR,0,주파
smartphone-acc,15,엘라고,KR/US,0,엘라
smartphone-acc,16,베루스,KR,0,베루
smartphone-acc,17,팝소켓,KR/US,0,팝소
smartphone-acc,18,모락,KR,0,모락
smartphone-acc,19,스키니피그,KR,0,스키
smartphone-acc,20,기키,KR,0,기키
mens-fashion,1,커버낫,KR,1,커버
mens-fashion,2,무신사 스탠다드,KR,-1,무신
mens-fashion,3,비슬로우,KR,10,비슬
mens-fashion,4,질스튜어트뉴욕,KR,0,질스
mens-fashion,5,TNGT,KR,0,TN
mens-fashion,6,시스템옴므,KR,4,시옴
mens-fashion,7,쿠어,KR,7,쿠어
mens-fashion,8,앤더슨벨,KR,-3,앤더
mens-fashion,9,솔리드옴므,KR,3,솔옴
mens-fashion,10,빈폴,KR,0,빈폴
mens-fashion,11,라퍼지스토어,KR,5,라퍼
mens-fashion,12,드로우핏,KR,3,드로
mens-fashion,13,헤지스,KR,0,헤지
mens-fashion,14,인사일런스,KR,0,인사
mens-fashion,15,닥스,KR,0,닥스
mens-fashion,16,지오지아,KR,0,지오
mens-fashion,17,커스텀멜로우,KR,0,커스
mens-fashion,18,본,KR,0,본
mens-fashion,19,에잇세컨즈,KR,0,에잇
mens-fashion,20,스파오,KR,0,스파
inner-beauty,1,종근당건강,KR,1,종근
inner-beauty,2,정관장,KR,-1,정관
inner-beauty,3,뉴트리원,KR,0,뉴트
inner-beauty,4,고려은단,KR,4,고려
inner-beauty,5,세노비스,KR,7,세노
inner-beauty,6,에버콜라겐,KR,0,에버
inner-beauty,7,바이탈뷰티,KR,-2,바이
inner-beauty,8,덴프스,KR,1,덴프
inner-beauty,9,GRN+,KR,0,GR
inner-beauty,10,솔가,KR/US,0,솔가
inner-beauty,11,CJ웰케어,KR,0,CJ
inner-beauty,12,함소아,KR,0,함소
inner-beauty,13,비비랩,KR,-9,비비
inner-beauty,14,GNC,KR/US,0,GN
inner-beauty,15,네츄럴라이즈,KR,0,네츄
inner-beauty,16,닥터린,KR,4,닥터
inner-beauty,17,칼로바이,KR,0,칼로
inner-beauty,18,푸드올로지,KR,0,푸드
inner-beauty,19,뉴트리코어,KR,0,뉴트
inner-beauty,20,바디닥터스,KR,0,바디
k-stationery,1,모닝글로리,KR,0,모닝
k-stationery,2,카카오프렌즈,KR,1,카카
k-stationery,3,라인프렌즈,KR,1,라인
k-stationery,4,아트박스,KR,-2,아트
k-stationery,5,모나미,KR,0,모나
k-stationery,6,텐바이텐,KR,-1,텐바
k-stationery,7,핫트랙스,KR,-1,핫트
k-stationery,8,다이소,KR,0,다이
k-stationery,9,인디고,KR,1,인디
k-stationery,10,데일리라이크,KR,-1,데일
k-stationery,11,라이브워크,KR,0,라이
k-stationery,12,어프어프,KR,2,어프
k-stationery,13,루카랩,KR,0,루카
k-stationery,14,비온디,KR,-2,비온
k-stationery,15,아이코닉,KR,0,아이
k-stationery,16,7321디자인,KR,0,73
k-stationery,17,리훈,KR,0,리훈
k-stationery,18,제로퍼제로,KR,-2,제로
k-stationery,19,풀디자인,KR,0,풀디
k-stationery,20,오롤리데이,KR,0,오롤
kdrama-goods,1,스튜디오드래곤,KR,0,스드
kdrama-goods,2,메이크스타,KR,0,메스
kdrama-goods,3,위드드라마,KR,0,위드
kdrama-goods,4,아이돌룩,KR,0,아이
kdrama-goods,5,에이스토리,KR,15,에이
kdrama-goods,6,카카오프렌즈,KR,7,카카
kdrama-goods,7,JTBC 스토어,KR,0,JT
kdrama-goods,8,SBS 스토어,KR,0,SB
kdrama-goods,9,KBS 스토어,KR,0,KB
kdrama-goods,10,tvN 스토어,KR,0,tv
kdrama-goods,11,위플리,KR,0,위플
kdrama-goods,12,사운드웨이브,KR,0,사웨
kdrama-goods,13,코팬글로벌,KR,0,코팬
kdrama-goods,14,팝퍼블,KR,0,팝퍼
kdrama-goods,15,스튜디오 룰루랄라,KR,0,스룰
kdrama-goods,16,콘텐츠랩 VIVO,KR,0,콘랩
kdrama-goods,17,쇼플레이,KR,0,쇼플
kdrama-goods,18,네모즈샵,KR,0,네모
kdrama-goods,19,미디어로그,KR,0,미디
kdrama-goods,20,블루레이,KR,0,블루
k-beauty-makeup,1,클리오,KR,0,클리
k-beauty-makeup,2,에뛰드,KR,0,에뛰
k-beauty-makeup,3,3CE,KR,2,3C
k-beauty-makeup,4,롬앤,KR,-1,롬앤
k-beauty-makeup,5,페리페라,KR,-1,페리
k-beauty-makeup,6,이니스프리,KR,5,이니스
k-beauty-makeup,7,미샤,KR,10,미샤
k-beauty-makeup,8,VDL,KR,0,VD
k-beauty-makeup,9,헤라,KR,-3,헤라
k-beauty-makeup,10,에스쁘아,KR,-2,에스
k-beauty-makeup,11,홀리카홀리카,KR,3,홀리
k-beauty-makeup,12,릴리바이레드,KR,7,릴리
k-beauty-makeup,13,어뮤즈,KR,-4,어뮤
k-beauty-makeup,14,데이지크,KR,-7,데이
k-beauty-makeup,15,웨이크메이크,KR,3,웨이
k-beauty-makeup,16,투쿨포스쿨,KR,-3,투쿨
k-beauty-makeup,17,코드글로컬러,KR,0,코드
k-beauty-makeup,18,글린트,KR,0,글린
k-beauty-makeup,19,네이처리퍼블릭,KR,-4,네이
k-beauty-makeup,20,힌스,KR,-10,힌스
esports-merch,1,T1,KR,0,T1
esports-merch,2,Gen.G,KR/US,0,젠지
esports-merch,3,DRX,KR,0,디알
esports-merch,4,DWG KIA,KR,0,담원
esports-merch,5,농심 레드포스,KR,3,농심
esports-merch,6,한화생명e스포츠,KR,-1,한화
esports-merch,7,KT Rolster,KR,0,KT
esports-merch,8,광동 프릭스,KR,3,광동
esports-merch,9,FearX,KR,0,피어
esports-merch,10,OK저축은행 브리온,KR,4,OK
esports-merch,11,SuperMassive,KR,0,슈퍼
esports-merch,12,ESC Shane,KR,0,이에
esports-merch,13,Team GP,KR,0,팀지
esports-merch,14,WGS,KR,0,더블
esports-merch,15,GOSU,KR,0,고수
esports-merch,16,Team Square,KR,0,티스
esports-merch,17,ROX GAMING,KR,0,락스
esports-merch,18,Afreeca Freecs,KR,0,아프
esports-merch,19,SANDBOX Gaming,KR,0,샌박
esports-merch,20,Team BlossoM,KR,0,블라
auto-accessories,1,불스원,KR,1,불스
auto-accessories,2,현대모비스,KR,-1,현대
auto-accessories,3,카카오프렌즈,KR,0,카카
auto-accessories,4,아이로드,KR,9,아이
auto-accessories,5,만도,KR,-1,만도
auto-accessories,6,코원,KR,0,코원
auto-accessories,7,메이튼,KR,0,메이
auto-accessories,8,더클래스,KR,-2,더클
auto-accessories,9,차량용품연구소,KR,0,차량
auto-accessories,10,오토반,KR,0,오토
auto-accessories,11,카템,KR,-2,카템
auto-accessories,12,리버캠,KR,2,리버
auto-accessories,13,훠링,KR,0,훠링
auto-accessories,14,오아,KR,0,오아
auto-accessories,15,디프로젝트,KR,0,디프
auto-accessories,16,카렉스,KR,-5,카렉
auto-accessories,17,에이치엘비,KR,0,에이
auto-accessories,18,카테크,KR,-1,카테
auto-accessories,19,오토앤,KR,-9,오토
auto-accessories,20,기온쿼츠,KR,0,기온
camping-gear,1,코베아,KR,0,코베
camping-gear,2,헬리녹스,KR,0,헬리
camping-gear,3,미니멀웍스,KR,0,미니
camping-gear,4,스노우라인,KR,7,스노
camping-gear,5,카즈미,KR,3,카즈
camping-gear,6,제드,KR,0,제드
camping-gear,7,크레모아,KR,7,크레
camping-gear,8,네이처하이크,KR,0,네이
camping-gear,9,800도씨,KR,6,80
camping-gear,10,버팔로,KR,0,버팔
camping-gear,11,노스피크,KR,-4,노스
camping-gear,12,위오,KR,5,위오
camping-gear,13,아베나키,KR,0,아베
camping-gear,14,마운트리버,KR,2,마운
camping-gear,15,지프,KR,0,지프
camping-gear,16,코오롱스포츠,KR,-12,코오
camping-gear,17,블랙야크,KR,-11,블랙
camping-gear,18,듀랑고,KR,0,듀랑
camping-gear,19,어반사이드,KR,0,어반
camping-gear,20,레펙스,KR,0,레펙
kitchen-ware,1,락앤락,KR,0,락앤
kitchen-ware,2,해피콜,KR,0,해피
kitchen-ware,3,PN풍년,KR,1,PN
kitchen-ware,4,글라스락,KR,-1,글라
kitchen-ware,5,네오플램,KR,0,네오
kitchen-ware,6,키친아트,KR,4,키친
kitchen-ware,7,쿠첸,KR,0,쿠첸
kitchen-ware,8,쿠쿠,KR,0,쿠쿠
kitchen-ware,9,코렐,KR,0,코렐
kitchen-ware,10,도루코,KR,0,도루
kitchen-ware,11,퀸센스,KR,3,퀸센
kitchen-ware,12,셰프윈,KR,0,셰프
kitchen-ware,13,실리만,KR,-2,실리
kitchen-ware,14,한일스텐레스,KR,0,한일
kitchen-ware,15,키친플라워,KR,0,키친
kitchen-ware,16,리큅,KR,0,리큅
kitchen-ware,17,자주,KR,2,자주
kitchen-ware,18,모던하우스,KR,2,모던
kitchen-ware,19,오덴세,KR,-13,오덴
kitchen-ware,20,광주요,KR,-12,광주
golf-gear,1,볼빅,KR,0,볼빅
golf-gear,2,카카오프렌즈 골프,KR,0,카카
golf-gear,3,JDX,KR,0,JD
golf-gear,4,캘러웨이 어패럴,KR,15,캘러
golf-gear,5,핑,KR,0,핑
golf-gear,6,팬텀,KR,0,팬텀
golf-gear,7,와이드앵글,KR,-4,와이
golf-gear,8,까스텔바작,KR,1,까스
golf-gear,9,닥스골프,KR,4,닥스
golf-gear,10,엘르골프,KR,0,엘르
golf-gear,11,클리브랜드,KR,0,클리
golf-gear,12,레노마골프,KR,0,레노
golf-gear,13,빈폴골프,KR,-1,빈폴
golf-gear,14,헤지스골프,KR,0,헤지
golf-gear,15,세인트나인,KR,-9,세인
golf-gear,16,엑스페론,KR,-9,엑스
golf-gear,17,마제스티,KR,0,마제
golf-gear,18,기가골프,KR,0,기가
golf-gear,19,사우스케이프,KR,-11,사우
golf-gear,20,어뉴골프,KR,-15,어뉴
pet-supplies,1,하림펫푸드,KR,0,하림
pet-supplies,2,아르르,KR,2,아르
pet-supplies,3,강아지대통령,KR,0,강아
pet-supplies,4,고양이대통령,KR,0,고양
pet-supplies,5,바잇미,KR,-2,바잇
pet-supplies,6,페스룸,KR,-4,페스
pet-supplies,7,브릭브릭,KR,0,브릭
pet-supplies,8,도그아이,KR,2,도그
pet-supplies,9,러프웨어,KR,0,러프
pet-supplies,10,퍼피아,KR,0,퍼피
pet-supplies,11,이츠독,KR,0,이츠
pet-supplies,12,넬로,KR,-4,넬로
pet-supplies,13,붐펫,KR,0,붐펫
pet-supplies,14,펫디엔씨,KR,0,펫디
pet-supplies,15,마이베프,KR,-10,마이
pet-supplies,16,어니스트밀,KR,-3,어니
pet-supplies,17,닥터독,KR,1,닥터
pet-supplies,18,펫프렌즈,KR,0,펫프
pet-supplies,19,포켄스,KR,0,포켄
pet-supplies,20,두잇,KR,0,두잇
fishing-gear,1,바낙스,KR,0,바낙
fishing-gear,2,NS블랙홀,KR,0,NS
fishing-gear,3,아피스,KR,6,아피
fishing-gear,4,용성,KR,1,용성
fishing-gear,5,은성실스타,KR,-2,은성
fishing-gear,6,JS컴퍼니,KR,0,JS
fishing-gear,7,HDF,KR,0,HD
fishing-gear,8,머모피,KR,5,머모
fishing-gear,9,기간이즘,KR,0,기간
fishing-gear,10,라팔라,KR,0,라팔
fishing-gear,11,슈어캐치,KR,0,슈어
fishing-gear,12,피나투라,KR,0,피나
fishing-gear,13,이코다,KR,0,이코
fishing-gear,14,씨호크,KR,0,씨호
fishing-gear,15,아오맥스,KR,0,아오
fishing-gear,16,금호조침,KR,-4,금호
fishing-gear,17,해동조구사,KR,0,해동
fishing-gear,18,트라이캠프,KR,0,트라
fishing-gear,19,피쉬베스트,KR,0,피쉬
fishing-gear,20,디와이피싱,KR,0,디와
home-decor,1,오늘의집,KR,0,오늘
home-decor,2,까사미아,KR,15,까사
home-decor,3,자주(JAJU),KR,0,자주
home-decor,4,모던하우스,KR,-1,모던
home-decor,5,한샘,KR,13,한샘
home-decor,6,리바트,KR,13,리바
home-decor,7,데코뷰,KR,-3,데코
home-decor,8,마켓비,KR,-3,마켓
home-decor,9,두닷,KR,3,두닷
home-decor,10,룸앤홈,KR,-3,룸앤
home-decor,11,올루미,KR,0,올루
home-decor,12,쁘리엘르,KR,2,쁘리
home-decor,13,헬로우슬립,KR,0,헬로
home-decor,14,위드홈,KR,0,위드
home-decor,15,바자르,KR,0,바자
home-decor,16,코코도르,KR,0,코코
home-decor,17,쿤스트,KR,0,쿤스
home-decor,18,포홈,KR,0,포홈
home-decor,19,데이리브,KR,0,데이
home-decor,20,메종드룸룸,KR,0,메종
modern-hanbok,1,리슬,KR,0,리슬
modern-hanbok,2,단하,KR,0,단하
modern-hanbok,3,차이킴,KR,0,차이
modern-hanbok,4,하플리,KR,0,하플
modern-hanbok,5,꼬레아노,KR,0,꼬레
modern-hanbok,6,서리나래,KR,0,서리
modern-hanbok,7,다래원,KR,5,다래
modern-hanbok,8,기로에,KR,-3,기로
modern-hanbok,9,나라한,KR,0,나라
modern-hanbok,10,시크라인,KR,8,시크
modern-hanbok,11,한복린,KR,-4,한복
modern-hanbok,12,때때롯살롱,KR,0,때때
modern-hanbok,13,무릇,KR,0,무릇
modern-hanbok,14,혜온,KR,2,혜온
modern-hanbok,15,사임당by이혜미,KR,0,사임
modern-hanbok,16,웨이유,KR,-7,웨이
modern-hanbok,17,하객룩한복,KR,0,하객
modern-hanbok,18,비단빔,KR,0,비단
modern-hanbok,19,아혼,KR,0,아혼
modern-hanbok,20,이노주단,KR,-10,이노
traditional-craft,1,국립박물관문화재단,KR,0,국립
traditional-craft,2,광주요,KR,1,광주
traditional-craft,3,이도,KR,0,이도
traditional-craft,4,놋담,KR,1,놋담
traditional-craft,5,한국민속촌,KR,1,한국
traditional-craft,6,오설록,KR,0,오설
traditional-craft,7,무자기,KR,0,무자
traditional-craft,8,솔밭도예,KR,0,솔밭
traditional-craft,9,청송백자,KR,-1,청송
traditional-craft,10,담양한과,KR,0,담양
traditional-craft,11,지승공예,KR,1,지승
traditional-craft,12,안동포,KR,0,안동
traditional-craft,13,나전칠기,KR,0,나전
traditional-craft,14,미미달,KR,0,미미
traditional-craft,15,복순도가,KR,0,복순
traditional-craft,16,한지,KR,0,한지
traditional-craft,17,조선왕가,KR,0,조선
