cat_slug,rank,name,name_en,brand,ebay_usd,krw,margin,weight_g,ebay_cat_id,seo_tags,change,source_slugs
kpop-goods,1,BTS Butter 앨범 포토카드,BTS Butter Album Photocard,위버스샵,15.99,6500,55,30,18346,kpop photocard;bts;butter,0,domeggook-com;ownerclan-com;dometopia-com
kpop-goods,2,블랙핑크 공식 응원봉,BLACKPINK Official Light Stick,YG SELECT,65,28000,45,250,18346,blackpink;light stick;kpop merch,0,domeggook-com;sellmoa-com;supercat-co-kr
kpop-goods,3,스트레이키즈 앨범,Stray Kids Album,케이타운포유,35,15000,48,300,18346,stray kids;kpop album;jyp,0,domeggook-com;ownerclan-com;domema-com
kpop-goods,4,NCT DREAM 공식 포스터,NCT DREAM Official Poster,SMTOWN &STORE,12.99,5000,60,100,18346,nct dream;kpop poster;sm ent,0,domeggook-com;dometopia-com;domae-co-kr
kpop-goods,5,아이브 공식 포토카드 세트,IVE Official Photocard Set,뮤직플랜트,25,10000,58,50,18346,ive;photocard set;starship,0,domeggook-com;ownerclan-com;witak-co-kr
kpop-goods,6,세븐틴 캐럿봉 (응원봉),SEVENTEEN Carat Bong (Light Stick),위버스샵,70,30000,43,280,18346,seventeen;carat bong;kpop lightstick,0,domeggook-com;sellmoa-com;supercat-co-kr
kpop-goods,7,투모로우바이투게더 앨범,TXT Album,케이타운포유,32,14000,47,280,18346,txt;kpop album;bighit,0,domeggook-com;ownerclan-com;domema-com
kpop-goods,8,에스파 공식 포토북,aespa Official Photobook,SMTOWN &STORE,45,19000,50,400,18346,aespa;photobook;kpop merch,0,domeggook-com;dometopia-com;domae-co-kr
kpop-goods,9,뉴진스 공식 키링,NewJeans Official Keyring,위버스샵,19.99,8000,59,80,18346,newjeans;keyring;kpop accessory,0,domeggook-com;ownerclan-com;witak-co-kr
kpop-goods,10,르세라핌 앨범,LE SSERAFIM Album,메이크스타,28,12000,49,270,18346,le sserafim;kpop album;hybe,0,domeggook-com;sellmoa-com;domema-com
kpop-goods,11,몬스타엑스 공식 포토카드,MONSTA X Official Photocard,스타쉽엔터테인먼트,10.99,4500,57,30,18346,monsta x;photocard;kpop collectible,0,domeggook-com;ownerclan-com;dometopia-com
kpop-goods,12,트와이스 공식 응원봉,TWICE Official Light Stick,JYP SHOP,60,25000,48,260,18346,twice;light stick;kpop merch,0,domeggook-com;sellmoa-com;supercat-co-kr
kpop-goods,13,ITZY 앨범,ITZY Album,JYP SHOP,30,13000,46,290,18346,itzy;kpop album;jyp,0,domeggook-com;ownerclan-com;domema-com
kpop-goods,14,더보이즈 공식 슬로건,THE BOYZ Official Slogan,IST 엔터테인먼트,22,9000,59,120,18346,the boyz;slogan;kpop fan merch,0,domeggook-com;dometopia-com;domae-co-kr
kpop-goods,15,엔하이픈 공식 포토카드,ENHYPEN Official Photocard,위버스샵,14.99,6000,56,30,18346,enhypen;photocard;kpop collectible,0,domeggook-com;ownerclan-com;witak-co-kr
kpop-goods,16,아이들 앨범,(G)I-DLE Album,큐브엔터테인먼트,29,12500,48,280,18346,g-idle;kpop album;cube ent,0,domeggook-com;sellmoa-com;domema-com
kpop-goods,17,ATEEZ 공식 응원봉,ATEEZ Official Light Stick,KQ 엔터테인먼트,68,29000,46,270,18346,ateez;light stick;kpop merch,0,domeggook-com;supercat-co-kr;dometopia-com
kpop-goods,18,SF9 앨범,SF9 Album,FNC 엔터테인먼트,27,11500,49,260,18346,sf9;kpop album;fnc ent,0,domeggook-com;ownerclan-com;domae-co-kr
kpop-goods,19,GOT7 공식 포토카드,GOT7 Official Photocard,JYP SHOP,11.99,4800,58,30,18346,got7;photocard;kpop collectible,0,domeggook-com;dometopia-com;witak-co-kr
kpop-goods,20,EXO 앨범,EXO Album,SMTOWN &STORE,33,14000,48,310,18346,exo;kpop album;sm ent,0,domeggook-com;sellmoa-com;domema-com
kpop-goods,21,K-POP 아이돌 공식 포스터,K-POP Idol Official Poster,마플,9.99,4000,60,80,18346,kpop poster;idol merch;official poster,0,domeggook-com;ownerclan-com;dometopia-com
kpop-goods,22,K-POP 아이돌 공식 키링,K-POP Idol Official Keyring,마플,18,7500,58,70,18346,kpop keyring;idol accessory;official merch,0,domeggook-com;sellmoa-com;supercat-co-kr
kpop-goods,23,K-POP 아이돌 공식 앨범,K-POP Idol Official Album,케이타운포유,30,12000,50,300,18346,kpop album;idol music;official release,0,domeggook-com;ownerclan-com;domema-com
kpop-goods,24,K-POP 아이돌 공식 응원봉,K-POP Idol Official Light Stick,위버스샵,60,25000,48,250,18346,kpop lightstick;idol fanlight;official lightstick,0,domeggook-com;dometopia-com;domae-co-kr
kpop-goods,25,K-POP 아이돌 포토카드 바인더,K-POP Idol Photocard Binder,마플,20,8000,60,150,18346,photocard binder;kpop storage;idol binder,0,domeggook-com;witak-co-kr;domemall-co-kr
kpop-goods,26,K-POP 아이돌 스티커 세트,K-POP Idol Sticker Set,마플,8.5,3500,59,50,18346,kpop stickers;idol decals;fan merch,0,domeggook-com;ownerclan-com;supercat-co-kr
kpop-goods,27,K-POP 아이돌 뱃지,K-POP Idol Badge,마플,9,3800,58,40,18346,kpop badge;idol pin;fan accessory,0,domeggook-com;dometopia-com;sellmoa-com
kpop-goods,28,K-POP 아이돌 미니 포토북,K-POP Idol Mini Photobook,마플,15,6000,60,150,18346,kpop photobook;mini album;idol collection,0,domeggook-com;ownerclan-com;domema-com
kpop-goods,29,K-POP 아이돌 포토카드 슬리브,K-POP Idol Photocard Sleeves,마플,7.5,3000,60,30,18346,photocard sleeves;kpop protection;idol card,0,domeggook-com;witak-co-kr;domemall-co-kr
kpop-goods,30,K-POP 아이돌 엽서 세트,K-POP Idol Postcard Set,마플,11,4500,59,80,18346,kpop postcard;idol fanart;fan merch,0,domeggook-com;sellmoa-com;dometopia-com
auto-parts,1,현대모비스 제네시스 G80 브레이크 패드,Hyundai Mobis Genesis G80 Brake Pad,현대모비스,85,35000,50,1500,33566,genesis g80;brake pad;hyundai parts,0,domeggook-com;carpos-co-kr;auton-kr
auto-parts,2,한국타이어 벤투스 S1 에보3,Hankook Ventus S1 evo3 Tire,한국타이어,180,75000,45,10000,33749,hankook tire;ventus s1 evo3;performance tire,0,domeggook-com;engineoildomae-com;dometopia-com
