cat_slug,rank,name,country,change,initials
kpop-goods,1,위버스샵,KR,0,위버스
kpop-goods,2,케이타운포유,KR,0,케이
kpop-goods,3,YG SELECT,KR,1,YG
kpop-goods,4,SMTOWN &STORE,KR,-1,SM
kpop-goods,5,사운드웨이브,KR,2,사웨
kpop-goods,6,메이크스타,KR,0,메스
kpop-goods,7,뮤직플랜트,KR,6,뮤플
kpop-goods,8,에버라인,KR,2,에버
kpop-goods,9,애플뮤직 코리아,KR,0,애플
kpop-goods,10,디어마이뮤즈,KR,2,디마
kpop-goods,11,점프업이엔티,KR,4,점프
kpop-goods,12,비트로드,KR,4,비트
kpop-goods,13,위드뮤,KR,-2,위드
kpop-goods,14,조은뮤직,KR,3,조은
kpop-goods,15,마플,KR,0,마플
kpop-goods,16,레드프린팅,KR,0,레드
kpop-goods,17,포토몬,KR,0,포토
kpop-goods,18,와우프레스,KR,0,와우
kpop-goods,19,굿앤디,KR,0,굿앤
kpop-goods,20,다함,KR,0,다함
auto-parts,1,현대모비스,KR,0,현모
auto-parts,2,현대위아,KR,0,현위
auto-parts,3,한온시스템,KR,0,한온
auto-parts,4,HL만도,KR,0,만도
auto-parts,5,현대트랜시스,KR,0,현트
auto-parts,6,에스엘,KR,0,SL
auto-parts,7,서연이화,KR,0,서연
auto-parts,8,한국타이어,KR,0,한타
auto-parts,9,금호타이어,KR,0,금호
auto-parts,10,넥센타이어,KR,0,넥센
auto-parts,11,상신브레이크,KR,0,상신
auto-parts,12,평화정공,KR,0,평화
auto-parts,13,CTR,KR,0,씨티
auto-parts,14,일진글로벌,KR,0,일진
auto-parts,15,유라코퍼레이션,KR,0,유라
auto-parts,16,경신,KR,0,경신
auto-parts,17,화신,KR,0,화신
auto-parts,18,성우하이텍,KR,0,성우
auto-parts,19,아진산업,KR,0,아진
auto-parts,20,세방전지,KR,0,세방
k-beauty-skincare,1,설화수,KR,0,설화
k-beauty-skincare,2,이니스프리,KR,0,이니스
k-beauty-skincare,3,라네즈,KR,0,라네
k-beauty-skincare,4,닥터자르트,KR/US,0,닥자
k-beauty-skincare,5,코스알엑스,KR,0,코알
k-beauty-skincare,6,메디힐,KR,0,메디
k-beauty-skincare,7,라운드랩,KR,0,라랩
k-beauty-skincare,8,마녀공장,KR,0,마공
k-beauty-skincare,9,에뛰드,KR,0,에뛰
k-beauty-skincare,10,미샤,KR,0,미샤
k-beauty-skincare,11,스킨푸드,KR,0,스킨
k-beauty-skincare,12,네이처리퍼블릭,KR,0,네리
k-beauty-skincare,13,아비브,KR,0,아비
k-beauty-skincare,14,넘버즈인,KR,0,넘즈
k-beauty-skincare,15,토리든,KR,0,토리
k-beauty-skincare,16,아누아,KR,0,아누
k-beauty-skincare,17,한율,KR,0,한율
k-beauty-skincare,18,아이오페,KR,0,아이
k-beauty-skincare,19,에스트라,KR,0,에스
k-beauty-skincare,20,일리윤,KR,0,일리
trading-cards,1,포켓몬코리아,KR/JP,0,포켓
trading-cards,2,대원미디어,KR,0,대원
trading-cards,3,코리아보드게임즈,KR,0,코보
trading-cards,4,손오공,KR,0,손오
trading-cards,5,영실업,KR,0,영실
trading-cards,6,젬블로컴퍼니,KR,0,젬블
trading-cards,7,미카코리아,KR,0,미카
trading-cards,8,티씨지샵,KR,0,티씨
trading-cards,9,카드킹덤,KR,0,카킹
trading-cards,10,카드캐슬,KR,0,카캐
trading-cards,11,학산문화사,KR,0,학산
trading-cards,12,서울문화사,KR,0,서울
trading-cards,13,아이코닉스,KR,0,아이
trading-cards,14,SAMG 엔터테인먼트,KR,0,SAMG
trading-cards,15,오로라월드,KR,0,오로
trading-cards,16,사운드웨이브,KR,0,사웨
trading-cards,17,케이타운포유,KR,0,케타
trading-cards,18,M2U 레코드,KR,0,엠투
