cat_slug,rank,name,url,rely,fit,slug,initials
kpop-goods,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
kpop-goods,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
kpop-goods,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
kpop-goods,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
kpop-goods,5,슈퍼캣,supercat.co.kr,3,3,supercat-co-kr,SC
kpop-goods,6,도매매,domema.com,5,4,domema-com,DM
kpop-goods,7,도매창고,domae.co.kr,3,3,domae-co-kr,DC
kpop-goods,8,위탁판매 도매몰,witak.co.kr,3,3,witak-co-kr,WM
kpop-goods,9,도매매칭,domaematching.com,3,3,domaematching-com,DM
kpop-goods,10,도매몰,domemall.co.kr,3,3,domemall-co-kr,DM
auto-parts,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
auto-parts,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
auto-parts,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
auto-parts,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
auto-parts,5,슈퍼캣,supercat.co.kr,3,3,supercat-co-kr,SC
auto-parts,6,도매매,domema.com,5,4,domema-com,DM
auto-parts,7,카포스,carpos.co.kr,4,5,carpos-co-kr,CP
auto-parts,8,오토앤,auton.kr,4,5,auton-kr,AN
auto-parts,9,엔진오일 도매,engineoildomae.com,3,5,engineoildomae-com,EO
auto-parts,10,도매창고,domae.co.kr,3,3,domae-co-kr,DC
k-beauty-skincare,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
k-beauty-skincare,2,오너클랜,ownerclan.com,5,5,ownerclan-com,OC
k-beauty-skincare,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
k-beauty-skincare,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
k-beauty-skincare,5,슈퍼캣,supercat.co.kr,3,4,supercat-co-kr,SC
k-beauty-skincare,6,도매매,domema.com,5,5,domema-com,DM
k-beauty-skincare,7,코리아코스팩,koreacospack.com,4,5,koreacospack-com,KC
k-beauty-skincare,8,케이뷰티도매,kbeautydomae.com,3,5,kbeautydomae-com,KB
k-beauty-skincare,9,뷰티도매,beautydomae.com,3,5,beautydomae-com,BD
k-beauty-skincare,10,도매창고,domae.co.kr,3,4,domae-co-kr,DC
trading-cards,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
trading-cards,2,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
trading-cards,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
trading-cards,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
trading-cards,5,슈퍼캣,supercat.co.kr,3,3,supercat-co-kr,SC
trading-cards,6,도매매,domema.com,5,3,domema-com,DM
trading-cards,7,도매창고,domae.co.kr,3,3,domae-co-kr,DC
trading-cards,8,위탁판매 도매몰,witak.co.kr,3,3,witak-co-kr,WM
trading-cards,9,도매매칭,domaematching.com,3,3,domaematching-com,DM
trading-cards,10,도매몰,domemall.co.kr,3,3,domemall-co-kr,DM
character-goods,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
character-goods,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
character-goods,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
character-goods,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
character-goods,5,슈퍼캣,supercat.co.kr,3,4,supercat-co-kr,SC
character-goods,6,도매매,domema.com,5,4,domema-com,DM
character-goods,7,천유닷컴,1000za.kr,4,5,1000za-kr,CY
character-goods,8,도매창고,domae.co.kr,3,4,domae-co-kr,DC
character-goods,9,위탁판매 도매몰,witak.co.kr,3,4,witak-co-kr,WM
character-goods,10,도매몰,domemall.co.kr,3,4,domemall-co-kr,DM
computer-parts,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
computer-parts,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
computer-parts,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
computer-parts,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
computer-parts,5,슈퍼캣,supercat.co.kr,3,3,supercat-co-kr,SC
computer-parts,6,도매매,domema.com,5,4,domema-com,DM
computer-parts,7,컴퓨존,compuzone.co.kr,5,5,compuzone-co-kr,CZ
computer-parts,8,아이코다,icoda.co.kr,4,5,icoda-co-kr,IC
computer-parts,9,도매창고,domae.co.kr,3,3,domae-co-kr,DC
computer-parts,10,위탁판매 도매몰,witak.co.kr,3,3,witak-co-kr,WM
webtoon-goods,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
webtoon-goods,2,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
webtoon-goods,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
webtoon-goods,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
webtoon-goods,5,슈퍼캣,supercat.co.kr,3,3,supercat-co-kr,SC
webtoon-goods,6,도매매,domema.com,5,3,domema-com,DM
webtoon-goods,7,천유닷컴,1000za.kr,4,4,1000za-kr,CY
webtoon-goods,8,도매창고,domae.co.kr,3,3,domae-co-kr,DC
webtoon-goods,9,위탁판매 도매몰,witak.co.kr,3,3,witak-co-kr,WM
webtoon-goods,10,도매몰,domemall.co.kr,3,3,domemall-co-kr,DM
k-food,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
k-food,2,오너클랜,ownerclan.com,5,5,ownerclan-com,OC
k-food,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
k-food,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
k-food,5,슈퍼캣,supercat.co.kr,3,4,supercat-co-kr,SC
k-food,6,도매매,domema.com,5,5,domema-com,DM
k-food,7,푸드엔,foodn.co.kr,4,5,foodn-co-kr,FN
k-food,8,식자재왕,sjw.co.kr,4,5,sjw-co-kr,SJ
k-food,9,도매창고,domae.co.kr,3,4,domae-co-kr,DC
k-food,10,위탁판매 도매몰,witak.co.kr,3,4,witak-co-kr,WM
k-fashion,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
k-fashion,2,오너클랜,ownerclan.com,5,5,ownerclan-com,OC
