cat_slug,rank,name,country,change,initials
kpop-goods,1,Weverse Shop,KR,0,위버스
kpop-goods,2,Ktown4u,KR,0,케이
kpop-goods,3,YG SELECT,KR,10,와셀
kpop-goods,4,SMTOWN &STORE,KR,10,슴스
kpop-goods,5,JYP SHOP,KR,0,제왑
kpop-goods,6,사운드웨이브,KR,0,사웨
kpop-goods,7,메이크스타,KR,0,메스
kpop-goods,8,에버라인,KR,0,에버
kpop-goods,9,위드뮤,KR,0,위드
kpop-goods,10,뮤직플랜트,KR,0,뮤플
kpop-goods,11,산리오,JP,0,산리
kpop-goods,12,팝콘슬리브,KR,0,팝콘
kpop-goods,13,보드엠,KR,0,보드
kpop-goods,14,하이하바,KR,0,하이
kpop-goods,15,레브팔레트,KR,0,레브
kpop-goods,16,콜리,KR,0,콜리
kpop-goods,17,샐러드마켓,KR,0,샐러
kpop-goods,18,다니샵,KR,0,다니
kpop-goods,19,유니캔디,KR,0,유니
kpop-goods,20,츠키조라,KR,0,츠키
trading-cards,1,대원미디어,KR,0,대원
trading-cards,2,코리아보드게임즈,KR,0,코보
trading-cards,3,미미월드,KR,0,미미
trading-cards,4,학산문화사,KR,0,학산
trading-cards,5,아카데미과학,KR,0,아카
trading-cards,6,TCG샵,KR,0,TC
trading-cards,7,카드캐슬,KR,0,카캐
trading-cards,8,카드킹덤,KR,0,카킹
trading-cards,9,롤링다이스,KR,0,롤다
trading-cards,10,별빛바다,KR,0,별빛
trading-cards,11,인터하비,KR,0,인터
trading-cards,12,듀얼존,KR,0,듀얼
trading-cards,13,레드다이스,KR,0,레다
trading-cards,14,하비게임몰,KR,0,하비
trading-cards,15,보드피아,KR,0,보드
trading-cards,16,카드홀릭,KR,0,카홀
trading-cards,17,정글게임,KR,0,정글
trading-cards,18,위펀,KR,0,위펀
trading-cards,19,팝콘게임즈,KR,0,팝콘
trading-cards,20,다이브다이스,KR,0,다다
auto-parts,1,현대모비스,KR,0,현모
auto-parts,2,만도,KR,0,만도
auto-parts,3,한국타이어,KR,0,한타
auto-parts,4,금호타이어,KR,0,금타
auto-parts,5,넥센타이어,KR,0,넥센
auto-parts,6,불스원,KR,0,불스
auto-parts,7,보쉬,DE,0,보쉬
auto-parts,8,카포스,KR,0,카포
auto-parts,9,오토앤,KR,0,오토
auto-parts,10,지파츠,KR,0,지파
auto-parts,11,파츠몰,KR,0,파츠
auto-parts,12,카젠,KR,0,카젠
auto-parts,13,오토오아시스,KR,0,오아
auto-parts,14,스피드메이트,KR,0,스피
auto-parts,15,더카,KR,0,더카
auto-parts,16,메딕카,KR,0,메딕
auto-parts,17,카수리,KR,0,카수
auto-parts,18,카닥,KR,0,카닥
auto-parts,19,오일나우,KR,0,오일
auto-parts,20,카랑,KR,0,카랑
k-fashion,1,무신사,KR,0,무신
k-fashion,2,W컨셉,KR,0,W컨
k-fashion,3,29CM,KR,7,29
k-fashion,4,스타일난다,KR,0,스나
k-fashion,5,임블리,KR,0,임블
k-fashion,6,KREAM,KR,5,크림
k-fashion,7,솔드아웃,KR,0,솔드
k-fashion,8,브랜디,KR,0,브랜
k-fashion,9,에이블리,KR,0,에이
k-fashion,10,지그재그,KR,0,지그
k-fashion,11,앤더슨벨,KR,0,앤더
k-fashion,12,아더에러,KR,0,아더
k-fashion,13,젠틀몬스터,KR,0,젠몬
k-fashion,14,커버낫,KR,0,커버
k-fashion,15,디스이즈네버댓,KR,0,디네
k-fashion,16,LMC,KR,-4,LM
k-fashion,17,마르디 메크르디,KR,0,마르
k-fashion,18,코드그라피,KR,0,코드
k-fashion,19,예일,KR,0,예일
k-fashion,20,마뗑킴,KR,0,마뗑
k-beauty-skincare,1,설화수,KR,0,설화
k-beauty-skincare,2,헤라,KR,0,헤라
k-beauty-skincare,3,이니스프리,KR,0,이니스
k-beauty-skincare,4,라네즈,KR,0,라네
k-beauty-skincare,5,닥터자르트,KR,0,닥자
k-beauty-skincare,6,메디힐,KR,0,메디
k-beauty-skincare,7,코스알엑스,KR,0,코스
k-beauty-skincare,8,아비브,KR,0,아비
k-beauty-skincare,9,넘버즈인,KR,0,넘버
k-beauty-skincare,10,마녀공장,KR,0,마녀
k-beauty-skincare,11,라운드랩,KR,0,라운
k-beauty-skincare,12,아누아,KR,0,아누
k-beauty-skincare,13,조선미녀,KR,0,조선
k-beauty-skincare,14,스킨1004,KR,0,스킨
k-beauty-skincare,15,토리든,KR,0,토리
k-beauty-skincare,16,에스트라,KR,0,에스
k-beauty-skincare,17,메디큐브,KR,0,메큐
k-beauty-skincare,18,아이소이,KR,0,아이
k-beauty-skincare,19,달바,KR,0,달바
k-beauty-skincare,20,가히,KR,0,가히
drones,1,DJI,CN,0,DJ
drones,2,바이로봇,KR,0,바이
drones,3,유콘시스템,KR,0,유콘
drones,4,파블로항공,KR,0,파블
drones,5,네온테크,KR,0,네온
drones,6,두산모빌리티이노베이션,KR,0,두산
drones,7,한빛드론,KR,0,한빛
drones,8,헬셀,KR,0,헬셀
drones,9,드론월드,KR,0,드론
drones,10,아스트로엑스,KR,0,아스
drones,11,엑스드론,KR,0,엑스
drones,12,피앤유드론,KR,0,피앤
drones,13,디클,KR,0,디클
drones,14,로보링크,KR,0,로보
drones,15,유비파이,KR,0,유비
