cat_slug,rank,name,name_en,brand,ebay_usd,krw,margin,weight_g,ebay_cat_id,seo_tags,change,source_slugs
kpop-goods,1,BTS Butter 앨범 포토카드 세트,BTS Butter Album Photocards Set,Weverse Shop,25.99,12000,54,80,18346,kpop photocard;bts butter;official merch,0,domeggook-com;ownerclan-com;onchannel-co-kr
kpop-goods,2,블랙핑크 Born Pink 앨범,BLACKPINK Born Pink Album,YG SELECT,39.99,18000,55,350,18346,blackpink album;kpop cd;born pink,0,domeggook-com;ownerclan-com;dometopia-com
kpop-goods,3,NCT DREAM Candy 앨범,NCT DREAM Candy Album,SMTOWN &STORE,32.5,15000,53,300,18346,nct dream;kpop album;candy,0,domeggook-com;ownerclan-com;sellmoa-com
kpop-goods,4,아이브 After Like 포토카드,IVE After Like Photocard,뮤직코리아,15,6500,56,50,18346,ive photocard;kpop pc;after like,0,domeggook-com;ownerclan-com;domema-com
kpop-goods,5,스트레이키즈 ODDINARY 앨범,Stray Kids ODDINARY Album,Ktown4u,35,16000,54,320,18346,stray kids;kpop album;oddinary,0,domeggook-com;ownerclan-com;domewho-com
kpop-goods,6,세븐틴 FML 앨범,SEVENTEEN FML Album,Weverse Shop,38,17500,54,380,18346,seventeen album;fml;kpop,0,domeggook-com;ownerclan-com;onchannel-co-kr
kpop-goods,7,투모로우바이투게더 The Name Chapter: FREEFALL 앨범,TXT The Name Chapter: FREEFALL Album,Weverse Shop,36.5,17000,53,360,18346,txt album;freefall;kpop,0,domeggook-com;ownerclan-com;dometopia-com
kpop-goods,8,뉴진스 Get Up 앨범,NewJeans Get Up Album,Weverse Shop,30,14000,53,280,18346,newjeans album;get up;kpop,0,domeggook-com;ownerclan-com;sellmoa-com
kpop-goods,9,르세라핌 UNFORGIVEN 앨범,LE SSERAFIM UNFORGIVEN Album,Weverse Shop,31.5,14500,54,290,18346,le sserafim;unforgiven;kpop album,0,domeggook-com;ownerclan-com;domema-com
kpop-goods,10,에스파 Girls 앨범,aespa Girls Album,SMTOWN &STORE,29,13500,53,270,18346,aespa album;girls;kpop,0,domeggook-com;ownerclan-com;domewho-com
kpop-goods,11,K-POP 아이돌 공식 응원봉,K-POP Idol Official Light Stick,Weverse Shop,65,30000,54,400,18346,light stick;kpop merch;official fanlight,0,domeggook-com;ownerclan-com;onchannel-co-kr
kpop-goods,12,K-POP 그룹 포스터 세트,K-POP Group Poster Set,Ktown4u,19.99,8500,57,150,18346,kpop poster;idol poster;group merch,0,domeggook-com;ownerclan-com;dometopia-com
kpop-goods,13,K-POP 아이돌 키링,K-POP Idol Keychain,YG SELECT,12.5,5000,60,70,18346,kpop keychain;idol accessory;official merch,0,domeggook-com;ownerclan-com;sellmoa-com
kpop-goods,14,K-POP 아이돌 스티커 팩,K-POP Idol Sticker Pack,SMTOWN &STORE,9.99,4000,60,30,18346,kpop sticker;idol sticker;deco pack,6,domeggook-com;ownerclan-com;domema-com
kpop-goods,15,K-POP 아이돌 미니 포토북,K-POP Idol Mini Photobook,뮤직코리아,22,9500,57,200,18346,kpop photobook;idol mini book;collectible,0,domeggook-com;ownerclan-com;domewho-com
