cat_slug,rank,name,country,change,initials
kpop-goods,1,위버스샵,KR,0,위버스
kpop-goods,2,SMTOWN &STORE,KR,2,SM
kpop-goods,3,YG SELECT,KR,0,YG
kpop-goods,4,JYP SHOP,KR,0,JY
kpop-goods,5,케이타운포유,KR,0,케이
kpop-goods,6,에버라인,KR,0,에버
kpop-goods,7,위드뮤,KR,0,위드
kpop-goods,8,메이크스타,KR,0,메이
kpop-goods,9,사운드웨이브,KR,0,사운
kpop-goods,10,디어마이뮤즈,KR,0,디어
kpop-goods,11,스타쉽스퀘어,KR,0,스타
kpop-goods,12,뮤직플랜트,KR,0,뮤직
kpop-goods,13,애플뮤직,KR,0,애플
kpop-goods,14,비트로드,KR,0,비트
kpop-goods,15,뮤직코리아,KR,0,뮤직
kpop-goods,16,점프업,KR,0,점프
kpop-goods,17,블립,KR,0,블립
kpop-goods,18,코코다이브,KR,0,코코
kpop-goods,19,굿즈공장,KR,0,굿즈
kpop-goods,20,오즈의 제작소,KR,0,오즈
k-beauty-skincare,1,설화수,KR,0,설화
k-beauty-skincare,2,헤라,KR,0,헤라
k-beauty-skincare,3,라네즈,KR,1,라네
k-beauty-skincare,4,이니스프리,KR,-1,이니스
k-beauty-skincare,5,닥터자르트,KR/US,-3,닥터
k-beauty-skincare,6,코스알엑스,KR,-1,코스
k-beauty-skincare,7,라운드랩,KR,-1,라운
k-beauty-skincare,8,아누아,KR,0,아누
k-beauty-skincare,9,메디힐,KR,0,메디
k-beauty-skincare,10,에스트라,KR,1,에스
k-beauty-skincare,11,아이오페,KR,2,아이
k-beauty-skincare,12,토리든,KR,-5,토리
k-beauty-skincare,13,마녀공장,KR,-3,마녀
k-beauty-skincare,14,넘버즈인,KR,-2,넘버
k-beauty-skincare,15,성분에디터,KR,0,성분
k-beauty-skincare,16,조선미녀,KR,4,조선
k-beauty-skincare,17,스킨1004,KR,0,스킨
k-beauty-skincare,18,아비브,KR,-4,아비
k-beauty-skincare,19,달바,KR,0,달바
k-beauty-skincare,20,바이오힐보,KR,0,바이
auto-parts,1,현대모비스,KR,0,현대
auto-parts,2,현대트랜시스,KR,2,현대
auto-parts,3,현대위아,KR,2,현대
auto-parts,4,한온시스템,KR,-1,한온
auto-parts,5,HL만도,KR,-3,HL
auto-parts,6,에스엘,KR,3,에스
auto-parts,7,한국타이어앤테크놀로지,KR,-1,한국
auto-parts,8,금호타이어,KR,-1,금호
auto-parts,9,성우하이텍,KR,1,성우
auto-parts,10,화신,KR,1,화신
auto-parts,11,현대케피코,KR,0,현대
auto-parts,12,유라코퍼레이션,KR,3,유라
auto-parts,13,평화정공,KR,-1,평화
auto-parts,14,넥센타이어,KR,-6,넥센
auto-parts,15,경신,KR,0,경신
auto-parts,16,세방전지,KR,-3,세방
auto-parts,17,상신브레이크,KR,-3,상신
auto-parts,18,서연이화,KR,0,서연
auto-parts,19,아진산업,KR,-3,아진
auto-parts,20,만앤휴멜코리아,KR,0,만앤
trading-cards,1,포켓몬 카드 게임,KR/JP,0,포켓
trading-cards,2,유희왕 OCG,KR/JP,0,유희
trading-cards,3,대원미디어 TCG,KR,0,대원
trading-cards,4,카드킹덤,KR,5,카킹
trading-cards,5,디지몬 카드 게임,KR/JP,0,디지
trading-cards,6,카드홀릭,KR,0,카홀
trading-cards,7,카드캐슬,KR,3,카캐
trading-cards,8,티씨지샵,KR,0,티씨
trading-cards,9,쿠키런: 브레이버스,KR,-6,쿠키
trading-cards,10,카드파이트!! 뱅가드,KR/JP,0,뱅가
trading-cards,11,니벨아레나,KR,3,니벨
trading-cards,12,원피스 카드 게임,KR/JP,0,원피
trading-cards,13,바이스 슈ヴァ르츠,KR/JP,0,바이
trading-cards,14,매직 더 개더링,KR/US,0,매직
trading-cards,15,카드냥,KR,0,카냥
trading-cards,16,도곡 듀얼샵,KR,0,도곡
trading-cards,17,판타지 마스터즈,KR,-10,판타
trading-cards,18,아드레날린코리아,KR,0,아드
trading-cards,19,롤링 다이스,KR,0,롤링
trading-cards,20,듀얼몰,KR,-3,듀얼
drones,1,DJI 코리아,KR/CN,0,DJ
drones,2,두산모빌리티이노베이션,KR,-1,두산
drones,3,한빛드론,KR,0,한빛
drones,4,파블로항공,KR,-2,파블
drones,5,유콘시스템,KR,-1,유콘
drones,6,니어스랩,KR,2,니어
drones,7,헬셀,KR,0,헬셀
