cat_slug,rank,name,url,rely,fit,slug,initials
k-pop-collectibles,1,KODY Global,kody.co.kr,4,5,kody-co-kr,KG
k-pop-collectibles,2,핏더팬 (Fit the Fan),fitthefan.com,3,5,fitthefan-com,FF
k-pop-collectibles,3,레드훅 스튜디오,redhookstudio.com,3,4,redhookstudio-com,RS
k-pop-collectibles,4,알리바바닷컴,alibaba.com,5,3,alibaba-com,AB
k-pop-collectibles,5,도매꾹,domeggook.com,5,4,domeggook-com,DM
k-pop-collectibles,6,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
k-pop-collectibles,7,도매토피아,dometopia.com,4,3,dometopia-com,DT
k-pop-collectibles,8,셀모아,sellmoa.com,3,3,sellmoa-com,SM
k-pop-collectibles,9,지앤지커머스,gngcommerce.com,3,2,gngcommerce-com,GC
k-pop-collectibles,10,케이타운포유 (Ktown4u),ktown4u.com,4,4,ktown4u-com,KT
automotive-parts,1,카샵몰,carshopmall.com,4,5,carshopmall-com,CS
automotive-parts,2,차덕후,chaducku.com,3,5,chaducku-com,CD
automotive-parts,3,카시즌,carseason.co.kr,3,4,carseason-co-kr,CS
automotive-parts,4,도매꾹,domeggook.com,5,5,domeggook-com,DM
automotive-parts,5,오너클랜,ownerclan.com,5,5,ownerclan-com,OC
automotive-parts,6,도매토피아,dometopia.com,4,5,dometopia-com,DT
automotive-parts,7,스페셜오퍼,specialoffer.co.kr,3,4,specialoffer-co-kr,SO
automotive-parts,8,W카,wcar.co.kr,3,4,wcar-co-kr,WC
automotive-parts,9,오토엔,auton.kr,4,4,auton-kr,AN
automotive-parts,10,셀모아,sellmoa.com,3,3,sellmoa-com,SM
k-beauty-skincare,1,UMMA,umma.io,5,5,umma-io,UM
k-beauty-skincare,2,화장품스토리,cosmeticstory.co.kr,4,5,cosmeticstory-co-kr,CS
k-beauty-skincare,3,KCOSW,kcosw.com,4,5,kcosw-com,KC
k-beauty-skincare,4,화장품 도매마켓,cosmeticmarket.co.kr,3,4,cosmeticmarket-co-kr,CM
k-beauty-skincare,5,도매꾹,domeggook.com,5,4,domeggook-com,DM
k-beauty-skincare,6,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
k-beauty-skincare,7,도매토피아,dometopia.com,4,3,dometopia-com,DT
k-beauty-skincare,8,브레스웍스,breathworks.kr,3,4,breathworks-kr,BW
k-beauty-skincare,9,스타일코리안 (StyleKorean),stylekorean.com,5,5,stylekorean-com,SK
k-beauty-skincare,10,뷰티넷코리아 (Beautynetkorea),beautynetkorea.com,4,4,beautynetkorea-com,BK
drones-accessories,1,헬셀,helsel.co.kr,4,5,helsel-co-kr,HS
drones-accessories,2,드론스타팅,dronestarting.com,3,4,dronestarting-com,DS
drones-accessories,3,알씨메이트,rcmate.co.kr,3,4,rcmate-co-kr,RM
drones-accessories,4,도매꾹,domeggook.com,5,4,domeggook-com,DM
drones-accessories,5,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
drones-accessories,6,도매토피아,dometopia.com,4,4,dometopia-com,DT
drones-accessories,7,셀모아,sellmoa.com,3,3,sellmoa-com,SM
drones-accessories,8,펀샵,funshop.co.kr,4,3,funshop-co-kr,FS
drones-accessories,9,에누리 B2B,enurib2b.com,3,3,enurib2b-com,EB
drones-accessories,10,다나와 B2B,b2b.danawa.com,4,3,b2b-danawa-com,DN
fashion-resell,1,신상마켓,sinsangmarket.kr,5,5,sinsangmarket-kr,SM
fashion-resell,2,링크샵스,linkshops.com,4,5,linkshops-com,LS
fashion-resell,3,동대문패션타운,ddm-mall.com,3,4,ddm-mall-com,DM
fashion-resell,4,에이피엠(apM),apm-korea.com,4,4,apm-korea-com,AM
fashion-resell,5,도매꾹,domeggook.com,5,4,domeggook-com,DM
fashion-resell,6,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
fashion-resell,7,셀모아,sellmoa.com,3,3,sellmoa-com,SM
fashion-resell,8,도매토피아,dometopia.com,4,3,dometopia-com,DT
fashion-resell,9,지그재그,zigzag.kr,5,2,zigzag-kr,ZG
fashion-resell,10,에이블리,a-bly.com,5,2,a-bly-com,AB
industrial-equipment,1,나비엠알오,navimro.com,5,5,navimro-com,NM
industrial-equipment,2,아이마켓코리아,imarketkorea.co.kr,5,5,imarketkorea-co-kr,IK
industrial-equipment,3,베어링마트,bearingmart.co.kr,3,4,bearingmart-co-kr,BM
industrial-equipment,4,공구사랑,094rang.co.kr,3,4,094rang-co-kr,GS
industrial-equipment,5,도매꾹,domeggook.com,5,3,domeggook-com,DM
industrial-equipment,6,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
industrial-equipment,7,도매토피아,dometopia.com,4,3,dometopia-com,DT
industrial-equipment,8,다아라몰,daaramall.co.kr,4,5,daaramall-co-kr,DA
industrial-equipment,9,엔티엔,ntnmall.co.kr,3,4,ntnmall-co-kr,NT
industrial-equipment,10,서브원,serveone.co.kr,5,5,serveone-co-kr,SO
k-beauty-haircare,1,헤어2000,hair2000.co.kr,4,5,hair2000-co-kr,HA
k-beauty-haircare,2,미용재료상사,hairnara.co.kr,3,5,hairnara-co-kr,HN
k-beauty-haircare,3,화장품스토리,cosmeticstory.co.kr,4,4,cosmeticstory-co-kr,CS
k-beauty-haircare,4,UMMA,umma.io,5,4,umma-io,UM
k-beauty-haircare,5,도매꾹,domeggook.com,5,5,domeggook-com,DM
k-beauty-haircare,6,오너클랜,ownerclan.com,5,5,ownerclan-com,OC
k-beauty-haircare,7,도매토피아,dometopia.com,4,4,dometopia-com,DT
k-beauty-haircare,8,KCOSW,kcosw.com,4,4,kcosw-com,KC
k-beauty-haircare,9,스타일코리안 (StyleKorean),stylekorean.com,5,4,stylekorean-com,SK
k-beauty-haircare,10,셀모아,sellmoa.com,3,3,sellmoa-com,SM
trading-cards,1,카드킹덤,cardkingdom.co.kr,4,5,cardkingdom-co-kr,CK
trading-cards,2,TCG샵,tcgshop.co.kr,4,5,tcgshop-co-kr,TS
trading-cards,3,코리아보드게임즈,koreaboardgames.com,5,4,koreaboardgames-com,KB
trading-cards,4,도매꾹,domeggook.com,5,4,domeggook-com,DM
trading-cards,5,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
