rank,slug,name_kr,name_en,zone,change,comp,margin,summary
1,kpop-goods,K-POP 굿즈/포토카드,K-POP Goods & Photocards,red,0,5,45,"BTS 신규 공식 응원봉이 1분기 최고 거래액을 기록했으며, 여러 아이돌 그룹의 지속적인 활동으로 포토카드 수요가 폭발적으로 증가하고 있습니다."
2,trading-cards,수집용 트레이딩 카드,Trading Cards,red,2,5,60,"2026년 1분기 매출이 전년 대비 두 자릿수 성장했으며, 희소성 높은 한국어판 포켓몬 카드가 수천 달러에 거래되며 시장을 주도하고 있습니다."
3,auto-parts,자동차 부품,Auto Parts,red,0,5,25,"미국 내 현대, 기아차의 인기로 순정 OEM 부품 수요가 꾸준히 최상위권을 유지하며, 안정적인 고수익 카테고리로 자리매김했습니다."
4,drones,드론/액세서리,Drones & Accessories,red,1,4,20,"최근 발표된 eBay 데이터에서 한국 셀러 매출 기준 1위 카테고리로 선정될 만큼, 개인 영상 촬영 및 취미용 드론 시장이 크게 성장했습니다."
5,k-beauty-skincare,K-뷰티 (스킨케어),K-Beauty Skincare,red,-3,5,35,"K-컬처의 영향으로 K-뷰티에 대한 관심이 지속되며, 스킨케어 제품은 여전히 해외 소비자들에게 가장 인기 있는 품목 중 하나입니다."
6,k-fashion,K-패션/리셀,K-Fashion & Resell,blue,0,4,40,젠틀몬스터 등 국내 브랜드의 글로벌 인지도 상승과 중고 리셀 시장의 활성화로 꾸준한 성장세를 보이고 있습니다.
7,k-beauty-devices,K-뷰티 디바이스,K-Beauty Devices,blue,0,4,30,"일본 시장에서 판매량이 300% 이상 급증하는 등, 집에서 손쉽게 관리하는 홈뷰티 트렌드에 힘입어 차세대 성장 동력으로 주목받고 있습니다."
8,computer-parts,컴퓨터 부품/주변기기,Computer Parts & Peripherals,blue,6,4,22,"eBay의 전통적인 강세 카테고리로, 한국의 고성능 컴퓨터 부품 및 주변기기에 대한 수요가 꾸준합니다."
9,smartphone-acc,스마트폰 액세서리,Smartphone Accessories,blue,1,5,50,"신규 스마트폰 출시 주기에 맞춰 케이스, 보호필름 등 다양한 디자인과 기능성을 갖춘 한국산 액세서리가 인기를 끌고 있습니다."
10,character-goods,캐릭터 굿즈,Character Goods,blue,-1,4,48,"티니핑, 핑크퐁 등 한국 토종 캐릭터 상품이 해외 시장에서도 좋은 반응을 얻으며 꾸준한 판매량을 기록하고 있습니다."
11,figures-collectibles,피규어/수집용 완구,Figures & Collectible Toys,blue,2,4,38,웹툰 및 게임 IP 기반의 고품질 피규어와 한정판 수집용 완구에 대한 글로벌 매니아층의 수요가 증가하고 있습니다.
12,k-food,K-푸드/스낵,K-Food & Snacks,blue,-1,4,33,"떡볶이, 라면 등 K-스트리트 푸드 트렌드가 확산되며 관련 식품 판매가 증가했으나, 일부 지역의 불안정성으로 성장세는 지켜볼 필요가 있습니다."
