cat_slug,rank,name,name_en,brand,ebay_usd,krw,margin,weight_g,ebay_cat_id,seo_tags,change,source_slugs
kpop-goods,1,방탄소년단 공식 포토카드 세트,BTS Official Photocard Set,위버스샵,25.99,12000,54,80,18346,kpop;bts;photocard,0,domeggook-com;ownerclan-com;dometopia-com
kpop-goods,2,블랙핑크 공식 응원봉 ver.2,BLACKPINK Official Light Stick ver.2,YG SELECT,65,30000,48,350,18346,blackpink;lightstick;kpop,0,domeggook-com;supercat-co-kr;onchannel-co-kr
kpop-goods,3,엑소 공식 앨범 'EXACT' (Korean Ver.),EXO Official Album 'EXACT' (Korean Ver.),SMTOWN &STORE,30,15000,45,250,18346,exo;kpop album;korean music,0,domeggook-com;ownerclan-com;domema-com
kpop-goods,4,스트레이 키즈 미니 앨범 'ODDINARY',Stray Kids Mini Album 'ODDINARY',메이크스타,28.5,14000,47,280,18346,stray kids;kpop;album,0,domeggook-com;dometopia-com;sellmoa-com
kpop-goods,5,아이브 공식 포스터 세트,IVE Official Poster Set,스타쉽엔터테인먼트,18,8500,52,150,18346,ive;kpop poster;girl group,0,ownerclan-com;domema-com;onchannel-co-kr
kpop-goods,6,뉴진스 공식 키링,NewJeans Official Keyring,위버스샵,15,7000,53,50,18346,newjeans;kpop keyring;merchandise,0,domeggook-com;ownerclan-com;dometopia-com
kpop-goods,7,세븐틴 공식 앨범 'FML',SEVENTEEN Official Album 'FML',케이타운포유,29.5,14500,48,300,18346,seventeen;kpop album;korean idol,0,domeggook-com;sellmoa-com;supercat-co-kr
kpop-goods,8,NCT 공식 포토카드 바인더,NCT Official Photocard Binder,SMTOWN &STORE,22,10000,54,200,18346,nct;photocard binder;kpop,0,domeggook-com;ownerclan-com;domema-com
kpop-goods,9,르세라핌 공식 미니 앨범 'UNFORGIVEN',LE SSERAFIM Official Mini Album 'UNFORGIVEN',위버스샵,27,13000,49,270,18346,le sserafim;kpop album;girl group,0,domeggook-com;dometopia-com;onchannel-co-kr
kpop-goods,10,투모로우바이투게더 공식 앨범 'The Name Chapter: FREEFALL',TXT Official Album 'The Name Chapter: FREEFALL',위버스샵,31,15000,51,320,18346,txt;kpop;album,0,domeggook-com;ownerclan-com;sellmoa-com
kpop-goods,11,트와이스 공식 포토카드,TWICE Official Photocard,JYP엔터테인먼트,12,5000,58,30,18346,twice;photocard;kpop,0,domeggook-com;domema-com;wiconseller-com
kpop-goods,12,아이유 공식 앨범 'LILAC',IU Official Album 'LILAC',카카오엔터테인먼트,28,13000,53,280,18346,iu;kpop album;solo artist,0,ownerclan-com;dometopia-com;domewho-com
kpop-goods,13,엔하이픈 공식 응원봉,ENHYPEN Official Light Stick,위버스샵,60,28000,49,320,18346,enhypen;lightstick;kpop,0,domeggook-com;supercat-co-kr;onchannel-co-kr
kpop-goods,14,에스파 공식 포스터,aespa Official Poster,SMTOWN &STORE,16,7500,53,120,18346,aespa;kpop poster;girl group,0,domeggook-com;ownerclan-com;domema-com
kpop-goods,15,ITZY 공식 앨범 'KILL MY DOUBT',ITZY Official Album 'KILL MY DOUBT',JYP엔터테인먼트,27.5,13000,50,260,18346,itzy;kpop album;girl group,0,domeggook-com;dometopia-com;sellmoa-com
kpop-goods,16,레드벨벳 공식 앨범 'The ReVe Festival 2022 : Feel My Rhythm',Red Velvet Official Album 'The ReVe Festival 2022 : Feel My Rhythm',SMTOWN &STORE,29,14000,49,290,18346,red velvet;kpop album;korean music,0,domeggook-com;ownerclan-com;domema-com
kpop-goods,17,몬스타엑스 공식 포토카드,MONSTA X Official Photocard,스타쉽엔터테인먼트,10,4500,55,25,18346,monsta x;photocard;kpop,0,ownerclan-com;domema-com;wiconseller-com
kpop-goods,18,더보이즈 공식 앨범 'PHANTASY : Pt.2 Sixth Sense',THE BOYZ Official Album 'PHANTASY : Pt.2 Sixth Sense',IST엔터테인먼트,28,13500,50,270,18346,the boyz;kpop album;boy group,0,domeggook-com;dometopia-com;sellmoa-com
kpop-goods,19,ATEEZ 공식 응원봉,ATEEZ Official Light Stick,KQ엔터테인먼트,62,29000,49,340,18346,ateez;lightstick;kpop,0,domeggook-com;supercat-co-kr;onchannel-co-kr
kpop-goods,20,K-POP 아이돌 공식 슬로건,K-POP Idol Official Slogan,케이타운포유,20,9000,55,100,18346,kpop slogan;idol goods;merchandise,0,domeggook-com;ownerclan-com;domema-com
kpop-goods,21,K-POP 그룹 공식 뱃지 세트,K-POP Group Official Badge Set,메이크스타,15,6500,58,70,18346,kpop badge;idol pin;collectible,0,domeggook-com;dometopia-com;sellmoa-com
kpop-goods,22,K-POP 아티스트 공식 포토북,K-POP Artist Official Photobook,위드드라마,35,16000,54,400,18346,kpop photobook;idol photo;korean celebrity,0,ownerclan-com;domema-com;onchannel-co-kr
kpop-goods,23,K-POP 콘서트 공식 티셔츠,K-POP Concert Official T-shirt,뮤직코리아,40,18000,55,250,18346,kpop t-shirt;concert merch;idol fashion,0,domeggook-com;supercat-co-kr;domewho-com
kpop-goods,24,K-POP 아이돌 공식 스티커 세트,K-POP Idol Official Sticker Set,디어마이뮤즈,8,3000,62,40,18346,kpop sticker;idol decal;merchandise,0,domeggook-com;ownerclan-com;dometopia-com
kpop-goods,25,K-POP 그룹 공식 엽서 세트,K-POP Group Official Postcard Set,사운드웨이브,12,5000,58,60,18346,kpop postcard;idol card;collectible,0,domeggook-com;sellmoa-com;domema-com
kpop-goods,26,K-POP 아티스트 공식 미니 배너,K-POP Artist Official Mini Banner,에버라인,18,8000,56,90,18346,kpop banner;idol display;merchandise,0,ownerclan-com;onchannel-co-kr;domewho-com
kpop-goods,27,K-POP 그룹 공식 마스크 스트랩,K-POP Group Official Mask Strap,비트로드,9,3500,61,30,18346,kpop mask strap;idol accessory;fashion,0,domeggook-com;dometopia-com;wiconseller-com
kpop-goods,28,K-POP 아이돌 공식 담요,K-POP Idol Official Blanket,뮤직플랜트,30,13000,57,450,18346,kpop blanket;idol merch;home goods,0,domeggook-com;supercat-co-kr;domematching-com
kpop-goods,29,K-POP 아티스트 공식 캘린더,K-POP Artist Official Calendar,조은뮤직,25,11000,56,300,18346,kpop calendar;idol planner;stationery,0,ownerclan-com;sellmoa-com;onchannel-co-kr
kpop-goods,30,K-POP 그룹 공식 에코백,K-POP Group Official Eco Bag,후즈팬 스토어,22,9500,57,180,18346,kpop eco bag;idol tote bag;fashion accessory,0,domeggook-com;dometopia-com;domema-com
trading-cards,1,포켓몬스터 카드 게임 확장팩 '스칼렛&바이올렛',Pokemon TCG Expansion Pack 'Scarlet & Violet',대원미디어,40,18000,55,150,183454,pokemon tcg;trading cards;korean version,0,domeggook-com;ownerclan-com;dometopia-com
trading-cards,2,유희왕 오피셜 카드 게임 스트럭처 덱,Yu-Gi-Oh! Official Card Game Structure Deck,대원미디어,25,11000,56,200,183454,yugioh;structure deck;tcg,5,domeggook-com;sellmoa-com;supercat-co-kr
trading-cards,3,매직 더 개더링 한국어판 부스터 팩,Magic: The Gathering Korean Booster Pack,코리아보드게임즈,15,6500,58,80,183454,mtg;korean magic;booster pack,0,domeggook-com;ownerclan-com;domema-com
trading-cards,4,디지몬 카드 게임 스타터 덱,Digimon Card Game Starter Deck,대원미디어,20,9000,55,180,183454,digimon tcg;starter deck;korean version,0,domeggook-com;dometopia-com;onchannel-co-kr
trading-cards,5,뱅가드 카드 게임 부스터 팩,Cardfight!! Vanguard Booster Pack,대원미디어,12,5000,58,70,183454,cardfight vanguard;booster pack;tcg,0,ownerclan-com;domema-com;domewho-com
trading-cards,6,포켓몬스터 카드 게임 프리미엄 컬렉션 박스,Pokemon TCG Premium Collection Box,대원미디어,60,28000,49,400,183454,pokemon collection;tcg box;korean exclusive,0,domeggook-com;ownerclan-com;supercat-co-kr
trading-cards,7,유희왕 오피셜 카드 게임 듀얼리스트 팩,Yu-Gi-Oh! Official Card Game Duelist Pack,대원미디어,18,8000,56,100,183454,yugioh pack;duelist pack;korean tcg,0,domeggook-com;dometopia-com;sellmoa-com
trading-cards,8,매직 더 개더링 한국어판 커맨더 덱,Magic: The Gathering Korean Commander Deck,코리아보드게임즈,45,20000,56,300,183454,mtg commander;korean magic;deck,0,domeggook-com;ownerclan-com;onchannel-co-kr
trading-cards,9,디지몬 카드 게임 어드밴스드 덱 세트,Digimon Card Game Advanced Deck Set,대원미디어,35,16000,54,250,183454,digimon deck;advanced set;tcg,0,domeggook-com;domema-com;domewho-com
