cat_slug,rank,name,url,rely,fit,slug,initials
k-beauty,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
k-beauty,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
k-beauty,3,화장품스토리,cosmeticstory.co.kr,4,5,cosmeticstory-co-kr,CS
k-beauty,4,Ktradehub,ktradehub.com,4,5,ktradehub-com,KT
k-beauty,5,UMMA,umma.io,4,5,umma-io,UM
k-beauty,6,화장품 도매마켓,beautynara.co.kr,3,5,beautynara-co-kr,HD
k-beauty,7,뷰티도매,beautydome.co.kr,3,4,beautydome-co-kr,BD
k-beauty,8,도매토피아,dometopia.com,4,3,dometopia-com,DT
k-beauty,9,K-BEAUTY HUB,k-beautyhub.com,3,5,k-beautyhub-com,KB
k-beauty,10,Shopme365,shopme365.com,2,4,shopme365-com,SM
k-pop-albums-goods,1,스타원몰,staronemall.com,4,5,staronemall-com,SW
k-pop-albums-goods,2,뮤직코리아,musickorea.asia,4,5,musickorea-asia,MK
k-pop-albums-goods,3,도매꾹,domeggook.com,5,4,domeggook-com,DM
k-pop-albums-goods,4,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
k-pop-albums-goods,5,도매토피아,dometopia.com,4,3,dometopia-com,DT
k-pop-albums-goods,6,사운드프레스,soundpress.kr,2,2,soundpress-kr,SP
k-pop-albums-goods,7,셀모아,sellmoa.com,3,3,sellmoa-com,SM
k-pop-albums-goods,8,지앤지커머스,gngcommerce.co.kr,3,2,gngcommerce-co-kr,GN
k-pop-albums-goods,9,케이팝스토어,kpopstore.co.kr,3,5,kpopstore-co-kr,KS
k-pop-albums-goods,10,위드뮤,withmuu.com,4,4,withmuu-com,WM
korean-instant-noodles,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
korean-instant-noodles,2,오너클랜,ownerclan.com,5,5,ownerclan-com,OC
korean-instant-noodles,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
korean-instant-noodles,4,비셀러,bseller.co.kr,3,4,bseller-co-kr,BS
korean-instant-noodles,5,두고,dgo.co.kr,3,4,dgo-co-kr,DG
korean-instant-noodles,6,셀모아,sellmoa.com,3,3,sellmoa-com,SM
korean-instant-noodles,7,온채널,onch3.co.kr,4,4,onch3-co-kr,OC
korean-instant-noodles,8,W쇼핑,wshopping.co.kr,3,3,wshopping-co-kr,WS
korean-instant-noodles,9,펀앤쇼핑,funn.co.kr,3,3,funn-co-kr,FN
korean-instant-noodles,10,이마트 B2B,b2b.emart.com,5,5,b2b-emart-com,EM
k-fashion-streetwear,1,신상마켓,sinsangmarket.kr,5,5,sinsangmarket-kr,SS
k-fashion-streetwear,2,링크샵스,linkshops.com,4,5,linkshops-com,LS
k-fashion-streetwear,3,에이피엠(apM),apm-style.com,4,5,apm-style-com,AM
k-fashion-streetwear,4,도매꾹,domeggook.com,5,4,domeggook-com,DM
k-fashion-streetwear,5,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
k-fashion-streetwear,6,남도마켓,ndmarket.co.kr,3,4,ndmarket-co-kr,ND
k-fashion-streetwear,7,골라라,gollala.com,3,4,gollala-com,GL
k-fashion-streetwear,8,셀업,cellup.com,3,4,cellup-com,CU
k-fashion-streetwear,9,도매토피아,dometopia.com,4,3,dometopia-com,DT
k-fashion-streetwear,10,케이클럽,k-club.co.kr,3,4,k-club-co-kr,KC
korean-snacks,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
korean-snacks,2,오너클랜,ownerclan.com,5,5,ownerclan-com,OC
korean-snacks,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
korean-snacks,4,비셀러,bseller.co.kr,3,4,bseller-co-kr,BS
korean-snacks,5,두고,dgo.co.kr,3,4,dgo-co-kr,DG
korean-snacks,6,온채널,onch3.co.kr,4,4,onch3-co-kr,OC
korean-snacks,7,셀모아,sellmoa.com,3,3,sellmoa-com,SM
korean-snacks,8,이마트 B2B,b2b.emart.com,5,5,b2b-emart-com,EM
korean-snacks,9,롯데마트 B2B,b2b.lottemart.com,5,5,b2b-lottemart-com,LM
korean-snacks,10,우리식자재,woorib2b.com,3,4,woorib2b-com,WR
k-stationery,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
k-stationery,2,오너클랜,ownerclan.com,5,5,ownerclan-com,OC
k-stationery,3,천유닷컴,1000za.kr,4,5,1000za-kr,CY
k-stationery,4,도매토피아,dometopia.com,4,4,dometopia-com,DT
k-stationery,5,알파몰,alpha.co.kr,4,4,alpha-co-kr,AP
k-stationery,6,드림디포,dreamdepot.co.kr,4,4,dreamdepot-co-kr,DD
k-stationery,7,스페셜오퍼,special-offer.co.kr,3,3,special-offer-co-kr,SO
k-stationery,8,셀모아,sellmoa.com,3,3,sellmoa-com,SM
k-stationery,9,도매몰,domemall.co.kr,3,3,domemall-co-kr,DM
k-stationery,10,텐바이텐 B2B,b2b.10x10.co.kr,4,5,b2b-10x10-co-kr,TT
korean-health-supplements,1,건온연B2B,gnub2b.com,4,5,gnub2b-com,GO
korean-health-supplements,2,엠에스굿포유B2B,msgoodforyou.com,4,5,msgoodforyou-com,MS
korean-health-supplements,3,건강산,b2b.health-san.com,3,5,b2b-health-san-com,GS
korean-health-supplements,4,도매꾹,domeggook.com,5,4,domeggook-com,DM
korean-health-supplements,5,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
korean-health-supplements,6,비셀러,bseller.co.kr,3,4,bseller-co-kr,BS
korean-health-supplements,7,두고,dgo.co.kr,3,4,dgo-co-kr,DG
korean-health-supplements,8,도매토피아,dometopia.com,4,3,dometopia-com,DT
korean-health-supplements,9,온채널,onch3.co.kr,4,3,onch3-co-kr,OC
korean-health-supplements,10,셀러메이트,sellermate.co.kr,3,3,sellermate-co-kr,SM
webtoon-manhwa-goods,1,도매꾹,domeggook.com,5,3,domeggook-com,DM
webtoon-manhwa-goods,2,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
webtoon-manhwa-goods,3,코믹프라자,comicplaza.co.kr,3,4,comicplaza-co-kr,CP
webtoon-manhwa-goods,4,애니통,anitong.com,3,4,anitong-com,AT
webtoon-manhwa-goods,5,도매토피아,dometopia.com,4,2,dometopia-com,DT
webtoon-manhwa-goods,6,셀모아,sellmoa.com,3,2,sellmoa-com,SM
webtoon-manhwa-goods,7,펀앤쇼핑,funn.co.kr,3,2,funn-co-kr,FN
webtoon-manhwa-goods,8,웹툰프렌즈,webtoonfriends.com,3,5,webtoonfriends-com,WF
webtoon-manhwa-goods,9,코믹존,comiczone.co.kr,3,4,comiczone-co-kr,CZ
webtoon-manhwa-goods,10,굿즈메이트,goodsmate.net,2,3,goodsmate-net,GM
korean-traditional-crafts,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
korean-traditional-crafts,2,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
korean-traditional-crafts,3,고향상회,gohyangmart.com,3,5,gohyangmart-com,GH
korean-traditional-crafts,4,샵오브코리아,shopofkorea.com,3,5,shopofkorea-com,SO
korean-traditional-crafts,5,도매토피아,dometopia.com,4,3,dometopia-com,DT
korean-traditional-crafts,6,온기프트,ongift.co.kr,3,4,ongift-co-kr,OG
korean-traditional-crafts,7,박씨상방,parkssisangbang.com,4,5,parkssisangbang-com,PS
korean-traditional-crafts,8,셀모아,sellmoa.com,3,2,sellmoa-com,SM
