cat_slug,rank,name,country,change,initials
k-beauty,1,메디큐브,KR,2,메디
k-beauty,2,설화수,KR,-1,설화
k-beauty,3,헤라,KR,0,헤라
k-beauty,4,이니스프리,KR,1,이니스
k-beauty,5,라네즈,KR,-2,라네
k-beauty,6,닥터자르트,KR,3,닥터
k-beauty,7,에뛰드,KR,0,에뛰
k-beauty,8,클리오,KR,1,클리
k-beauty,9,미샤,KR,-1,미샤
k-beauty,10,롬앤,KR,4,롬앤
k-beauty,11,페리페라,KR,-2,페리
k-beauty,12,아비브,KR,5,아비
k-beauty,13,조선미녀,KR,2,조선
k-beauty,14,코스알엑스,KR,-3,코스
k-beauty,15,넘버즈인,KR,1,넘버
k-beauty,16,마녀공장,KR,0,마녀
k-beauty,17,스킨푸드,KR,-2,스킨
k-beauty,18,어뮤즈,KR,3,어뮤
k-beauty,19,토니모리,KR,-1,토니
k-beauty,20,홀리카홀리카,KR,0,홀리
k-pop-albums-goods,1,위버스샵,KR,1,위버
k-pop-albums-goods,2,SMTOWN &STORE,KR,-1,SM
k-pop-albums-goods,3,YG SELECT,KR,0,YG
k-pop-albums-goods,4,JYP SHOP,KR,2,JY
k-pop-albums-goods,5,케이타운포유,KR,-1,케이
k-pop-albums-goods,6,알라딘,KR,0,알라
k-pop-albums-goods,7,YES24,KR,1,YE
k-pop-albums-goods,8,핫트랙스,KR,-1,핫트
k-pop-albums-goods,9,사운드웨이브,KR,3,사운
k-pop-albums-goods,10,뮤직플랜트,KR,0,뮤직
k-pop-albums-goods,11,애플뮤직,KR,-2,애플
k-pop-albums-goods,12,메이크스타,KR,1,메이
k-pop-albums-goods,13,에버라인,KR,2,에버
k-pop-albums-goods,14,디어마이뮤즈,KR,-1,디어
k-pop-albums-goods,15,위드뮤,KR,0,위드
k-pop-albums-goods,16,점프업,KR,3,점프
k-pop-albums-goods,17,조은뮤직,KR,-2,조은
k-pop-albums-goods,18,비트로드,KR,1,비트
k-pop-albums-goods,19,뮤직코리아,KR,0,뮤직
k-pop-albums-goods,20,CUBEE,KR,2,CU
korean-instant-noodles,1,농심,KR,0,농심
korean-instant-noodles,2,오뚜기,KR,1,오뚜
korean-instant-noodles,3,삼양,KR,-1,삼양
korean-instant-noodles,4,팔도,KR,0,팔도
korean-instant-noodles,5,신라면,KR,0,신라
korean-instant-noodles,6,진라면,KR,2,진라
korean-instant-noodles,7,불닭볶음면,KR,-1,불닭
korean-instant-noodles,8,짜파게티,KR,-1,짜파
korean-instant-noodles,9,너구리,KR,1,너구
korean-instant-noodles,10,안성탕면,KR,1,안성
korean-instant-noodles,11,팔도비빔면,KR,-2,팔도
korean-instant-noodles,12,삼양라면,KR,0,삼양
korean-instant-noodles,13,육개장 사발면,KR,2,육개
korean-instant-noodles,14,참깨라면,KR,-1,참깨
korean-instant-noodles,15,열라면,KR,1,열라
korean-instant-noodles,16,왕뚜껑,KR,0,왕뚜
korean-instant-noodles,17,컵누들,KR,3,컵누
korean-instant-noodles,18,진짬뽕,KR,-1,진짬
korean-instant-noodles,19,스낵면,KR,0,스낵
korean-instant-noodles,20,무파마,KR,2,무파
