rank,slug,name_kr,name_en,zone,change,comp,margin,summary
1,k-beauty,K-뷰티,K-Beauty,red,2,5,35,리들샷·PDRN 등 성분 중심 K-뷰티가 시장 견인. 신제품 사이클이 빨라 경쟁이 치열함.
2,k-pop-albums-goods,K팝 앨범/굿즈,K-pop Albums/Goods,red,0,5,25,포토카드 등 미공개 굿즈가 핵심. 팬덤 충성도는 높으나 공식 판매처와의 경쟁이 불가피함.
3,korean-instant-noodles,한국 라면,Korean Instant Noodles,red,-1,4,20,불닭볶음면 등 매운맛 챌린지 열풍 지속. 낮은 마진을 물량으로 극복해야 하는 박리다매 시장.
4,k-fashion-streetwear,K-패션 (스트릿웨어),K-fashion (Streetwear),red,1,5,40,빠른 트렌드 변화와 높은 반품율이 리스크. 인플루언서 마케팅이 성패를 좌우함.
5,korean-health-supplements,한국 건강기능식품,Korean Health Supplements,red,-2,4,50,"홍삼, 콜라겐, 유산균이 스테디셀러. 국가별 통관 및 인증 기준 확인이 필수적."
6,k-stationery,K-문구/다꾸,K-Stationery,blue,3,3,55,"감성적인 디자인의 스티커, 마스킹테이프 인기. 객단가가 낮아 합배송 전략이 유효함."
7,k-webtoon-goods,K-웹툰 굿즈,K-Webtoon Goods,blue,5,3,60,글로벌 팬덤을 보유한 웹툰 IP 기반 상품 수요 증가. 한정판 굿즈 소싱 능력이 관건.
8,korean-snacks,한국 과자,Korean Snacks,blue,1,3,30,"꼬북칩, 허니버터 아몬드 등 독특한 식감과 맛으로 인기. 유통기한 관리가 중요."
9,k-drama-props,K-드라마 소품,K-Drama Props,blue,0,2,65,드라마 흥행 시 단기적 수요 폭발. 방영 시점에 맞춰 빠르게 상품을 소싱하는 순발력이 필요.
10,korean-kitchenware,한국 주방용품,Korean Kitchenware,blue,-1,3,45,"돌솥, 수저세트 등 전통 아이템과 모던한 디자인의 제품이 동시 인기. 무겁고 파손 위험이 있어 포장에 유의."
11,k-pet-supplies,K-반려동물용품,K-Pet Supplies,blue,4,2,50,"디자인과 기능성을 겸비한 의류, 장난감 인기. '펫휴머니제이션' 트렌드에 부합하는 상품이 유망."
12,korean-traditional-crafts,한국 전통공예품,Korean Traditional Crafts,blue,-2,2,70,"나전칠기, 보자기 등 고가 상품군. 작품의 스토리텔링과 고급 포장 전략이 구매 전환율을 높임."
13,k-indie-music-vinyl,K-인디음악 바이닐(LP),K-Indie Music Vinyl,blue,1,2,55,소수의 열성 팬을 타겟으로 하는 틈새시장. 한정반 LP는 시간이 지날수록 가치가 상승함.
14,korean-baby-products,한국 유아용품,Korean Baby Products,blue,0,3,40,"안전 인증을 받은 오가닉 소재 의류, 디자인이 우수한 장난감 선호. 안전 규정 준수가 필수."
15,korean-tea-tisane,한국 전통차/블렌딩티,Korean Tea & Tisane,blue,2,3,60,웰니스 트렌드에 힘입어 건강 효능을 강조한 차 수요 증가. 선물용 패키지 구성이 효과적.
16,k-camping-gear,K-캠핑용품,K-Camping Gear,blue,-3,2,38,"경량화, 미니멀 디자인을 내세운 한국 브랜드들이 주목받는 중. 부피가 큰 상품의 배송비가 변수."
17,korean-eyewear,한국 안경테,Korean Eyewear,blue,1,4,50,트렌디한 디자인과 합리적인 가격이 강점. 가상 피팅 서비스 등 온라인 구매 장벽을 낮추는 노력이 필요.
18,custom-k-pop-keychains,커스텀 K팝 키링,Custom K-pop Keychains,blue,6,3,65,팬들이 직접 디자인에 참여하는 개인화 상품. 제작 기간과 고객 커뮤니케이션 관리가 중요.
19,korean-character-socks,한국 캐릭터 양말,Korean Character Socks,blue,-1,4,45,저렴하고 디자인이 다양해 충동구매나 합배송용으로 적합. 경쟁이 심해 차별화된 디자인 소싱이 필수.
20,korean-diy-kits,한국 DIY 키트,Korean DIY Kits,blue,2,2,58,"김치, 막걸리, 전통매듭 만들기 등 한국 문화를 체험할 수 있는 상품. 명확한 영어 설명서 제공이 필수."
