cat_slug,rank,name,url,rely,fit,slug,initials
kpop-goods,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
kpop-goods,2,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
kpop-goods,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
kpop-goods,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
kpop-goods,5,슈퍼캣,supercat.co.kr,4,3,supercat-co-kr,SC
kpop-goods,6,도매매,domema.com,5,4,domema-com,DM
kpop-goods,7,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
kpop-goods,8,위탁판매 소싱,sosing.kr,3,3,sosing-kr,WS
kpop-goods,9,도매창고,domewh.com,3,3,domewh-com,DC
kpop-goods,10,도매몰,domemall.co.kr,3,3,domemall-co-kr,DM
auto-parts,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
auto-parts,2,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
auto-parts,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
auto-parts,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
auto-parts,5,슈퍼캣,supercat.co.kr,4,3,supercat-co-kr,SC
auto-parts,6,도매매,domema.com,5,4,domema-com,DM
auto-parts,7,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
auto-parts,8,위탁판매 소싱,sosing.kr,3,3,sosing-kr,WS
auto-parts,9,도매창고,domewh.com,3,3,domewh-com,DC
auto-parts,10,도매몰,domemall.co.kr,3,3,domemall-co-kr,DM
drones,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
drones,2,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
drones,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
drones,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
drones,5,슈퍼캣,supercat.co.kr,4,3,supercat-co-kr,SC
drones,6,도매매,domema.com,5,4,domema-com,DM
drones,7,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
drones,8,위탁판매 소싱,sosing.kr,3,3,sosing-kr,WS
drones,9,도매창고,domewh.com,3,3,domewh-com,DC
drones,10,도매몰,domemall.co.kr,3,3,domemall-co-kr,DM
k-beauty-skincare,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
k-beauty-skincare,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
k-beauty-skincare,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
k-beauty-skincare,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
k-beauty-skincare,5,슈퍼캣,supercat.co.kr,4,4,supercat-co-kr,SC
k-beauty-skincare,6,도매매,domema.com,5,5,domema-com,DM
k-beauty-skincare,7,온채널,onchannel.co.kr,4,4,onchannel-co-kr,OC
k-beauty-skincare,8,위탁판매 소싱,sosing.kr,3,3,sosing-kr,WS
k-beauty-skincare,9,도매창고,domewh.com,3,3,domewh-com,DC
k-beauty-skincare,10,도매몰,domemall.co.kr,3,3,domemall-co-kr,DM
trading-cards,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
trading-cards,2,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
trading-cards,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
trading-cards,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
trading-cards,5,슈퍼캣,supercat.co.kr,4,3,supercat-co-kr,SC
trading-cards,6,도매매,domema.com,5,4,domema-com,DM
trading-cards,7,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
trading-cards,8,위탁판매 소싱,sosing.kr,3,3,sosing-kr,WS
trading-cards,9,도매창고,domewh.com,3,3,domewh-com,DC
trading-cards,10,도매몰,domemall.co.kr,3,3,domemall-co-kr,DM
k-fashion,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
k-fashion,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
k-fashion,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
k-fashion,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
k-fashion,5,슈퍼캣,supercat.co.kr,4,4,supercat-co-kr,SC
k-fashion,6,도매매,domema.com,5,5,domema-com,DM
k-fashion,7,온채널,onchannel.co.kr,4,4,onchannel-co-kr,OC
k-fashion,8,위탁판매 소싱,sosing.kr,3,3,sosing-kr,WS
k-fashion,9,도매창고,domewh.com,3,3,domewh-com,DC
k-fashion,10,도매몰,domemall.co.kr,3,3,domemall-co-kr,DM
k-beauty-devices,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
k-beauty-devices,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
k-beauty-devices,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
k-beauty-devices,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
k-beauty-devices,5,슈퍼캣,supercat.co.kr,4,4,supercat-co-kr,SC
k-beauty-devices,6,도매매,domema.com,5,5,domema-com,DM
k-beauty-devices,7,온채널,onchannel.co.kr,4,4,onchannel-co-kr,OC
k-beauty-devices,8,위탁판매 소싱,sosing.kr,3,3,sosing-kr,WS
k-beauty-devices,9,도매창고,domewh.com,3,3,domewh-com,DC
k-beauty-devices,10,도매몰,domemall.co.kr,3,3,domemall-co-kr,DM
mens-fashion,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
mens-fashion,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
mens-fashion,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
mens-fashion,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
mens-fashion,5,슈퍼캣,supercat.co.kr,4,4,supercat-co-kr,SC
mens-fashion,6,도매매,domema.com,5,5,domema-com,DM
mens-fashion,7,온채널,onchannel.co.kr,4,4,onchannel-co-kr,OC
mens-fashion,8,위탁판매 소싱,sosing.kr,3,3,sosing-kr,WS
mens-fashion,9,도매창고,domewh.com,3,3,domewh-com,DC
mens-fashion,10,도매몰,domemall.co.kr,3,3,domemall-co-kr,DM
lego-blocks,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
lego-blocks,2,오너클랜,ownerclan.com,5,3,ownerclan-com,OC
lego-blocks,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
lego-blocks,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
lego-blocks,5,슈퍼캣,supercat.co.kr,4,3,supercat-co-kr,SC
lego-blocks,6,도매매,domema.com,5,4,domema-com,DM
lego-blocks,7,온채널,onchannel.co.kr,4,3,onchannel-co-kr,OC
lego-blocks,8,위탁판매 소싱,sosing.kr,3,3,sosing-kr,WS
lego-blocks,9,도매창고,domewh.com,3,3,domewh-com,DC
lego-blocks,10,도매몰,domemall.co.kr,3,3,domemall-co-kr,DM
character-goods,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
character-goods,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
character-goods,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
character-goods,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
character-goods,5,슈퍼캣,supercat.co.kr,4,4,supercat-co-kr,SC
character-goods,6,도매매,domema.com,5,5,domema-com,DM
character-goods,7,온채널,onchannel.co.kr,4,4,onchannel-co-kr,OC
character-goods,8,위탁판매 소싱,sosing.kr,3,3,sosing-kr,WS
character-goods,9,도매창고,domewh.com,3,3,domewh-com,DC
character-goods,10,도매몰,domemall.co.kr,3,3,domemall-co-kr,DM
k-food,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
k-food,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
k-food,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
k-food,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
k-food,5,푸드엔,foodn.co.kr,4,5,foodn-co-kr,FN
k-food,6,식자재왕,sijawang.com,4,5,sijawang-com,SJ
k-food,7,캠프,camp.co.kr,3,4,camp-co-kr,CP
k-food,8,도매매,domema.com,4,4,domema-com,DM
k-food,9,도매몰,domemall.co.kr,3,4,domemall-co-kr,DM
k-food,10,에브리데이리테일,everydayretail.co.kr,3,4,everydayretail-co-kr,ER
k-beauty-makeup,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
k-beauty-makeup,2,오너클랜,ownerclan.com,5,5,ownerclan-com,OC
k-beauty-makeup,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
k-beauty-makeup,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
k-beauty-makeup,5,도매매,domema.com,4,4,domema-com,DM
k-beauty-makeup,6,도매몰,domemall.co.kr,3,4,domemall-co-kr,DM
k-beauty-makeup,7,미미박스 B2B,b2b.memebox.com,4,5,b2b-memebox-com,MB
k-beauty-makeup,8,코리아코스메틱,koreacosmetic.co.kr,3,5,koreacosmetic-co-kr,KC
k-beauty-makeup,9,뷰티앤비,beautyandb.co.kr,3,5,beautyandb-co-kr,BB
k-beauty-makeup,10,케이뷰티도매,kbeautydomae.com,3,5,kbeautydomae-com,KB
computer-parts,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
computer-parts,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
computer-parts,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
computer-parts,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
computer-parts,5,도매매,domema.com,4,4,domema-com,DM
computer-parts,6,컴퓨존,compuzone.co.kr,5,5,compuzone-co-kr,CZ
computer-parts,7,아이코다,icoda.co.kr,4,5,icoda-co-kr,IC
computer-parts,8,조이젠,joyzen.co.kr,4,5,joyzen-co-kr,JZ
computer-parts,9,피씨포올,pc4all.co.kr,3,5,pc4all-co-kr,PF
computer-parts,10,도매몰,domemall.co.kr,3,3,domemall-co-kr,DM
smartphone-acc,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
smartphone-acc,2,오너클랜,ownerclan.com,5,5,ownerclan-com,OC
smartphone-acc,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
smartphone-acc,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
smartphone-acc,5,도매매,domema.com,4,4,domema-com,DM
smartphone-acc,6,도매몰,domemall.co.kr,3,4,domemall-co-kr,DM
smartphone-acc,7,폰케이스 도매,phonecase-domae.com,3,5,phonecase-domae-com,PD
smartphone-acc,8,모바일악세사리 도매,mobileacc.co.kr,3,5,mobileacc-co-kr,MA
smartphone-acc,9,슈퍼캣,supercat.co.kr,3,4,supercat-co-kr,SC
smartphone-acc,10,스마트폰 도매,smartphonedomae.com,3,5,smartphonedomae-com,SD
k-beauty-haircare,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
k-beauty-haircare,2,오너클랜,ownerclan.com,5,5,ownerclan-com,OC
k-beauty-haircare,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
k-beauty-haircare,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
k-beauty-haircare,5,도매매,domema.com,4,4,domema-com,DM
k-beauty-haircare,6,도매몰,domemall.co.kr,3,4,domemall-co-kr,DM
k-beauty-haircare,7,코리아코스메틱,koreacosmetic.co.kr,3,5,koreacosmetic-co-kr,KC
k-beauty-haircare,8,뷰티앤비,beautyandb.co.kr,3,5,beautyandb-co-kr,BB
k-beauty-haircare,9,케이뷰티도매,kbeautydomae.com,3,5,kbeautydomae-com,KB
k-beauty-haircare,10,헤어짱,hairzzang.co.kr,3,5,hairzzang-co-kr,HZ
inner-beauty,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
inner-beauty,2,오너클랜,ownerclan.com,5,5,ownerclan-com,OC
inner-beauty,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
inner-beauty,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
inner-beauty,5,도매매,domema.com,4,4,domema-com,DM
inner-beauty,6,도매몰,domemall.co.kr,3,4,domemall-co-kr,DM
inner-beauty,7,건강기능식품 도매,healthfooddomae.com,3,5,healthfooddomae-com,HD
inner-beauty,8,비타민샵,vitaminshop.co.kr,4,5,vitaminshop-co-kr,VS
inner-beauty,9,헬스앤뷰티 도매,hnbsupply.com,3,5,hnbsupply-com,HB
inner-beauty,10,메디컬푸드,medicalfood.co.kr,3,5,medicalfood-co-kr,MF
figures-collectibles,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
figures-collectibles,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
figures-collectibles,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
figures-collectibles,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
figures-collectibles,5,도매매,domema.com,4,4,domema-com,DM
figures-collectibles,6,도매몰,domemall.co.kr,3,4,domemall-co-kr,DM
figures-collectibles,7,토이저러스 B2B,b2b.toysrus.co.kr,4,5,b2b-toysrus-co-kr,TR
figures-collectibles,8,피규어프렌즈,figurefriends.co.kr,3,5,figurefriends-co-kr,FF
figures-collectibles,9,건담샵,gundamshop.co.kr,3,5,gundamshop-co-kr,GS
figures-collectibles,10,애니통,anitong.co.kr,3,5,anitong-co-kr,AT
k-stationery,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
k-stationery,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
k-stationery,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
k-stationery,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
k-stationery,5,천유닷컴,1000za.kr,4,5,1000za-kr,CY
k-stationery,6,도매매,domema.com,4,4,domema-com,DM
k-stationery,7,도매몰,domemall.co.kr,3,4,domemall-co-kr,DM
k-stationery,8,모닝글로리 도매,mgstore.co.kr,4,5,mgstore-co-kr,MG
k-stationery,9,알파문구 B2B,b2b.alpha.co.kr,4,5,b2b-alpha-co-kr,AM
k-stationery,10,아트박스 B2B,b2b.artbox.co.kr,4,5,b2b-artbox-co-kr,AB
auto-accessories,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
auto-accessories,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
auto-accessories,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
auto-accessories,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
auto-accessories,5,도매매,domema.com,4,4,domema-com,DM
auto-accessories,6,도매몰,domemall.co.kr,3,4,domemall-co-kr,DM
auto-accessories,7,카앤피플,carnpeople.co.kr,4,5,carnpeople-co-kr,CP
auto-accessories,8,오토앤,auton.co.kr,4,5,auton-co-kr,AN
auto-accessories,9,차량용품 도매,caritemdomae.com,3,5,caritemdomae-com,CD
auto-accessories,10,슈퍼캣,supercat.co.kr,3,4,supercat-co-kr,SC
camping-gear,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
camping-gear,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
camping-gear,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
camping-gear,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
camping-gear,5,도매매,domema.com,4,4,domema-com,DM
camping-gear,6,도매몰,domemall.co.kr,3,4,domemall-co-kr,DM
camping-gear,7,캠핑온,campingon.co.kr,4,5,campingon-co-kr,CO
camping-gear,8,캠핑트리,camptree.co.kr,3,5,camptree-co-kr,CT
camping-gear,9,고릴라캠핑,gorillacamping.com,3,5,gorillacamping-com,GC
camping-gear,10,캠핑용품 도매,campingdomae.com,3,5,campingdomae-com,CD
golf-gear,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
golf-gear,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
golf-gear,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
golf-gear,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
golf-gear,5,골프존마켓,golfzonmarket.com,5,5,golfzonmarket-com,GM
golf-gear,6,골프샵,golfshop.co.kr,4,5,golfshop-co-kr,GS
golf-gear,7,골프몬,golfmon.co.kr,4,5,golfmon-co-kr,GM
golf-gear,8,골프스카이,golfsky.co.kr,4,5,golfsky-co-kr,GS
golf-gear,9,골프프렌드,golffriend.co.kr,4,5,golffriend-co-kr,GF
golf-gear,10,도매매,domema.com,4,3,domema-com,DM
webtoon-goods,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
webtoon-goods,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
webtoon-goods,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
webtoon-goods,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
webtoon-goods,5,카카오프렌즈샵,store.kakaofriends.com,5,5,store-kakaofriends-com,KF
webtoon-goods,6,라인프렌즈,store.linefriends.com,5,5,store-linefriends-com,LF
webtoon-goods,7,스마트스토어,smartstore.naver.com,5,4,smartstore-naver-com,SS
webtoon-goods,8,텐바이텐,10x10.co.kr,4,4,10x10-co-kr,TB
webtoon-goods,9,아트박스,artboxmall.com,4,4,artboxmall-com,AB
webtoon-goods,10,도매매,domema.com,4,3,domema-com,DM
kdrama-goods,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
kdrama-goods,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
kdrama-goods,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
kdrama-goods,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
kdrama-goods,5,스마트스토어,smartstore.naver.com,5,4,smartstore-naver-com,SS
kdrama-goods,6,텐바이텐,10x10.co.kr,4,4,10x10-co-kr,TB
kdrama-goods,7,아트박스,artboxmall.com,4,4,artboxmall-com,AB
kdrama-goods,8,도매매,domema.com,4,3,domema-com,DM
kdrama-goods,9,고투몰,gotomall.kr,4,3,gotomall-kr,GM
kdrama-goods,10,남대문도매,ndm.kr,4,3,ndm-kr,ND
kitchen-ware,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
kitchen-ware,2,오너클랜,ownerclan.com,5,5,ownerclan-com,OC
kitchen-ware,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
kitchen-ware,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
kitchen-ware,5,주방용품도매,jubang.co.kr,4,5,jubang-co-kr,JD
kitchen-ware,6,키친아트,kitchenart.co.kr,4,5,kitchenart-co-kr,KA
kitchen-ware,7,한샘몰,mall.hanssem.com,5,4,mall-hanssem-com,HM
kitchen-ware,8,리빙도매,livingdome.co.kr,3,4,livingdome-co-kr,LD
kitchen-ware,9,도매매,domema.com,4,4,domema-com,DM
kitchen-ware,10,슈퍼캣,supercat.co.kr,4,3,supercat-co-kr,SC
pet-supplies,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
pet-supplies,2,오너클랜,ownerclan.com,5,5,ownerclan-com,OC
pet-supplies,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
pet-supplies,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
pet-supplies,5,펫프렌즈,petfriends.co.kr,5,5,petfriends-co-kr,PF
pet-supplies,6,인터파크 펫,pet.interpark.com,5,4,pet-interpark-com,IP
pet-supplies,7,펫박스,petbox.kr,4,5,petbox-kr,PB
pet-supplies,8,도매매,domema.com,4,4,domema-com,DM
pet-supplies,9,슈퍼캣,supercat.co.kr,4,3,supercat-co-kr,SC
pet-supplies,10,펫츠비,petsbe.com,4,5,petsbe-com,PB
esports-merch,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
esports-merch,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
esports-merch,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
esports-merch,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
esports-merch,5,리그오브레전드 공식 스토어,kr.riotgamesmerch.com,5,5,kr-riotgamesmerch-com,LS
esports-merch,6,스마트스토어,smartstore.naver.com,5,4,smartstore-naver-com,SS
esports-merch,7,쿠팡,coupang.com,5,3,coupang-com,CP
esports-merch,8,도매매,domema.com,4,3,domema-com,DM
esports-merch,9,G마켓,gmarket.co.kr,5,3,gmarket-co-kr,GM
esports-merch,10,옥션,auction.co.kr,5,3,auction-co-kr,OC
home-decor,1,도매꾹,domeggook.com,5,5,domeggook-com,DM
home-decor,2,오너클랜,ownerclan.com,5,5,ownerclan-com,OC
home-decor,3,도매토피아,dometopia.com,4,4,dometopia-com,DT
home-decor,4,셀모아,sellmoa.com,4,4,sellmoa-com,SM
home-decor,5,오늘의집,ohou.se,5,5,ohou-se,OH
home-decor,6,한샘몰,mall.hanssem.com,5,5,mall-hanssem-com,HM
home-decor,7,이케아 코리아,ikea.com/kr/ko,5,5,ikea-com-kr-ko,IK
home-decor,8,리빙도매,livingdome.co.kr,3,4,livingdome-co-kr,LD
home-decor,9,도매매,domema.com,4,4,domema-com,DM
home-decor,10,슈퍼캣,supercat.co.kr,4,3,supercat-co-kr,SC
fishing-gear,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
fishing-gear,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
fishing-gear,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
fishing-gear,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
fishing-gear,5,피싱앤피플,fishingnpeople.com,4,5,fishingnpeople-com,FP
fishing-gear,6,낚시용품 도매,fishingdome.co.kr,3,5,fishingdome-co-kr,FD
fishing-gear,7,피싱그룹,fishinggroup.co.kr,4,5,fishinggroup-co-kr,FG
fishing-gear,8,도매매,domema.com,4,3,domema-com,DM
fishing-gear,9,슈퍼캣,supercat.co.kr,4,3,supercat-co-kr,SC
fishing-gear,10,G마켓,gmarket.co.kr,5,3,gmarket-co-kr,GM
modern-hanbok,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
modern-hanbok,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
modern-hanbok,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
modern-hanbok,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
modern-hanbok,5,리슬,leesle.com,4,5,leesle-com,LS
modern-hanbok,6,차이킴,tchaikim.co.kr,4,5,tchaikim-co-kr,CK
modern-hanbok,7,하플리,happly.co.kr,4,5,happly-co-kr,HP
modern-hanbok,8,도매매,domema.com,4,3,domema-com,DM
modern-hanbok,9,고투몰,gotomall.kr,4,3,gotomall-kr,GM
modern-hanbok,10,남대문도매,ndm.kr,4,3,ndm-kr,ND
traditional-craft,1,도매꾹,domeggook.com,5,4,domeggook-com,DM
traditional-craft,2,오너클랜,ownerclan.com,5,4,ownerclan-com,OC
traditional-craft,3,도매토피아,dometopia.com,4,3,dometopia-com,DT
traditional-craft,4,셀모아,sellmoa.com,4,3,sellmoa-com,SM
traditional-craft,5,K-공예,k-craft.kr,4,5,k-craft-kr,KC
traditional-craft,6,한국문화재재단,koreancraft.org,5,5,koreancraft-org,KM
traditional-craft,7,국립민속박물관,nfm.go.kr,5,4,nfm-go-kr,NM
traditional-craft,8,도매매,domema.com,4,3,domema-com,DM
traditional-craft,9,아이디어스,idus.com,4,4,idus-com,ID
traditional-craft,10,고투몰,gotomall.kr,4,3,gotomall-kr,GM
