cat_slug,rank,name,name_en,brand,ebay_usd,krw,margin,weight_g,ebay_cat_id,seo_tags,change,source_slugs
kpop-goods,1,BTS 포토카드 세트,BTS Photocards Set,위버스샵,25.99,12000,54,80,183460,kpop;bts;photocards,0,domeggook-com;ownerclan-com;supercat-co-kr
kpop-goods,2,BLACKPINK 응원봉,BLACKPINK Light Stick,YG SELECT,65,30000,48,350,183460,blackpink;lightstick;kpop,0,domeggook-com;dometopia-com;sellmoa-com
kpop-goods,3,NCT 앨범 (랜덤 커버),NCT Album (Random Cover),SMTOWN &STORE,35.5,18000,45,280,183460,nct;kpop album;smtown,0,ownerclan-com;domema-com;onchannel-co-kr
kpop-goods,4,스트레이 키즈 미니 앨범,Stray Kids Mini Album,케이타운포유,29.99,15000,47,250,183460,stray kids;kpop;album,0,domeggook-com;sellmoa-com;sosing-kr
kpop-goods,5,아이브 시즌 그리팅,IVE Season's Greetings,사운드웨이브,55,28000,49,450,183460,ive;seasons greetings;kpop,0,ownerclan-com;domewh-com;domemall-co-kr
kpop-goods,6,TXT 공식 포스터,TXT Official Poster,위버스샵,15.99,7000,56,100,183460,txt;kpop poster;official,0,domeggook-com;ownerclan-com;supercat-co-kr
kpop-goods,7,르세라핌 미니 포토카드,LE SSERAFIM Mini Photocards,메이크스타,12.5,5500,55,50,183460,le sserafim;photocards;kpop,0,domeggook-com;dometopia-com;sellmoa-com
kpop-goods,8,뉴진스 앨범 (위버스 버전),NewJeans Album (Weverse Version),위버스샵,28,14000,48,200,183460,newjeans;kpop album;weverse,0,ownerclan-com;domema-com;onchannel-co-kr
kpop-goods,9,세븐틴 캐럿봉,SEVENTEEN Carat Bong,위버스샵,70,32000,54,400,183460,seventeen;carat bong;lightstick,0,domeggook-com;sellmoa-com;sosing-kr
kpop-goods,10,엔하이픈 포토카드 바인더,ENHYPEN Photocard Binder,위버스샵,22,10000,54,150,183460,enhypen;photocard binder;kpop,0,ownerclan-com;domewh-com;domemall-co-kr
kpop-goods,11,K-POP 아이돌 공식 슬로건,K-POP Idol Official Slogan,알라딘,19.99,9000,55,120,183460,kpop slogan;official merch;idol,0,domeggook-com;ownerclan-com;supercat-co-kr
kpop-goods,12,K-POP 그룹 키링,K-POP Group Keychain,YES24,10.5,4500,57,40,183460,kpop keychain;idol merch;official,0,domeggook-com;dometopia-com;sellmoa-com
kpop-goods,13,K-POP 아이돌 스티커 팩,K-POP Idol Sticker Pack,위드뮤,8.99,3800,58,30,183460,kpop stickers;idol;deco,0,ownerclan-com;domema-com;onchannel-co-kr
kpop-goods,14,K-POP 앨범 포스터,K-POP Album Poster,뮤직코리아,14,6000,57,90,183460,kpop poster;album merch;official,0,domeggook-com;sellmoa-com;sosing-kr
kpop-goods,15,K-POP 아이돌 배지 세트,K-POP Idol Badge Set,코코다이브,9.5,4000,58,50,183460,kpop badge;idol pin;merch,0,ownerclan-com;domewh-com;domemall-co-kr
kpop-goods,16,K-POP 아이돌 공식 엽서,K-POP Idol Official Postcard,비트로드,7.99,3500,56,30,183460,kpop postcard;official;idol,0,domeggook-com;ownerclan-com;supercat-co-kr
kpop-goods,17,K-POP 아이돌 포토북,K-POP Idol Photobook,에버라인,40,20000,50,400,183460,kpop photobook;idol;official,0,domeggook-com;dometopia-com;sellmoa-com
kpop-goods,18,K-POP 아이돌 미니 등신대,K-POP Idol Mini Standee,디어마이뮤즈,16.5,7500,55,70,183460,kpop standee;idol merch;mini,0,ownerclan-com;domema-com;onchannel-co-kr
kpop-goods,19,K-POP 아이돌 공식 티셔츠,K-POP Idol Official T-shirt,SMTOWN &STORE,38,19000,50,250,183460,kpop t-shirt;official;idol fashion,0,domeggook-com;sellmoa-com;sosing-kr
kpop-goods,20,K-POP 아이돌 담요,K-POP Idol Blanket,YG SELECT,45,22000,51,480,183460,kpop blanket;idol merch;official,0,ownerclan-com;domewh-com;domemall-co-kr
kpop-goods,21,K-POP 아이돌 마스킹 테이프,K-POP Idol Masking Tape,케이타운포유,6.99,3000,57,30,183460,kpop tape;idol deco;stationery,0,domeggook-com;ownerclan-com;supercat-co-kr
kpop-goods,22,K-POP 아이돌 포토카드 홀더,K-POP Idol Photocard Holder,사운드웨이브,13,5800,55,60,183460,photocard holder;kpop;idol,0,domeggook-com;dometopia-com;sellmoa-com
kpop-goods,23,K-POP 아이돌 미니 포스터,K-POP Idol Mini Poster,메이크스타,9,4000,55,40,183460,kpop mini poster;idol;merch,0,ownerclan-com;domema-com;onchannel-co-kr
kpop-goods,24,K-POP 아이돌 핀버튼,K-POP Idol Pin Button,애플뮤직,5.5,2300,58,20,183460,kpop pin;idol badge;merch,0,domeggook-com;sellmoa-com;sosing-kr
kpop-goods,25,K-POP 아이돌 아크릴 스탠드,K-POP Idol Acrylic Stand,뮤직코리아,18,8000,56,80,183460,kpop acrylic;idol standee;merch,0,ownerclan-com;domewh-com;domemall-co-kr
kpop-goods,26,K-POP 아이돌 포토카드 앨범,K-POP Idol Photocard Album,알라딘,20,9000,55,180,183460,photocard album;kpop;collector,0,domeggook-com;ownerclan-com;supercat-co-kr
