cat_slug,rank,name,country,change,initials
kpop-goods,1,Weverse Shop,KR,0,위버스
kpop-goods,2,Ktown4u,KR,0,케이
kpop-goods,3,Music Korea,KR,0,뮤직
kpop-goods,4,Soundwave,KR,0,사운
kpop-goods,5,Apple Music,KR,0,애플
kpop-goods,6,Hottracks,KR,0,핫트
kpop-goods,7,Aladin,KR,0,알라
kpop-goods,8,YES24,KR,0,예스
kpop-goods,9,WITHMUU,KR,2,위드
kpop-goods,10,Everline,KR,0,에버
kpop-goods,11,Dear My Muse,KR,0,디어
kpop-goods,12,Makestar,KR,0,메이
kpop-goods,13,YG SELECT,KR,-10,YG
kpop-goods,14,SMTOWN &STORE,KR,-10,SM
kpop-goods,15,Beatroad,KR,0,비트
kpop-goods,16,Music&Drama,KR,0,뮤앤
kpop-goods,17,Whosfan Store,KR,0,후즈
kpop-goods,18,COKODIVE,KR,-8,코코
kpop-goods,19,KPOPMERCH,KR,0,케이
kpop-goods,20,Jump Up ENT,KR,0,점프
trading-cards,1,Pokémon TCG Korea,KR,0,포켓
trading-cards,2,Daewon Media,KR,0,대원
trading-cards,3,Yu-Gi-Oh! OCG,KR/JP,0,유희
trading-cards,4,Digimon Card Game,KR/JP,0,디지
trading-cards,5,One Piece Card Game,KR/JP,0,원피
trading-cards,6,Cardfight!! Vanguard,KR/JP,0,뱅가
trading-cards,7,Korea Boardgames,KR,0,코리
trading-cards,8,TCG Shop,KR,0,TC
trading-cards,9,Card Castle,KR,0,카드
trading-cards,10,Hobby Game Mall,KR,0,하비
trading-cards,11,Red Dice,KR,0,레드
trading-cards,12,TCG Korea,KR,0,티씨
trading-cards,13,Card N Yang,KR,0,카냥
trading-cards,14,Nivel Arena,KR,0,니벨
trading-cards,15,Duel Mall,KR,0,듀얼
trading-cards,16,TCG Box,KR,0,티씨
trading-cards,17,Magic: The Gathering Korea,KR/US,0,매직
trading-cards,18,Weiss Schwarz Korea,KR/JP,0,바이
trading-cards,19,Rolling Dice,KR,0,롤링
trading-cards,20,Kindle Shop,KR,0,킨들
k-beauty-skincare,1,COSRX,KR,0,코스
k-beauty-skincare,2,Round Lab,KR,0,라운
k-beauty-skincare,3,Dr.Jart+,KR,0,닥터
k-beauty-skincare,4,Laneige,KR,0,라네
k-beauty-skincare,5,Sulwhasoo,KR,0,설화
k-beauty-skincare,6,Innisfree,KR,0,이니스
k-beauty-skincare,7,Beauty of Joseon,KR,0,조선
k-beauty-skincare,8,Anua,KR,0,아누
k-beauty-skincare,9,Aestura,KR,0,에스
k-beauty-skincare,10,Torriden,KR,0,토리
k-beauty-skincare,11,Manyo Factory,KR,0,마녀
k-beauty-skincare,12,Mediheal,KR,0,메디
k-beauty-skincare,13,SKIN1004,KR,0,스킨
k-beauty-skincare,14,numbuzin,KR,0,넘버
k-beauty-skincare,15,Abib,KR,0,아비
k-beauty-skincare,16,d'Alba,KR,0,달바
k-beauty-skincare,17,IOPE,KR,0,아이
k-beauty-skincare,18,Hera,KR,0,헤라
k-beauty-skincare,19,Isntree,KR,0,이즈
k-beauty-skincare,20,Medicube,KR,0,메디
auto-parts,1,Hyundai Mobis,KR,0,현대
auto-parts,2,Hyundai Transys,KR,0,현대
auto-parts,3,Hyundai Wia,KR,0,현대
auto-parts,4,Hanon Systems,KR,0,한온
auto-parts,5,HL Mando,KR,0,HL
auto-parts,6,Hankook Tire & Technology,KR,0,한국
auto-parts,7,Kumho Tire,KR,0,금호
auto-parts,8,Nexen Tire,KR,0,넥센
auto-parts,9,SL Corporation,KR,0,SL
auto-parts,10,Yura Corporation,KR,0,유라
auto-parts,11,Pyeong Hwa Automotive (PHA),KR,0,평화
auto-parts,12,Hwashin,KR,0,화신
auto-parts,13,Hyundai Kefico,KR,0,현대
auto-parts,14,Sangsin Brake,KR,0,상신
auto-parts,15,Kyungshin,KR,0,경신
auto-parts,16,Sebang Global Battery,KR,0,세방
auto-parts,17,Robert Bosch Korea,KR/DE,0,보쉬
auto-parts,18,Denso Korea,KR/JP,0,덴소
auto-parts,19,Continental Automotive Korea,KR/DE,0,콘티
auto-parts,20,Valeo Pyeong Hwa,KR/FR,0,발레
k-fashion,1,Musinsa,KR,0,무신
k-fashion,2,ADER Error,KR,0,아더
k-fashion,3,Gentle Monster,KR,0,젠틀
k-fashion,4,thisisneverthat,KR,0,디스
k-fashion,5,Mardi Mercredi,KR,0,마르
k-fashion,6,Matin Kim,KR,0,마뗑
k-fashion,7,Covernat,KR,0,커버
k-fashion,8,Andersson Bell,KR,0,앤더
k-fashion,9,W Concept,KR,0,W컨
k-fashion,10,29CM,KR,6,29
k-fashion,11,KREAM,KR,0,크림
k-fashion,12,LMC,KR,-1,LM
k-fashion,13,Low Classic,KR,0,로우
k-fashion,14,OIOI Collection,KR,0,오아
k-fashion,15,Nerdy,KR,0,널디
k-fashion,16,Kijun,KR,0,기준
k-fashion,17,MISCHIEF,KR,0,미스
k-fashion,18,Insilence,KR,0,인사
k-fashion,19,Mahagrid,KR,0,마하
k-fashion,20,SOLDOUT,KR,0,솔드
figures-collectibles,1,Kakao Friends,KR,0,카카
figures-collectibles,2,Line Friends,KR,0,라인
figures-collectibles,3,BT21,KR,0,BT
figures-collectibles,4,Blitzway,KR,0,블리
