cat_slug,rank,name,name_en,brand,ebay_usd,krw,margin,weight_g,ebay_cat_id,seo_tags,change,source_slugs
kpop-goods,1,방탄소년단 (BTS) 공식 포토카드 세트,BTS Official Photocard Set,Weverse Shop,35.99,15000,55,80,18460,kpop;bts;photocard,0,domeggook-com;ownerclan-com;dometopia-com
kpop-goods,2,블랙핑크 (BLACKPINK) 공식 응원봉,BLACKPINK Official Light Stick,YG SELECT,65,28000,48,350,18460,blackpink;lightstick;kpop merch,0,domeggook-com;sellmoa-com;domemae-com
kpop-goods,3,스트레이 키즈 (Stray Kids) 앨범 '5-STAR',Stray Kids Album '5-STAR',JYP Entertainment,28.99,12000,52,250,18460,stray kids;kpop album;5-star,0,ownerclan-com;onchannel-co-kr;domewh-com
kpop-goods,4,뉴진스 (NewJeans) 공식 앨범 'Get Up',NewJeans Official Album 'Get Up',ADOR,32.5,14000,49,280,18460,newjeans;kpop;get up album,0,domeggook-com;dometopia-com;domemae-com
kpop-goods,5,세븐틴 (SEVENTEEN) 캐럿봉 (응원봉),SEVENTEEN Carat Bong (Light Stick),Pledis Entertainment,60,26000,47,380,18460,seventeen;caratbong;kpop lightstick,0,ownerclan-com;sellmoa-com;domemall-co-kr
kpop-goods,6,아이브 (IVE) 공식 앨범 'I've IVE',IVE Official Album 'I've IVE',Starship Entertainment,29.99,13000,50,260,18460,ive;kpop album;i've ive,0,domeggook-com;onchannel-co-kr;domewh-com
kpop-goods,7,NCT 공식 응원봉,NCT Official Light Stick,SMTOWN &STORE,58,25000,48,370,18460,nct;lightstick;kpop merch,0,domeggook-com;ownerclan-com;domemae-com
kpop-goods,8,투모로우바이투게더 (TXT) 공식 포토카드,TXT Official Photocard,Weverse Shop,15.99,6500,58,50,18460,txt;photocard;kpop,0,domeggook-com;dometopia-com;sellmoa-com
kpop-goods,9,르세라핌 (LE SSERAFIM) 공식 앨범 'UNFORGIVEN',LE SSERAFIM Official Album 'UNFORGIVEN',Source Music,27.99,11500,53,240,18460,le sserafim;unforgiven;kpop album,0,ownerclan-com;onchannel-co-kr;domewh-com
kpop-goods,10,에스파 (aespa) 공식 응원봉,aespa Official Light Stick,SMTOWN &STORE,55,24000,46,360,18460,aespa;lightstick;kpop merch,0,domeggook-com;domemae-com;domemall-co-kr
kpop-goods,11,K-POP 아이돌 공식 슬로건,K-POP Idol Official Slogan,Weverse Shop,22,9000,59,150,18460,kpop slogan;idol merch;official goods,0,domeggook-com;ownerclan-com;dometopia-com
kpop-goods,12,K-POP 아이돌 공식 키링,K-POP Idol Official Keyring,YG SELECT,18,7500,58,70,18460,kpop keyring;idol merch;official goods,0,domeggook-com;sellmoa-com;domemae-com
kpop-goods,13,K-POP 아이돌 공식 배지,K-POP Idol Official Badge,SMTOWN &STORE,12,5000,58,30,18460,kpop badge;idol merch;official goods,0,ownerclan-com;onchannel-co-kr;domewh-com
kpop-goods,14,K-POP 아이돌 공식 포스터,K-POP Idol Official Poster,Weverse Shop,19.99,8000,60,100,18460,kpop poster;idol merch;official goods,0,domeggook-com;dometopia-com;domemae-com
kpop-goods,15,K-POP 아이돌 공식 엽서 세트,K-POP Idol Official Postcard Set,Ktown4u,14.5,6000,58,60,18460,kpop postcard;idol merch;official goods,0,domeggook-com;sellmoa-com;domemall-co-kr
kpop-goods,16,K-POP 아이돌 공식 스티커 팩,K-POP Idol Official Sticker Pack,Music Korea,10.99,4500,59,40,18460,kpop sticker;idol merch;official goods,0,ownerclan-com;onchannel-co-kr;domewh-com
kpop-goods,17,K-POP 아이돌 공식 미니 포토북,K-POP Idol Official Mini Photobook,Soundwave,25,10000,60,180,18460,kpop photobook;idol merch;official goods,0,domeggook-com;dometopia-com;domemae-com
kpop-goods,18,K-POP 아이돌 공식 담요,K-POP Idol Official Blanket,Apple Music,45,19000,57,450,18460,kpop blanket;idol merch;official goods,0,domeggook-com;sellmoa-com;domemall-co-kr
kpop-goods,19,K-POP 아이돌 공식 티셔츠,K-POP Idol Official T-shirt,Hottracks,38,16000,57,300,18460,kpop t-shirt;idol merch;official goods,0,ownerclan-com;onchannel-co-kr;domewh-com
kpop-goods,20,K-POP 아이돌 공식 컵홀더,K-POP Idol Official Cupholder,Aladin,16,6800,57,90,18460,kpop cupholder;idol merch;official goods,0,domeggook-com;dometopia-com;domemae-com
kpop-goods,21,K-POP 아이돌 공식 폰케이스,K-POP Idol Official Phone Case,YES24,29,12000,59,120,18460,kpop phone case;idol merch;official goods,0,domeggook-com;sellmoa-com;domemall-co-kr
kpop-goods,22,K-POP 아이돌 공식 에코백,K-POP Idol Official Eco Bag,WITHMUU,28,11500,59,200,18460,kpop eco bag;idol merch;official goods,0,ownerclan-com;onchannel-co-kr;domewh-com
kpop-goods,23,K-POP 아이돌 공식 인형,K-POP Idol Official Plush Doll,Everline,40,17000,57,300,18460,kpop doll;idol merch;official goods,0,domeggook-com;dometopia-com;domemae-com
kpop-goods,24,K-POP 아이돌 공식 캘린더,K-POP Idol Official Calendar,Dear My Muse,30,12500,58,250,18460,kpop calendar;idol merch;official goods,0,domeggook-com;sellmoa-com;domemall-co-kr
kpop-goods,25,K-POP 아이돌 공식 파우치,K-POP Idol Official Pouch,Makestar,20,8500,57,100,18460,kpop pouch;idol merch;official goods,0,ownerclan-com;onchannel-co-kr;domewh-com
kpop-goods,26,K-POP 아이돌 공식 노트,K-POP Idol Official Notebook,YG SELECT,15,6000,60,150,18460,kpop notebook;idol merch;official goods,0,domeggook-com;dometopia-com;domemae-com
kpop-goods,27,K-POP 아이돌 공식 볼펜,K-POP Idol Official Ballpoint Pen,SMTOWN &STORE,10,4000,60,50,18460,kpop pen;idol merch;official goods,0,domeggook-com;sellmoa-com;domemall-co-kr
kpop-goods,28,K-POP 아이돌 공식 마스크 스트랩,K-POP Idol Official Mask Strap,Beatroad,8,3000,62,30,18460,kpop mask strap;idol merch;official goods,0,ownerclan-com;onchannel-co-kr;domewh-com
kpop-goods,29,K-POP 아이돌 공식 헤어밴드,K-POP Idol Official Headband,Everysing,13,5500,58,60,18460,kpop headband;idol merch;official goods,0,domeggook-com;dometopia-com;domemae-com
kpop-goods,30,K-POP 아이돌 공식 핀버튼 세트,K-POP Idol Official Pin Button Set,Weverse Shop,11,4500,59,40,18460,kpop pin button;idol merch;official goods,0,domeggook-com;sellmoa-com;domemall-co-kr
trading-cards,1,포켓몬 카드 게임 한국판 부스터 박스,Pokémon TCG Korea Booster Box,Pokémon TCG Korea,75,32000,57,350,183454,pokemon tcg;korean cards;booster box,0,domeggook-com;ownerclan-com;dometopia-com
trading-cards,2,유희왕 오피셜 카드 게임 한국판 스트럭처 덱,Yu-Gi-Oh! OCG Korea Structure Deck,Yu-Gi-Oh! OCG,25,10000,60,200,183454,yugioh;korean cards;structure deck,0,domeggook-com;sellmoa-com;domemae-com
trading-cards,3,디지몬 카드 게임 한국판 스타터 덱,Digimon Card Game Korea Starter Deck,Digimon Card Game,20,8000,60,180,183454,digimon tcg;korean cards;starter deck,0,ownerclan-com;onchannel-co-kr;domewh-com
trading-cards,4,원피스 카드 게임 한국판 부스터 팩,One Piece Card Game Korea Booster Pack,One Piece Card Game,8,3000,62,50,183454,one piece tcg;korean cards;booster pack,0,domeggook-com;dometopia-com;domemae-com
